pipeline,competitor,device_format,ads,winners,win_ratio
facebook,wispr-flow,talking-head,254,1,0.004
facebook,wispr-flow,split-screen,59,1,0.017
facebook,wispr-flow,skit-narrative,35,0,0.0
facebook,wispr-flow,app-screencast,22,3,0.136
facebook,wispr-flow,listicle-montage,4,1,0.25
