pipeline,competitor,script_group_id,group_size,ads,winners,win_ratio,replication_types
facebook,duolingo,duolingo-g0000,20,20,2,0.1,original;reworded_replica;visual_variant
facebook,duolingo,duolingo-g0001,2,2,2,1.0,original;reworded_replica
facebook,duolingo,duolingo-g0002,2,2,2,1.0,original;reworded_replica
facebook,duolingo,duolingo-g0003,1,1,1,1.0,unique
facebook,duolingo,duolingo-g0004,1,1,1,1.0,unique
facebook,duolingo,duolingo-g0005,1,1,1,1.0,unique
facebook,duolingo,duolingo-g0006,1,1,1,1.0,unique
facebook,duolingo,duolingo-g0007,1,1,1,1.0,unique
facebook,duolingo,duolingo-g0008,1,1,1,1.0,unique
facebook,duolingo,duolingo-g0009,1,1,1,1.0,unique
facebook,duolingo,duolingo-g0010,1,1,1,1.0,unique
facebook,duolingo,duolingo-g0011,1,1,1,1.0,unique
facebook,duolingo,duolingo-g0012,1,1,1,1.0,unique
facebook,duolingo,duolingo-g0013,1,1,1,1.0,unique
facebook,duolingo,duolingo-g0014,1,1,1,1.0,unique
facebook,duolingo,duolingo-g0015,1,1,1,1.0,unique
facebook,duolingo,duolingo-g0016,1,1,1,1.0,unique
facebook,duolingo,duolingo-g0017,1,1,1,1.0,unique
facebook,duolingo,duolingo-g0018,1,1,1,1.0,unique
facebook,duolingo,duolingo-g0019,1,1,0,0.0,unique
facebook,duolingo,duolingo-g0020,1,1,0,0.0,unique
