pipeline,competitor,page_id,ad_id,scrape_date,page_rank,row_rank,present,page_rank_delta,days_since_prev_obs
facebook,boldvoice,,26925651373762919,2026-05-28,1,1,true,,
facebook,boldvoice,108128217985547,26925651373762919,2026-06-04,1,1,true,0,7
facebook,boldvoice,,1477549913252506,2026-05-28,2,2,true,,
facebook,boldvoice,108128217985547,1477549913252506,2026-06-04,2,2,true,0,7
facebook,boldvoice,,1292724245723832,2026-05-28,3,3,true,,
facebook,boldvoice,108128217985547,1292724245723832,2026-06-04,6,6,true,-3,7
facebook,boldvoice,,1501335731525040,2026-05-28,4,4,true,,
facebook,boldvoice,108128217985547,1501335731525040,2026-06-04,5,5,true,-1,7
facebook,boldvoice,,855544760303086,2026-05-28,5,5,true,,
facebook,boldvoice,,956123550567832,2026-05-28,6,6,true,,
facebook,boldvoice,108128217985547,956123550567832,2026-06-04,7,7,true,-1,7
facebook,boldvoice,,1502545061491568,2026-05-28,7,7,true,,
facebook,boldvoice,108128217985547,1502545061491568,2026-06-04,9,9,true,-2,7
facebook,boldvoice,,1309059627222656,2026-05-28,8,8,true,,
facebook,boldvoice,108128217985547,1309059627222656,2026-06-04,3,3,true,5,7
facebook,boldvoice,,1319964226900186,2026-05-28,9,9,true,,
facebook,boldvoice,108128217985547,1319964226900186,2026-06-04,12,12,true,-3,7
facebook,boldvoice,,977301534886774,2026-05-28,10,10,true,,
facebook,boldvoice,108128217985547,977301534886774,2026-06-04,4,4,true,6,7
facebook,boldvoice,,790126734035423,2026-05-28,11,11,true,,
facebook,boldvoice,108128217985547,790126734035423,2026-06-04,13,13,true,-2,7
facebook,boldvoice,,3255379834639421,2026-05-28,12,12,true,,
facebook,boldvoice,,971476452303674,2026-05-28,13,13,true,,
facebook,boldvoice,108128217985547,971476452303674,2026-06-04,11,11,true,2,7
facebook,boldvoice,,1977102026236404,2026-05-28,14,14,true,,
facebook,boldvoice,,1689040725779581,2026-05-28,15,15,true,,
facebook,boldvoice,108128217985547,1689040725779581,2026-06-04,10,10,true,5,7
facebook,boldvoice,,1692606915270779,2026-05-28,16,16,true,,
facebook,boldvoice,108128217985547,1692606915270779,2026-06-04,18,18,true,-2,7
facebook,boldvoice,,789784874067599,2026-05-28,17,17,true,,
facebook,boldvoice,108128217985547,789784874067599,2026-06-04,15,15,true,2,7
facebook,boldvoice,,978511151566977,2026-05-28,18,18,true,,
facebook,boldvoice,108128217985547,978511151566977,2026-06-04,26,26,true,-8,7
facebook,boldvoice,,2480761242367070,2026-05-28,19,19,true,,
facebook,boldvoice,108128217985547,2480761242367070,2026-06-04,30,30,true,-11,7
facebook,boldvoice,,1687679252254271,2026-05-28,20,20,true,,
facebook,boldvoice,108128217985547,1687679252254271,2026-06-04,19,19,true,1,7
facebook,boldvoice,,1534356198311434,2026-05-28,21,21,true,,
facebook,boldvoice,108128217985547,1534356198311434,2026-06-04,21,21,true,0,7
facebook,boldvoice,,1005732392124909,2026-05-28,22,22,true,,
facebook,boldvoice,108128217985547,1005732392124909,2026-06-04,40,40,true,-18,7
facebook,boldvoice,,1667192404409422,2026-05-28,23,23,true,,
facebook,boldvoice,108128217985547,1667192404409422,2026-06-04,38,38,true,-15,7
facebook,boldvoice,,1203989948390549,2026-05-28,24,24,true,,
facebook,boldvoice,108128217985547,1203989948390549,2026-06-04,27,27,true,-3,7
facebook,boldvoice,,2019169519026716,2026-05-28,25,25,true,,
facebook,boldvoice,108128217985547,2019169519026716,2026-06-04,42,42,true,-17,7
facebook,boldvoice,,1490181179245814,2026-05-28,26,26,true,,
facebook,boldvoice,108128217985547,1490181179245814,2026-06-04,43,43,true,-17,7
facebook,boldvoice,,976040688249738,2026-05-28,27,27,true,,
facebook,boldvoice,108128217985547,976040688249738,2026-06-04,44,44,true,-17,7
facebook,boldvoice,,27415139248077650,2026-05-28,28,28,true,,
facebook,boldvoice,108128217985547,27415139248077650,2026-06-04,46,46,true,-18,7
facebook,boldvoice,,2044024766536516,2026-05-28,29,29,true,,
facebook,boldvoice,108128217985547,2044024766536516,2026-06-04,47,47,true,-18,7
facebook,boldvoice,,1275902161190658,2026-05-28,30,30,true,,
facebook,boldvoice,108128217985547,1275902161190658,2026-06-04,36,36,true,-6,7
facebook,boldvoice,,953096330875251,2026-05-28,31,31,true,,
