pipeline,competitor,page_id,page_name,week,ads_live,new_ads,winners_live,win_ratio
facebook,speak,743138162511061,Speak,2026-05-25,668,668,53,0.079
facebook,speak,743138162511061,Speak,2026-06-01,617,228,46,0.075
