pipeline,competitor,script_group_id,group_size,ads,winners,win_ratio,replication_types
facebook,mysivi,mysivi-g0420,1,1,1,1.0,unique
facebook,mysivi,mysivi-g0421,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0422,1,1,1,1.0,unique
facebook,mysivi,mysivi-g0423,1,1,1,1.0,unique
facebook,mysivi,mysivi-g0424,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0425,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0426,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0427,1,1,1,1.0,unique
facebook,mysivi,mysivi-g0428,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0429,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0430,1,1,1,1.0,unique
facebook,mysivi,mysivi-g0431,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0432,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0433,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0434,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0435,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0436,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0437,1,1,1,1.0,unique
facebook,mysivi,mysivi-g0438,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0439,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0440,1,1,1,1.0,unique
facebook,mysivi,mysivi-g0441,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0442,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0443,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0444,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0445,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0446,1,1,1,1.0,unique
facebook,mysivi,mysivi-g0447,1,1,1,1.0,unique
facebook,mysivi,mysivi-g0448,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0449,1,1,1,1.0,unique
facebook,mysivi,mysivi-g0450,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0451,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0452,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0453,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0454,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0455,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0456,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0457,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0458,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0459,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0460,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0461,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0462,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0463,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0464,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0465,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0466,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0467,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0468,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0469,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0470,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0471,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0472,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0473,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0474,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0475,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0476,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0477,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0478,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0479,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0480,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0481,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0482,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0483,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0484,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0485,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0486,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0487,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0488,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0489,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0490,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0491,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0492,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0493,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0494,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0495,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0496,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0497,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0498,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0499,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0500,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0501,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0502,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0503,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0504,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0505,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0506,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0507,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0508,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0509,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0510,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0511,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0512,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0513,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0514,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0515,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0516,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0517,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0518,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0519,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0520,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0521,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0522,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0523,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0524,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0525,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0526,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0527,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0528,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0529,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0530,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0531,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0532,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0533,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0534,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0535,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0536,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0537,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0538,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0539,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0540,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0541,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0542,1,1,0,0.0,unique
facebook,mysivi,mysivi-g0543,1,1,1,1.0,unique
