page_id,page_name,ad_id,media_type,verdict,first_seen,last_seen,present_now,best_page_rank,run_days,2026-05-28
521600091028761,Learna AI: English Learning App,1305320435143159,Video,new,2026-05-28,2026-05-28,True,1,9,1
521600091028761,Learna AI: English Learning App,1331000942346730,Video,new,2026-05-28,2026-05-28,True,2,9,2
521600091028761,Learna AI: English Learning App,1561946748353523,Video,strong_winner,2026-05-28,2026-05-28,True,3,106,3
521600091028761,Learna AI: English Learning App,919639600763237,Video,strong_winner,2026-05-28,2026-05-28,True,4,77,4
521600091028761,Learna AI: English Learning App,1223854759864038,Video,strong_winner,2026-05-28,2026-05-28,True,5,98,5
521600091028761,Learna AI: English Learning App,941670845124918,Video,strong_winner,2026-05-28,2026-05-28,True,6,47,6
521600091028761,Learna AI: English Learning App,3350647341767877,Video,winner,2026-05-28,2026-05-28,True,7,45,7
521600091028761,Learna AI: English Learning App,2696378104080682,Video,winner,2026-05-28,2026-05-28,True,8,45,8
521600091028761,Learna AI: English Learning App,1688507795702436,Video,new,2026-05-28,2026-05-28,True,9,9,9
521600091028761,Learna AI: English Learning App,4091989534424274,Video,new,2026-05-28,2026-05-28,True,10,9,10
521600091028761,Learna AI: English Learning App,4339287476329546,Video,strong_winner,2026-05-28,2026-05-28,True,11,106,11
521600091028761,Learna AI: English Learning App,1867248917309068,Video,strong_winner,2026-05-28,2026-05-28,True,12,61,12
521600091028761,Learna AI: English Learning App,2233023087508211,Video,winner,2026-05-28,2026-05-28,True,13,28,13
521600091028761,Learna AI: English Learning App,1272799508356017,Video,new,2026-05-28,2026-05-28,True,14,6,14
521600091028761,Learna AI: English Learning App,1818618209105079,Video,winner,2026-05-28,2026-05-28,True,15,18,15
521600091028761,Learna AI: English Learning App,2956993031298495,Video,new,2026-05-28,2026-05-28,True,16,8,16
521600091028761,Learna AI: English Learning App,1732276511091533,Video,new,2026-05-28,2026-05-28,True,17,13,17
521600091028761,Learna AI: English Learning App,1282726410490010,Video,strong_winner,2026-05-28,2026-05-28,True,18,61,18
521600091028761,Learna AI: English Learning App,816518274603313,Video,new,2026-05-28,2026-05-28,True,19,7,19
521600091028761,Learna AI: English Learning App,920285514395314,Video,new,2026-05-28,2026-05-28,True,20,8,20
521600091028761,Learna AI: English Learning App,2824660604557876,Video,winner,2026-05-28,2026-05-28,True,21,39,21
521600091028761,Learna AI: English Learning App,1231133571849012,Video,strong_winner,2026-05-28,2026-05-28,True,22,106,22
521600091028761,Learna AI: English Learning App,1470990821024117,Video,strong_winner,2026-05-28,2026-05-28,True,23,98,23
521600091028761,Learna AI: English Learning App,1344215707542169,Video,strong_winner,2026-05-28,2026-05-28,True,24,71,24
521600091028761,Learna AI: English Learning App,2304935636581504,Video,winner,2026-05-28,2026-05-28,True,25,15,25
521600091028761,Learna AI: English Learning App,1612039283458902,Video,strong_winner,2026-05-28,2026-05-28,True,26,49,26
521600091028761,Learna AI: English Learning App,942533155345913,Video,winner,2026-05-28,2026-05-28,True,27,26,27
521600091028761,Learna AI: English Learning App,1410548130867123,Video,strong_winner,2026-05-28,2026-05-28,True,28,106,28
521600091028761,Learna AI: English Learning App,2018586982340086,Video,winner,2026-05-28,2026-05-28,True,29,22,29
521600091028761,Learna AI: English Learning App,2399819793864244,Video,winner,2026-05-28,2026-05-28,True,30,15,30
521600091028761,Learna AI: English Learning App,26475924438767754,Video,strong_winner,2026-05-28,2026-05-28,True,31,46,31
521600091028761,Learna AI: English Learning App,1289099280053178,Video,winner,2026-05-28,2026-05-28,True,32,15,32
521600091028761,Learna AI: English Learning App,881817237987628,Video,strong_winner,2026-05-28,2026-05-28,True,33,98,33
521600091028761,Learna AI: English Learning App,1555601166570968,Video,new,2026-05-28,2026-05-28,True,34,14,34
521600091028761,Learna AI: English Learning App,1645668849988230,Video,new,2026-05-28,2026-05-28,True,35,7,35
521600091028761,Learna AI: English Learning App,2468922803581230,Video,winner,2026-05-28,2026-05-28,True,36,21,36
521600091028761,Learna AI: English Learning App,1557395759143424,Video,new,2026-05-28,2026-05-28,True,37,14,37
521600091028761,Learna AI: English Learning App,1660283655107406,Video,strong_winner,2026-05-28,2026-05-28,True,38,48,38
521600091028761,Learna AI: English Learning App,1737025754334784,Video,winner,2026-05-28,2026-05-28,True,39,20,39
521600091028761,Learna AI: English Learning App,1794301804862965,Video,strong_winner,2026-05-28,2026-05-28,True,40,60,40
521600091028761,Learna AI: English Learning App,1911186572877665,Video,new,2026-05-28,2026-05-28,True,41,1,41
521600091028761,Learna AI: English Learning App,2132871510820927,Video,strong_winner,2026-05-28,2026-05-28,True,42,106,42
521600091028761,Learna AI: English Learning App,972325635505423,Video,winner,2026-05-28,2026-05-28,True,43,21,43
521600091028761,Learna AI: English Learning App,4379728835589035,Video,strong_winner,2026-05-28,2026-05-28,True,44,65,44
521600091028761,Learna AI: English Learning App,1293563612743010,Video,winner,2026-05-28,2026-05-28,True,45,38,45
521600091028761,Learna AI: English Learning App,2156906855072326,Video,winner,2026-05-28,2026-05-28,True,46,22,46
521600091028761,Learna AI: English Learning App,1479963970269316,Video,winner,2026-05-28,2026-05-28,True,47,15,47
521600091028761,Learna AI: English Learning App,1522322439295178,Video,new,2026-05-28,2026-05-28,True,48,6,48
521600091028761,Learna AI: English Learning App,27035503606138580,Video,new,2026-05-28,2026-05-28,True,49,14,49
521600091028761,Learna AI: English Learning App,1897215130977975,Video,new,2026-05-28,2026-05-28,True,50,2,50
521600091028761,Learna AI: English Learning App,919279241050207,Video,strong_winner,2026-05-28,2026-05-28,True,51,106,51
521600091028761,Learna AI: English Learning App,1640622540290249,Video,strong_winner,2026-05-28,2026-05-28,True,52,47,52
521600091028761,Learna AI: English Learning App,1104775251773949,Video,strong_winner,2026-05-28,2026-05-28,True,53,98,53
521600091028761,Learna AI: English Learning App,3303859329783856,Video,new,2026-05-28,2026-05-28,True,54,4,54
521600091028761,Learna AI: English Learning App,2060053594866255,Video,new,2026-05-28,2026-05-28,True,55,14,55
521600091028761,Learna AI: English Learning App,952116941152129,Video,new,2026-05-28,2026-05-28,True,56,15,56
