page_id,page_name,ad_id,media_type,verdict,first_seen,last_seen,present_now,best_page_rank,run_days,2026-05-28,2026-06-11,2026-06-12,2026-06-13,2026-06-14,2026-06-15,2026-06-16,2026-06-17,2026-06-22,2026-06-23,2026-07-01,2026-07-02,2026-07-03,2026-07-04,2026-07-05,2026-07-06,2026-07-07,2026-07-08,2026-07-09,2026-07-15,2026-07-16
117256651366792,Englishbhashi,2009720539619107,Video,loser,2026-05-28,2026-05-28,False,1,1,1,,,,,,,,,,,,,,,,,,,,
117256651366792,Englishbhashi,1010725401375687,Video,winner,2026-06-11,2026-07-09,False,1,35,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
117256651366792,Englishbhashi,2207030976530884,Video,new,2026-07-15,2026-07-16,True,1,3,,,,,,,,,,,,,,,,,,,,1,1
117256651366792,Englishbhashi,1737794960988312,Image,loser,2026-06-23,2026-06-23,False,2,2,,,,,,,,,,2,,,,,,,,,,,
