pipeline,competitor,script_group_id,original_ad_id,original_first_seen,replica_ad_id,replication_type,replica_first_seen,days_to_replica,original_is_winner,replica_is_winner
facebook,zinglish,zinglish-g0000,900964249487648,2026-05-26,908822938160022,visual_variant,2026-05-26,0,True,True
facebook,zinglish,zinglish-g0001,1530213245549751,2026-06-28,943351378761019,exact_replica,2026-06-30,2,False,False
