pipeline,competitor,ad_id,stopped_on,last_seen,first_seen
facebook,mysivi,1000021972451745,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1004638178631775,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1007429928523695,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1008106691639361,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1008231658224617,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1011678297893214,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1013466967686150,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1013854707885207,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1016091767422813,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1018784857139748,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1022336593482318,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1023519567173465,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1025418433476462,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1025823893719739,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1026794740313685,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1030675609297107,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1033265965736570,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1063692802211225,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1066138226590208,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1071218332745359,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1087463254453365,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1115265437463707,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1124450573189262,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1136463338572869,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1142897134628752,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1146573297659532,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1148084247404233,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1151663514688025,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1176164031259480,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1206186428392911,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1216705487077132,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1221948466595673,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1224292176310292,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1227219209350106,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1228215292748737,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1229112135812363,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1233755815585440,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1234736965404166,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1237252241877883,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1242981157906827,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1244249980815352,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1251362460515133,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1251420677073716,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1255624560024896,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1257639629903436,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1257810376436956,2026-05-27,2026-05-26,2026-05-26
facebook,mysivi,1259351176158549,2026-05-27,2026-05-26,2026-05-26
