ad_id,language_copy,language_audio,agreement_status,is_codeswitch
1000338829196892,Hindi,Hindi,agree,false
1001955356099173,English,Telugu,disagree,true
1002307968916209,Tamil,Tamil,agree,false
1005340095418175,Tamil,Tamil,agree,false
1006329295201378,Hindi,Hindi,agree,false
1007530385081900,Tamil,Tamil,agree,false
1008374951703241,English,Telugu,disagree,true
1008847321469743,Tamil,Tamil,agree,false
1008889414931118,Kannada,Kannada,agree,false
1010201854756042,English,Telugu,disagree,true
1015528570998771,Tamil,Tamil,agree,false
1016408487631842,English,Telugu,disagree,true
1017961491189825,Malayalam,Malayalam,agree,false
1017963330951251,English,Telugu,disagree,true
1018266577731610,Malayalam,Malayalam,agree,false
1019027777130898,Kannada,Kannada,agree,false
1019696327203383,English,Telugu,disagree,true
1022215520148720,English,Hindi,disagree,true
1023443820344511,Hindi,Hindi,agree,false
1025052986513701,,Hindi,audio_only,false
1026640269709018,,Hindi,audio_only,false
1027447753065197,Malayalam,Malayalam,agree,false
1030440172717015,Kannada,,copy_only,false
1030503980140114,English,Telugu,disagree,true
1043103124812012,Marathi,Marathi,agree,false
1043816578143680,English,,copy_only,false
1166838812014048,English,Telugu,disagree,true
1182441817236590,Tamil,Tamil,agree,false
1201463028826137,English,Telugu,disagree,true
1209738614498577,English,Telugu,disagree,true
1224354406554260,English,Telugu,disagree,true
1242925180598225,English,Telugu,disagree,true
1254624717727521,English,,copy_only,false
1261894342696646,English,Telugu,disagree,true
1263424899236990,Hindi,Hindi,agree,false
1264668848807533,English,Hindi,disagree,true
1266496608888651,English,,copy_only,false
1271227128122015,Kannada,Kannada,agree,false
1277243397882538,English,Telugu,disagree,true
1279276767638086,,Tamil,audio_only,false
1281577630753736,Kannada,Kannada,agree,false
1282823553919831,Marathi,Marathi,agree,false
1283594347179158,Tamil,Tamil,agree,false
1287946936434940,Hindi,Hindi,agree,false
1293067956117881,Kannada,Kannada,agree,false
1293999789370021,Marathi,Marathi,agree,false
1294983332740325,,Hindi,audio_only,false
1301259608777420,Marathi,Marathi,agree,false
1306098638255345,Kannada,Kannada,agree,false
1306104707759795,Tamil,Tamil,agree,false
1308281881491141,English,Telugu,disagree,true
1311019194506588,English,Telugu,disagree,true
1312620537668127,Tamil,Tamil,agree,false
1314381756861108,Malayalam,Malayalam,agree,false
1315260573546336,Hindi,Hindi,agree,false
1316777246578170,Malayalam,Malayalam,agree,false
1317357846423381,Malayalam,Malayalam,agree,false
1318836490216975,Hindi,Hindi,agree,false
1327506092053493,English,Telugu,disagree,true
1327836129169546,English,Telugu,disagree,true
1332278622154395,English,Telugu,disagree,true
1333107758784573,Kannada,Kannada,agree,false
1333380855312442,Hindi,Hindi,agree,false
1339557674759234,Tamil,Tamil,agree,false
1341044771217348,English,Telugu,disagree,true
1342031744648586,Hindi,Hindi,agree,false
1348762350434051,,Hindi,audio_only,false
1349370937055281,,Telugu,audio_only,false
1350966316920951,Malayalam,Malayalam,agree,false
1355959489761084,English,Telugu,disagree,true
1357098709656712,Malayalam,Malayalam,agree,false
1359996982637929,Malayalam,Malayalam,agree,false
1361741085811598,Tamil,Tamil,agree,false
1361766756008318,Malayalam,Malayalam,agree,false
1366359718626426,English,Telugu,disagree,true
1371947624756416,Marathi,Marathi,agree,false
1382923387003958,Marathi,Marathi,agree,false
1384125720047598,English,Hindi,disagree,true
1385223413421257,Hindi,Hindi,agree,false
1385625296768441,Tamil,Tamil,agree,false
1386304936584896,Tamil,Tamil,agree,false
1387399283411233,Kannada,Kannada,agree,false
1406313074589852,English,Telugu,disagree,true
1416378913857622,,Hindi,audio_only,false
1420564419556783,English,Telugu,disagree,true
