pipeline,competitor,page_id,ad_id,scrape_date,page_rank,row_rank,present,page_rank_delta,days_since_prev_obs
facebook,memrise,149149908445051,1864125390937823,2026-05-28,1,1,true,,
facebook,memrise,149149908445051,3527406234091392,2026-05-28,2,2,true,,
