pipeline,competitor,ad_id,stopped_on,last_seen,first_seen
facebook,zinglish,937128972045324,2026-06-13,2026-06-12,2026-05-26
facebook,zinglish,1530213245549751,2026-06-30,2026-06-29,2026-06-28
