pipeline,competitor,ad_id,stopped_on,last_seen,first_seen
facebook,loora,1000935449552618,2026-06-15,2026-06-14,2026-05-27
facebook,loora,1490005112129951,2026-06-15,2026-06-14,2026-05-27
facebook,loora,1743087253793397,2026-06-15,2026-06-14,2026-05-27
facebook,loora,2824622157869852,2026-06-16,2026-06-15,2026-05-27
facebook,loora,3236793519837388,2026-06-16,2026-06-15,2026-06-15
facebook,loora,1007116398921663,2026-06-17,2026-06-16,2026-06-16
facebook,loora,1015808140933762,2026-06-17,2026-06-16,2026-06-16
facebook,loora,1028258436260871,2026-06-17,2026-06-16,2026-06-16
facebook,loora,1313009764351341,2026-06-17,2026-06-16,2026-06-16
facebook,loora,1446355560859167,2026-06-17,2026-06-16,2026-06-15
facebook,loora,1477343336919375,2026-06-17,2026-06-16,2026-06-11
facebook,loora,1515608520010052,2026-06-17,2026-06-16,2026-06-16
facebook,loora,1537509541396440,2026-06-17,2026-06-16,2026-06-16
facebook,loora,1633635301042962,2026-06-17,2026-06-16,2026-06-04
facebook,loora,2438251120009190,2026-06-17,2026-06-16,2026-06-15
facebook,loora,28365108253078782,2026-06-17,2026-06-16,2026-06-16
facebook,loora,3449271938584984,2026-06-17,2026-06-16,2026-06-15
facebook,loora,4212630769048709,2026-06-17,2026-06-16,2026-06-15
facebook,loora,832041293094340,2026-06-17,2026-06-16,2026-06-16
facebook,loora,887507133689970,2026-06-17,2026-06-16,2026-06-15
facebook,loora,993531416757146,2026-06-17,2026-06-16,2026-06-15
facebook,loora,1051044647291045,2026-06-22,2026-06-17,2026-06-17
facebook,loora,1143622754604208,2026-06-22,2026-06-17,2026-05-27
facebook,loora,1324645853195533,2026-06-22,2026-06-17,2026-06-17
facebook,loora,1366146328694387,2026-06-22,2026-06-17,2026-06-17
facebook,loora,1378709630744117,2026-06-22,2026-06-17,2026-06-17
facebook,loora,1485151516165713,2026-06-22,2026-06-17,2026-06-17
facebook,loora,1536628524714927,2026-06-22,2026-06-17,2026-06-17
facebook,loora,1582553446724594,2026-06-22,2026-06-17,2026-05-27
facebook,loora,1671097577430352,2026-06-22,2026-06-17,2026-06-15
facebook,loora,1680023209867820,2026-06-22,2026-06-17,2026-06-15
facebook,loora,2011493032906951,2026-06-22,2026-06-17,2026-06-17
facebook,loora,2216087012537934,2026-06-22,2026-06-17,2026-06-15
facebook,loora,3061153714077391,2026-06-22,2026-06-17,2026-06-17
facebook,loora,4482617731983250,2026-06-22,2026-06-17,2026-06-14
facebook,loora,4596613803998320,2026-06-22,2026-06-17,2026-06-15
facebook,loora,887166504395248,2026-06-22,2026-06-17,2026-06-04
facebook,loora,902774176194288,2026-06-22,2026-06-17,2026-06-16
facebook,loora,965883689761456,2026-06-22,2026-06-17,2026-06-15
facebook,loora,969731195965248,2026-06-22,2026-06-17,2026-06-17
facebook,loora,1015770070937966,2026-06-24,2026-06-23,2026-06-17
facebook,loora,1020433583744483,2026-06-24,2026-06-23,2026-06-04
facebook,loora,1312246001030850,2026-06-24,2026-06-23,2026-06-11
facebook,loora,1332393458836467,2026-06-24,2026-06-23,2026-05-27
facebook,loora,1334834655321570,2026-06-24,2026-06-23,2026-06-17
facebook,loora,1410322400818020,2026-06-24,2026-06-23,2026-06-11
facebook,loora,1600521857717578,2026-06-24,2026-06-23,2026-05-27
facebook,loora,1608766093513896,2026-06-24,2026-06-23,2026-05-27
facebook,loora,1622949502114966,2026-06-24,2026-06-23,2026-06-22
facebook,loora,1626068392526827,2026-06-24,2026-06-23,2026-05-27
facebook,loora,1758731028824393,2026-06-24,2026-06-23,2026-06-04
facebook,loora,1861497244534107,2026-06-24,2026-06-23,2026-05-27
facebook,loora,2063273217925254,2026-06-24,2026-06-23,2026-06-11
facebook,loora,2065316954367727,2026-06-24,2026-06-23,2026-06-04
facebook,loora,2190350225118153,2026-06-24,2026-06-23,2026-06-22
facebook,loora,828323076603145,2026-06-24,2026-06-23,2026-05-27
facebook,loora,987721023705930,2026-06-24,2026-06-23,2026-05-27
facebook,loora,1008762784856261,2026-06-25,2026-06-24,2026-06-17
facebook,loora,1023280550147808,2026-06-25,2026-06-24,2026-06-17
facebook,loora,1183362857252391,2026-06-25,2026-06-24,2026-06-17
facebook,loora,1340249521370077,2026-06-25,2026-06-24,2026-06-22
facebook,loora,1482627169799430,2026-06-25,2026-06-24,2026-06-17
facebook,loora,1519322489795780,2026-06-25,2026-06-24,2026-06-11
facebook,loora,1519379893216673,2026-06-25,2026-06-24,2026-06-22
facebook,loora,1819504062758111,2026-06-25,2026-06-24,2026-06-11
facebook,loora,27338242895831171,2026-06-25,2026-06-24,2026-06-16
facebook,loora,27582307301373948,2026-06-25,2026-06-24,2026-06-22
facebook,loora,957987367285794,2026-06-25,2026-06-24,2026-06-22
facebook,loora,27188563797452794,2026-06-26,2026-06-25,2026-06-25
