pipeline,competitor,page_id,page_name,week,ads_live,new_ads,winners_live,win_ratio
facebook,duolingo,141935472517297,Duolingo,2026-05-25,29,29,29,1.0
facebook,duolingo,141935472517297,Duolingo,2026-06-01,30,1,29,0.967
facebook,duolingo,141935472517297,Duolingo,2026-06-08,30,0,29,0.967
facebook,duolingo,1829461027108598,Duolingo English Test,2026-06-01,33,33,0,0.0
