pipeline,competitor,page_id,page_name,ad_id,media_type,language,presenter_type,device_format,production_type,script_group_id,replication_type,variant_role,first_seen,last_seen,times_seen,weeks_seen,ad_start_date,run_days,run_days_is_lower_bound,best_page_rank,worst_page_rank,median_page_rank,current_page_rank,present_latest,is_retired,page_count,frac_top_25,rank_gate,top25_gate,low_impression_ever,verdict,verdict_confidence
facebook,speakeasy,1055960967600140,English Learning App,1027572049619032,Video,Hindi,ai+human,talking-head,mixed,speakeasy-g0108,unique,original,2026-06-25,2026-06-27,3,1,2026-06-23,4,False,72,127,97,127,False,True,210,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,1200827622147116,Video,,,,,,,,2026-06-27,2026-06-30,3,2,2026-06-25,5,False,72,142,89,72,True,False,210,0.0,True,False,False,undecided,high
facebook,speakeasy,1055960967600140,English Learning App,1036583772282106,Video,Hindi,ai+human,split-screen,mixed,speakeasy-g0008,reworded_replica,replica,2026-06-24,2026-06-25,2,1,2026-06-21,4,False,73,97,85,73,False,True,136,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,1389822543204144,Video,Hindi,ai-avatar-only,talking-head,ai-generated,speakeasy-g0128,unique,original,2026-06-25,2026-06-27,3,1,2026-06-23,4,False,73,140,98,140,False,True,210,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,1664340988190356,Video,Hindi,ai+human,split-screen,mixed,speakeasy-g0136,unique,original,2026-06-25,2026-06-27,3,1,2026-06-23,4,False,73,99,77,73,False,True,210,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,1503280224228737,Video,Kannada,ai+human,skit-narrative,mixed,speakeasy-g0002,translation_replica,replica,2026-06-26,2026-06-30,4,2,2026-06-24,6,False,73,141,90,73,True,False,210,0.0,True,False,False,undecided,high
facebook,speakeasy,1055960967600140,English Learning App,1323748665936539,Video,Hindi,ai-avatar-only,talking-head,ai-generated,speakeasy-g0028,original,original,2026-06-26,2026-06-30,4,2,2026-06-24,6,False,73,155,90,76,True,False,210,0.0,True,False,False,undecided,high
facebook,speakeasy,1055960967600140,English Learning App,981035167890304,Video,Hindi,ai+human,split-screen,mixed,speakeasy-g0184,unique,original,2026-06-24,2026-06-24,1,1,2026-06-21,3,False,74,74,74,74,False,True,112,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,2394547624289953,Video,Hindi,ai+human,split-screen,mixed,speakeasy-g0164,unique,original,2026-06-24,2026-06-25,2,1,2026-06-21,4,False,74,87,80,74,False,True,136,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,2123546228376837,Video,Telugu,ai+human,skit-narrative,ai-generated,speakeasy-g0003,translation_replica,replica,2026-06-26,2026-06-26,1,1,2026-06-24,2,False,74,74,74,74,False,True,172,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,975527375476203,Video,Hindi,ai-avatar-only,talking-head,ai-generated,speakeasy-g0183,unique,original,2026-06-26,2026-06-30,4,2,2026-06-24,6,False,74,167,96,74,True,False,210,0.0,True,False,False,undecided,high
facebook,speakeasy,1055960967600140,English Learning App,1772558894189872,Video,Hindi,ai+human,talking-head,mixed,speakeasy-g0143,unique,original,2026-06-24,2026-06-24,1,1,2026-06-22,2,False,75,75,75,75,False,True,112,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,1044147908549480,Video,Hindi,ai+human,split-screen,mixed,speakeasy-g0114,unique,original,2026-06-24,2026-06-25,2,1,2026-06-21,4,False,75,112,94,75,False,True,136,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,1034347915635118,Video,Hindi,ai+human,split-screen,mixed,speakeasy-g0113,unique,original,2026-06-25,2026-06-27,3,1,2026-06-23,4,False,75,115,105,75,False,True,210,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,1070403062094490,Video,Kannada,ai+human,skit-narrative,mixed,speakeasy-g0003,translation_replica,replica,2026-06-26,2026-06-30,4,2,2026-06-24,6,False,75,129,94,102,True,False,210,0.0,True,False,False,undecided,high
facebook,speakeasy,1055960967600140,English Learning App,3094696644053574,Video,,,,,,,,2026-06-27,2026-06-30,3,2,2026-06-25,5,False,75,165,109,75,True,False,210,0.0,True,False,False,undecided,high
facebook,speakeasy,1055960967600140,English Learning App,1694028108409817,Video,Hindi,ai+human,split-screen,mixed,speakeasy-g0137,unique,original,2026-06-24,2026-06-25,2,1,2026-06-21,4,False,76,89,82,89,False,True,136,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,1012623951226742,Video,Hindi,ai+human,split-screen,mixed,speakeasy-g0025,original,original,2026-06-24,2026-06-25,2,1,2026-06-21,4,False,76,106,91,76,False,True,136,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,1999028157410744,Video,Hindi,ai+human,talking-head,mixed,speakeasy-g0149,unique,original,2026-06-26,2026-06-27,2,1,2026-06-24,3,False,76,95,86,95,False,True,210,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,2097717927812890,Video,Punjabi,ai+human,split-screen,mixed,speakeasy-g0154,unique,original,2026-06-26,2026-06-27,2,1,2026-06-24,3,False,76,109,92,76,False,True,210,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,2405155876661280,Video,Hindi,ai+human,split-screen,mixed,speakeasy-g0165,unique,original,2026-06-24,2026-06-24,1,1,2026-06-21,3,False,77,77,77,77,False,True,112,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,819733277739729,Video,Hindi,ai+human,split-screen,mixed,speakeasy-g0176,unique,original,2026-06-24,2026-06-25,2,1,2026-06-21,4,False,77,82,80,77,False,True,136,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,2144309496142735,Video,Hindi,ai+human,skit-narrative,mixed,speakeasy-g0157,unique,original,2026-06-25,2026-06-27,3,1,2026-06-23,4,False,77,110,98,77,False,True,210,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,1379717024061995,Video,Hindi,ai+human,skit-narrative,mixed,speakeasy-g0127,unique,original,2026-06-26,2026-06-30,4,2,2026-06-24,6,False,77,110,78,78,True,False,210,0.0,True,False,False,undecided,high
facebook,speakeasy,1055960967600140,English Learning App,1560554805674948,Video,,,,,,,,2026-06-27,2026-06-30,3,2,2026-06-25,5,False,77,180,118,77,True,False,210,0.0,True,False,False,undecided,high
facebook,speakeasy,1055960967600140,English Learning App,2089865811886437,Video,Hindi,ai+human,split-screen,mixed,speakeasy-g0037,original,original,2026-06-24,2026-06-24,1,1,2026-06-21,3,False,78,78,78,78,False,True,112,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,1371920964787000,Video,Hindi,ai+human,skit-narrative,mixed,speakeasy-g0125,unique,original,2026-06-24,2026-06-25,2,1,2026-06-21,4,False,78,94,86,78,False,True,136,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,1376526797732561,Video,Hindi,ai+human,skit-narrative,mixed,speakeasy-g0126,unique,original,2026-06-26,2026-06-27,2,1,2026-06-24,3,False,78,133,106,133,False,True,210,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,1053835513642180,Video,Kannada,ai+human,skit-narrative,mixed,speakeasy-g0003,translation_replica,replica,2026-06-26,2026-06-30,4,2,2026-06-24,6,False,78,157,99,86,True,False,210,0.0,True,False,False,undecided,high
facebook,speakeasy,1055960967600140,English Learning App,1029393612916848,Video,Hindi,ai+human,split-screen,mixed,speakeasy-g0046,unique,original,2026-06-22,2026-06-22,1,1,2026-06-17,5,False,79,79,79,79,False,True,111,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,1375657254410866,Video,Hindi,ai+human,split-screen,mixed,speakeasy-g0025,reworded_replica,replica,2026-06-24,2026-06-25,2,1,2026-06-21,4,False,79,93,86,79,False,True,136,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,1664331402366035,Video,,,,,,,,2026-06-27,2026-06-30,3,2,2026-06-25,5,False,79,146,92,79,True,False,210,0.0,True,False,False,undecided,high
facebook,speakeasy,1055960967600140,English Learning App,896989763433459,Video,Hindi,ai+human,talking-head,mixed,speakeasy-g0004,reworded_replica,replica,2026-06-24,2026-06-25,2,1,2026-06-21,4,False,80,84,82,84,False,True,136,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,1032503149467138,Video,Hindi,ai+human,split-screen,mixed,speakeasy-g0112,unique,original,2026-06-24,2026-06-25,2,1,2026-06-21,4,False,80,95,88,80,False,True,136,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,1668913314824950,Video,Hindi,ai-avatar-only,split-screen,ai-generated,speakeasy-g0009,original,original,2026-06-26,2026-06-26,1,1,2026-06-24,2,False,80,80,80,80,False,True,172,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,1556784332782041,Video,Hindi,human-only,skit-narrative,human-recorded,speakeasy-g0133,unique,original,2026-06-26,2026-06-30,4,2,2026-06-24,6,False,80,159,111,105,True,False,210,0.0,True,False,False,undecided,high
facebook,speakeasy,1055960967600140,English Learning App,1041697571622443,Video,,,,,,,,2026-06-27,2026-06-30,3,2,2026-06-25,5,False,80,154,99,80,True,False,210,0.0,True,False,False,undecided,high
facebook,speakeasy,1055960967600140,English Learning App,1586296943155034,Video,Hindi,ai+human,split-screen,mixed,speakeasy-g0035,original,original,2026-06-24,2026-06-24,1,1,2026-06-21,3,False,81,81,81,81,False,True,112,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,1695810444996044,Video,Hindi,ai+human,split-screen,mixed,speakeasy-g0139,unique,original,2026-06-24,2026-06-25,2,1,2026-06-21,4,False,81,88,84,81,False,True,136,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,1985380975672231,Video,Kannada,ai+human,split-screen,mixed,speakeasy-g0001,translation_replica,replica,2026-06-26,2026-06-30,4,2,2026-06-24,6,False,81,118,84,88,True,False,210,0.0,True,False,False,undecided,high
facebook,speakeasy,1055960967600140,English Learning App,890436377412637,Video,Hindi,ai+human,skit-narrative,mixed,speakeasy-g0179,unique,original,2026-06-26,2026-06-27,2,1,2026-06-24,3,False,81,84,82,81,False,True,210,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,2000874894121296,Video,,,,,,,,2026-06-27,2026-06-30,3,2,2026-06-25,5,False,81,163,107,81,True,False,210,0.0,True,False,False,undecided,high
facebook,speakeasy,1055960967600140,English Learning App,1608724900874315,Video,Hindi,ai+human,split-screen,mixed,speakeasy-g0065,unique,original,2026-06-22,2026-06-22,1,1,2026-06-17,5,False,82,82,82,82,False,True,111,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,2925368487811208,Video,Hindi,ai+human,split-screen,mixed,speakeasy-g0168,unique,original,2026-06-25,2026-06-27,3,1,2026-06-23,4,False,82,101,86,82,False,True,210,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,1255180603194330,Video,Hindi,ai+human,skit-narrative,mixed,speakeasy-g0118,unique,original,2026-06-25,2026-06-30,5,2,2026-06-23,7,False,82,147,122,96,True,False,210,0.0,True,False,False,undecided,high
facebook,speakeasy,1055960967600140,English Learning App,1607286517667851,Video,Hindi,ai-avatar-only,split-screen,ai-generated,speakeasy-g0135,unique,original,2026-06-26,2026-06-30,4,2,2026-06-24,6,False,82,192,131,138,True,False,210,0.0,True,False,False,undecided,high
facebook,speakeasy,1055960967600140,English Learning App,1808709853836813,Video,,,,,,,,2026-06-27,2026-06-30,3,2,2026-06-25,5,False,82,164,108,82,True,False,210,0.0,True,False,False,undecided,high
facebook,speakeasy,1055960967600140,English Learning App,2213246832761664,Video,Hindi,ai+human,split-screen,mixed,speakeasy-g0026,original,original,2026-06-24,2026-06-24,1,1,2026-06-21,3,False,83,83,83,83,False,True,112,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,2065913707471647,Video,Hindi,ai+human,split-screen,mixed,speakeasy-g0151,unique,original,2026-06-25,2026-06-27,3,1,2026-06-23,4,False,83,109,97,83,False,True,210,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,1018168410760855,Video,Hindi,ai-avatar-only,skit-narrative,ai-generated,speakeasy-g0106,unique,original,2026-06-26,2026-06-27,2,1,2026-06-24,3,False,83,141,112,141,False,True,210,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,942654208825007,Video,,,,,,,,2026-06-26,2026-06-30,4,2,2026-06-24,6,False,83,163,114,103,True,False,210,0.0,True,False,False,undecided,high
facebook,speakeasy,1055960967600140,English Learning App,1433707785227087,Video,,,,,,,,2026-06-30,2026-06-30,1,1,2026-06-25,5,False,83,83,83,83,True,False,194,0.0,True,False,False,new,high
facebook,speakeasy,1055960967600140,English Learning App,2077261656249916,Video,Hindi,ai+human,split-screen,mixed,speakeasy-g0153,unique,original,2026-06-25,2026-06-27,3,1,2026-06-23,4,False,84,108,96,84,False,True,210,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,1973724823280908,Video,Hindi,ai+human,split-screen,ai-generated,speakeasy-g0147,unique,original,2026-06-26,2026-06-30,4,2,2026-06-24,6,False,84,128,90,92,True,False,210,0.0,True,False,False,undecided,high
facebook,speakeasy,1055960967600140,English Learning App,1000924026244900,Video,Hindi,ai+human,split-screen,mixed,speakeasy-g0023,exact_replica,replica,2026-06-26,2026-06-30,4,2,2026-06-24,6,False,84,146,108,84,True,False,210,0.0,True,False,False,undecided,high
facebook,speakeasy,1055960967600140,English Learning App,1018543047347932,Video,Hindi,ai+human,split-screen,mixed,speakeasy-g0023,original,original,2026-06-24,2026-06-24,1,1,2026-06-21,3,False,85,85,85,85,False,True,112,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,993165076902807,Video,Hindi,ai-avatar-only,skit-narrative,ai-generated,speakeasy-g0036,reworded_replica,replica,2026-06-25,2026-06-25,1,1,2026-06-23,2,False,85,85,85,85,False,True,136,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,37044784298446099,Video,Hindi,ai+human,split-screen,mixed,speakeasy-g0169,unique,original,2026-06-25,2026-06-26,2,1,2026-06-23,3,False,85,100,92,85,False,True,172,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,1000221402877141,Video,Hindi,ai+human,skit-narrative,mixed,speakeasy-g0102,unique,original,2026-06-25,2026-06-27,3,1,2026-06-23,4,False,85,134,130,85,False,True,210,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,1014868794604976,Video,,,,,,,,2026-06-27,2026-06-30,3,2,2026-06-25,5,False,85,150,95,85,True,False,210,0.0,True,False,False,undecided,high
facebook,speakeasy,1055960967600140,English Learning App,1026365906522740,Video,Hindi,ai+human,skit-narrative,mixed,speakeasy-g0002,original,original,2026-06-22,2026-06-22,1,1,2026-06-18,4,False,86,86,86,86,False,True,111,0.0,True,False,False,loser,low
facebook,speakeasy,1055960967600140,English Learning App,2261220358027835,Video,Hindi,ai+human,split-screen,mixed,speakeasy-g0162,unique,original,2026-06-24,2026-06-25,2,1,2026-06-21,4,False,86,87,86,87,False,True,136,0.0,True,False,False,loser,low
