pipeline,competitor,script_group_id,original_ad_id,original_first_seen,replica_ad_id,replication_type,replica_first_seen,days_to_replica,original_is_winner,replica_is_winner
facebook,speakeasy,speakeasy-g0000,1354159723277515,2026-06-22,2513169462430169,reworded_replica,2026-06-22,0,False,False
facebook,speakeasy,speakeasy-g0000,1354159723277515,2026-06-22,1505439874403686,reworded_replica,2026-06-22,0,False,False
facebook,speakeasy,speakeasy-g0000,1354159723277515,2026-06-22,4532421870373347,reworded_replica,2026-06-22,0,False,False
facebook,speakeasy,speakeasy-g0000,1354159723277515,2026-06-22,2530265374081304,reworded_replica,2026-06-22,0,False,False
facebook,speakeasy,speakeasy-g0001,1003649275414638,2026-06-22,832059772860621,reworded_replica,2026-06-22,0,True,True
facebook,speakeasy,speakeasy-g0001,1003649275414638,2026-06-22,1459277669338335,reworded_replica,2026-06-22,0,True,True
facebook,speakeasy,speakeasy-g0001,1003649275414638,2026-06-22,1782202363157939,reworded_replica,2026-06-22,0,True,False
facebook,speakeasy,speakeasy-g0002,2016516622275043,2026-06-22,972795661907348,reworded_replica,2026-06-22,0,False,True
facebook,speakeasy,speakeasy-g0002,2016516622275043,2026-06-22,979539158020932,reworded_replica,2026-06-22,0,False,True
facebook,speakeasy,speakeasy-g0002,2016516622275043,2026-06-22,2906298679721315,reworded_replica,2026-06-22,0,False,False
facebook,speakeasy,speakeasy-g0003,1026365906522740,2026-06-22,1329522652574885,reworded_replica,2026-06-22,0,False,True
facebook,speakeasy,speakeasy-g0003,1026365906522740,2026-06-22,1324292329831050,reworded_replica,2026-06-22,0,False,False
facebook,speakeasy,speakeasy-g0004,1338695088149217,2026-06-22,2046215799301881,reworded_replica,2026-06-22,0,False,True
facebook,speakeasy,speakeasy-g0004,1338695088149217,2026-06-22,1670693267577856,character_variant,2026-06-22,0,False,True
facebook,speakeasy,speakeasy-g0005,1749757829714015,2026-06-22,881778314332597,reworded_replica,2026-06-22,0,True,False
facebook,speakeasy,speakeasy-g0005,1749757829714015,2026-06-22,4233618053522585,reworded_replica,2026-06-22,0,True,False
facebook,speakeasy,speakeasy-g0006,1004243468673350,2026-06-22,989566713658308,exact_replica,2026-06-22,0,True,True
facebook,speakeasy,speakeasy-g0007,1274918781380927,2026-06-22,1366251452036374,reworded_replica,2026-06-22,0,False,True
facebook,speakeasy,speakeasy-g0008,1375633121052920,2026-06-22,1674688393676148,reworded_replica,2026-06-22,0,False,False
facebook,speakeasy,speakeasy-g0009,1528971672204383,2026-06-22,2477522462687760,reworded_replica,2026-06-22,0,False,True
facebook,speakeasy,speakeasy-g0010,1709927423521021,2026-06-22,2150914032432455,reworded_replica,2026-06-22,0,True,False
facebook,speakeasy,speakeasy-g0011,1921299865193505,2026-06-22,947802114906536,exact_replica,2026-06-22,0,True,True
facebook,speakeasy,speakeasy-g0012,2099249430662365,2026-06-22,4143356245955538,visual_variant,2026-06-22,0,False,False
facebook,speakeasy,speakeasy-g0013,2108488899728525,2026-06-22,889233933501921,reworded_replica,2026-06-22,0,False,False
facebook,speakeasy,speakeasy-g0014,2230483907768260,2026-06-22,27046815901606274,reworded_replica,2026-06-22,0,True,False
facebook,speakeasy,speakeasy-g0015,2502975900173757,2026-06-22,874722785094358,reworded_replica,2026-06-22,0,True,False
