ad_id,language_copy,language_audio,agreement_status,is_codeswitch
1212657180911138,Hindi,Hindi,agree,false
1214331300401198,Tamil,Tamil,agree,false
1228162876124945,Tamil,Tamil,agree,false
1241603491508608,Tamil,Tamil,agree,false
1263111225719321,Tamil,Tamil,agree,false
1286723966731755,Tamil,Tamil,agree,false
1299322238926571,Tamil,Tamil,agree,false
1345444240674582,Tamil,Tamil,agree,false
1403710238171409,Tamil,Tamil,agree,false
1414823376812512,Tamil,Tamil,agree,false
1417738519758197,Tamil,Tamil,agree,false
1421135246404699,Hindi,Hindi,agree,false
1424324155822363,Hindi,Hindi,agree,false
1428345402211481,Hindi,Hindi,agree,false
1443156474268077,Tamil,Tamil,agree,false
1445137293761554,Hindi,Hindi,agree,false
1446451490465131,Tamil,Tamil,agree,false
1457798545962459,Kannada,Kannada,agree,false
1505919334867604,Hindi,Hindi,agree,false
1981093915820751,Hindi,Hindi,agree,false
2004457904289111,Kannada,Kannada,agree,false
2145402302955929,Hindi,Hindi,agree,false
25674228382269402,Hindi,Hindi,agree,false
826441597149033,Tamil,Tamil,agree,false
834079296351372,Hindi,Hindi,agree,false
894945046633710,Hindi,Hindi,agree,false
895901269731389,Hindi,Hindi,agree,false
900964249487648,Hindi,Hindi,agree,false
906064629056046,Tamil,Tamil,agree,false
908822938160022,Hindi,Hindi,agree,false
937128972045324,Hindi,Hindi,agree,false
