page_id,page_name,ad_id,media_type,verdict,first_seen,last_seen,present_now,best_page_rank,run_days,2026-05-28
61572409659045,Fluently - AI English Tutor,2020774215463610,Image,winner,2026-05-28,2026-05-28,True,1,21,1
61572409659045,Fluently - AI English Tutor,973909435205486,Video,strong_winner,2026-05-28,2026-05-28,True,2,92,2
61572409659045,Fluently - AI English Tutor,1861692997873496,Video,winner,2026-05-28,2026-05-28,True,3,29,3
61572409659045,Fluently - AI English Tutor,953163657608580,Video,winner,2026-05-28,2026-05-28,True,4,17,4
61572409659045,Fluently - AI English Tutor,987587470425976,Video,winner,2026-05-28,2026-05-28,True,5,16,5
61572409659045,Fluently - AI English Tutor,1724170535252280,Video,new,2026-05-28,2026-05-28,True,6,6,6
61572409659045,Fluently - AI English Tutor,1503537474699018,Video,strong_winner,2026-05-28,2026-05-28,True,7,84,7
61572409659045,Fluently - AI English Tutor,1489436636187003,Image,winner,2026-05-28,2026-05-28,True,8,17,8
61572409659045,Fluently - AI English Tutor,2066294067499861,Video,strong_winner,2026-05-28,2026-05-28,True,9,92,9
61572409659045,Fluently - AI English Tutor,1340773944905289,Video,new,2026-05-28,2026-05-28,True,10,8,10
61572409659045,Fluently - AI English Tutor,1596212348295807,Video,strong_winner,2026-05-28,2026-05-28,True,11,84,11
61572409659045,Fluently - AI English Tutor,834462509182127,Video,winner,2026-05-28,2026-05-28,True,12,29,12
61572409659045,Fluently - AI English Tutor,872598712508701,Video,winner,2026-05-28,2026-05-28,True,13,29,13
61572409659045,Fluently - AI English Tutor,1486129556426991,Video,winner,2026-05-28,2026-05-28,True,14,43,14
61572409659045,Fluently - AI English Tutor,1292435579738797,Video,winner,2026-05-28,2026-05-28,True,15,27,15
61572409659045,Fluently - AI English Tutor,946645067989939,Video,winner,2026-05-28,2026-05-28,True,16,21,16
61572409659045,Fluently - AI English Tutor,977432371543196,Image,winner,2026-05-28,2026-05-28,True,17,21,17
61572409659045,Fluently - AI English Tutor,987333757125660,Video,winner,2026-05-28,2026-05-28,True,18,28,18
61572409659045,Fluently - AI English Tutor,1328531299168220,Video,new,2026-05-28,2026-05-28,True,19,8,19
61572409659045,Fluently - AI English Tutor,2687096741625217,Video,strong_winner,2026-05-28,2026-05-28,True,20,92,20
61572409659045,Fluently - AI English Tutor,1492697022391467,Video,winner,2026-05-28,2026-05-28,True,21,29,21
61572409659045,Fluently - AI English Tutor,1363585002493940,Video,new,2026-05-28,2026-05-28,True,22,7,22
61572409659045,Fluently - AI English Tutor,946896624496219,Video,strong_winner,2026-05-28,2026-05-28,True,23,92,23
61572409659045,Fluently - AI English Tutor,1532487928294222,Video,winner,2026-05-28,2026-05-28,True,24,27,24
61572409659045,Fluently - AI English Tutor,1511027407290127,Video,new,2026-05-28,2026-05-28,True,25,13,25
61572409659045,Fluently - AI English Tutor,2051670485763027,Video,winner,2026-05-28,2026-05-28,True,26,21,26
61572409659045,Fluently - AI English Tutor,840344659107771,Video,winner,2026-05-28,2026-05-28,True,27,29,27
61572409659045,Fluently - AI English Tutor,1453674708938235,Video,strong_winner,2026-05-28,2026-05-28,True,28,63,28
61572409659045,Fluently - AI English Tutor,846517477821055,Video,winner,2026-05-28,2026-05-28,True,29,28,29
61572409659045,Fluently - AI English Tutor,1010232058002100,Video,winner,2026-05-28,2026-05-28,True,30,28,30
61572409659045,Fluently - AI English Tutor,3732962946851690,Video,new,2026-05-28,2026-05-28,True,31,14,31
61572409659045,Fluently - AI English Tutor,992638133228487,Video,new,2026-05-28,2026-05-28,True,32,21,32
61572409659045,Fluently - AI English Tutor,4024987867794618,Video,new,2026-05-28,2026-05-28,True,33,29,33
61572409659045,Fluently - AI English Tutor,1297096962618071,Video,new,2026-05-28,2026-05-28,True,34,1,34
61572409659045,Fluently - AI English Tutor,1735163424274440,Video,new,2026-05-28,2026-05-28,True,35,1,35
61572409659045,Fluently - AI English Tutor,1562610171953055,Video,new,2026-05-28,2026-05-28,True,36,1,36
61572409659045,Fluently - AI English Tutor,960482803404131,Image,new,2026-05-28,2026-05-28,True,37,29,37
61572409659045,Fluently - AI English Tutor,2000511357505408,Video,new,2026-05-28,2026-05-28,True,38,7,38
61572409659045,Fluently - AI English Tutor,1663540364912978,Video,new,2026-05-28,2026-05-28,True,39,2,39
61572409659045,Fluently - AI English Tutor,27123614913947532,Video,new,2026-05-28,2026-05-28,True,40,29,40
61572409659045,Fluently - AI English Tutor,1942335666411931,Video,new,2026-05-28,2026-05-28,True,41,29,41
61572409659045,Fluently - AI English Tutor,1907692803263129,Video,new,2026-05-28,2026-05-28,True,42,29,42
61572409659045,Fluently - AI English Tutor,1455681216239827,Image,new,2026-05-28,2026-05-28,True,43,2,43
61572409659045,Fluently - AI English Tutor,786925484481205,Video,strong_winner,2026-05-28,2026-05-28,True,44,92,44
61572409659045,Fluently - AI English Tutor,1690887282330021,Video,new,2026-05-28,2026-05-28,True,45,21,45
61572409659045,Fluently - AI English Tutor,965711952912693,Video,new,2026-05-28,2026-05-28,True,46,1,46
61572409659045,Fluently - AI English Tutor,1514952856756932,Video,new,2026-05-28,2026-05-28,True,47,6,47
61572409659045,Fluently - AI English Tutor,983269830731403,Video,new,2026-05-28,2026-05-28,True,48,21,48
61572409659045,Fluently - AI English Tutor,1937653870479131,Video,strong_winner,2026-05-28,2026-05-28,True,49,92,49
61572409659045,Fluently - AI English Tutor,972308295523636,Video,new,2026-05-28,2026-05-28,True,50,28,50
61572409659045,Fluently - AI English Tutor,1279692024323121,Video,new,2026-05-28,2026-05-28,True,51,29,51
61572409659045,Fluently - AI English Tutor,1750507892780237,Video,new,2026-05-28,2026-05-28,True,52,3,52
