pipeline,competitor,page_id,page_name,ad_id,media_type,language,presenter_type,device_format,production_type,script_group_id,replication_type,variant_role,first_seen,last_seen,times_seen,weeks_seen,ad_start_date,run_days,run_days_is_lower_bound,best_page_rank,worst_page_rank,median_page_rank,current_page_rank,present_latest,is_retired,page_count,frac_top_25,rank_gate,top25_gate,low_impression_ever,verdict,verdict_confidence
facebook,mysivi,104392002393583,MySivi,1268336871323861,Video,English,ai+human,split-screen,mixed,mysivi-g0188,original,original,2026-05-26,2026-05-28,2,1,2025-07-03,329,False,1,1,1,1,False,True,209,1.0,True,True,False,strong_winner,high
facebook,mysivi,104392002393583,MySivi,1063692802211225,Video,English,human-only,split-screen,human-recorded,mysivi-g0178,original,original,2026-05-26,2026-06-11,6,3,2025-08-23,292,False,1,81,1,1,True,False,209,0.833,True,True,False,strong_winner,high
facebook,mysivi,104392002393583,MySivi,1698470371304291,Video,Marathi,ai+human,split-screen,mixed,mysivi-g0001,translation_replica,replica,2026-06-04,2026-06-08,2,2,2026-06-04,4,False,1,168,84,1,False,True,175,0.5,True,True,False,loser,low
facebook,mysivi,104392002393583,MySivi,1504897837819150,Video,Marathi,ai+human,skit-narrative,mixed,mysivi-g0002,translation_replica,replica,2026-05-26,2026-06-11,6,3,2026-04-15,57,False,2,82,2,2,True,False,209,0.833,True,True,False,strong_winner,high
facebook,mysivi,104392002393583,MySivi,1008231658224617,Video,Marathi,ai+human,split-screen,mixed,mysivi-g0010,original,original,2026-05-26,2026-05-28,2,1,2026-05-11,17,False,2,10,6,2,False,True,209,1.0,True,True,False,winner,high
facebook,mysivi,104392002393583,MySivi,2641474309587811,Video,Marathi,human-only,split-screen,human-recorded,mysivi-g0021,visual_variant,replica,2026-06-08,2026-06-08,1,1,2026-06-05,3,False,2,2,2,2,False,True,12,1.0,True,True,False,loser,low
facebook,mysivi,104392002393583,MySivi,1650079819366116,Video,Marathi,ai+human,skit-narrative,mixed,mysivi-g0002,translation_replica,replica,2026-05-26,2026-06-11,6,3,2026-04-15,57,False,3,83,3,3,True,False,209,0.833,True,True,False,strong_winner,high
facebook,mysivi,104392002393583,MySivi,1644301336843782,Video,Marathi,voiceover-only,app-screencast,human-recorded,mysivi-g0072,exact_replica,replica,2026-05-26,2026-05-28,2,1,2026-05-16,12,False,3,30,16,3,False,True,209,1.0,True,True,False,loser,low
facebook,mysivi,104392002393583,MySivi,1652269289164044,Video,Marathi,human-only,split-screen,human-recorded,mysivi-g0021,visual_variant,replica,2026-06-08,2026-06-08,1,1,2026-06-05,3,False,3,3,3,3,False,True,12,1.0,True,True,False,loser,low
facebook,mysivi,104392002393583,MySivi,1845750346108706,Video,Marathi,ai+human,split-screen,mixed,mysivi-g0001,translation_replica,replica,2026-05-26,2026-06-11,6,3,2026-04-17,55,False,4,84,4,4,True,False,209,0.833,True,True,False,strong_winner,high
facebook,mysivi,104392002393583,MySivi,2870718243272920,Video,Malayalam,ai+human,split-screen,mixed,mysivi-g0005,translation_replica,replica,2026-05-26,2026-05-28,2,1,2026-05-08,20,False,4,34,19,4,False,True,209,1.0,True,True,False,winner,high
facebook,mysivi,104392002393583,MySivi,868697129596674,Video,Marathi,ai+human,split-screen,mixed,mysivi-g0100,exact_replica,replica,2026-05-26,2026-06-08,4,3,2026-05-12,27,False,4,145,68,4,False,True,209,0.25,True,False,False,winner,high
facebook,mysivi,104392002393583,MySivi,919416144130224,Video,Marathi,ai+human,split-screen,mixed,mysivi-g0001,translation_replica,replica,2026-05-26,2026-06-11,6,3,2026-03-24,79,False,5,86,6,6,True,False,209,0.833,True,True,False,strong_winner,high
facebook,mysivi,104392002393583,MySivi,2469306593530142,Video,Marathi,ai+human,split-screen,mixed,mysivi-g0001,translation_replica,replica,2026-05-26,2026-06-11,6,3,2026-05-10,32,False,5,85,6,5,True,False,209,0.833,True,True,False,winner,high
facebook,mysivi,104392002393583,MySivi,1311353980866748,Video,Marathi,human-only,skit-narrative,human-recorded,mysivi-g0192,original,original,2026-05-26,2026-05-28,2,1,2026-04-24,34,False,5,38,22,5,False,True,209,1.0,True,True,False,winner,high
facebook,mysivi,104392002393583,MySivi,1432470592246085,Video,Marathi,human-only,split-screen,human-recorded,mysivi-g0016,visual_variant,replica,2026-06-08,2026-06-08,1,1,2026-06-05,3,False,5,5,5,5,False,True,12,0.0,True,False,False,loser,low
facebook,mysivi,104392002393583,MySivi,4425519174363749,Video,Tamil,human-only,other,human-recorded,mysivi-g0087,exact_replica,replica,2026-05-26,2026-05-28,2,1,2026-05-19,9,False,6,43,24,6,False,True,209,1.0,True,True,False,loser,low
facebook,mysivi,104392002393583,MySivi,2369751233551128,Video,Marathi,ai+human,split-screen,mixed,mysivi-g0001,translation_replica,replica,2026-06-08,2026-06-11,4,1,2026-06-03,8,False,6,49,45,45,True,False,160,0.0,True,False,False,undecided,high
facebook,mysivi,104392002393583,MySivi,2141955079979520,Video,Marathi,ai+human,split-screen,mixed,mysivi-g0001,translation_replica,replica,2026-05-26,2026-06-04,3,2,2026-03-24,72,False,7,63,7,7,False,True,209,0.667,True,True,False,strong_winner,high
facebook,mysivi,104392002393583,MySivi,3471950609648062,Video,Marathi,ai+human,split-screen,mixed,mysivi-g0001,translation_replica,replica,2026-05-26,2026-06-11,6,3,2026-04-17,55,False,7,87,8,7,True,False,209,0.833,True,True,False,strong_winner,high
facebook,mysivi,104392002393583,MySivi,2873166289694383,Video,Marathi,human-only,split-screen,human-recorded,mysivi-g0021,visual_variant,replica,2026-06-08,2026-06-11,4,1,2026-06-05,6,False,7,69,61,61,True,False,160,0.0,True,False,False,undecided,high
facebook,mysivi,104392002393583,MySivi,1691098845361818,Video,Marathi,ai+human,split-screen,mixed,mysivi-g0001,translation_replica,replica,2026-05-26,2026-05-28,2,1,2026-04-27,31,False,8,76,42,8,False,True,209,0.5,True,True,False,winner,high
facebook,mysivi,104392002393583,MySivi,1466438068588297,Video,Marathi,ai+human,split-screen,mixed,mysivi-g0010,exact_replica,replica,2026-06-04,2026-06-11,4,2,2026-05-11,31,False,8,9,8,8,True,False,175,1.0,True,True,False,winner,high
facebook,mysivi,104392002393583,MySivi,1197447455800650,Video,Marathi,human-only,split-screen,human-recorded,mysivi-g0016,visual_variant,replica,2026-06-08,2026-06-11,4,1,2026-06-05,6,False,8,97,80,82,True,False,160,0.0,True,False,False,undecided,high
facebook,mysivi,104392002393583,MySivi,2411773012629776,Video,Marathi,voiceover-only,app-screencast,human-recorded,mysivi-g0006,translation_replica,replica,2026-05-26,2026-06-11,6,3,2026-05-03,39,False,9,88,10,9,True,False,209,0.833,True,True,False,winner,high
facebook,mysivi,104392002393583,MySivi,1290413195771674,Video,Marathi,human-only,skit-narrative,human-recorded,mysivi-g0126,original,original,2026-05-26,2026-05-28,2,1,2026-04-26,32,False,9,86,48,9,False,True,209,0.5,True,True,False,winner,high
facebook,mysivi,104392002393583,MySivi,1495472408716092,Video,Tamil,ai-avatar-only,split-screen,ai-generated,mysivi-g0047,exact_replica,replica,2026-06-08,2026-06-11,4,1,2026-06-03,8,False,9,123,108,109,True,False,160,0.0,True,False,False,undecided,high
facebook,mysivi,104392002393583,MySivi,1633513357977227,Video,Marathi,ai+human,split-screen,mixed,mysivi-g0002,translation_replica,replica,2026-05-26,2026-06-11,6,3,2026-04-03,69,False,10,89,10,10,True,False,209,0.833,True,True,False,strong_winner,high
facebook,mysivi,104392002393583,MySivi,2230785143994906,Video,Marathi,voiceover-only,split-screen,human-recorded,mysivi-g0016,visual_variant,replica,2026-05-26,2026-05-28,2,1,2026-05-04,24,False,10,98,54,10,False,True,209,0.5,True,True,False,winner,high
facebook,mysivi,104392002393583,MySivi,1296064569362246,Video,Marathi,human-only,split-screen,human-recorded,mysivi-g0016,visual_variant,replica,2026-06-08,2026-06-11,4,1,2026-06-05,6,False,10,126,105,106,True,False,160,0.0,True,False,False,undecided,high
facebook,mysivi,104392002393583,MySivi,2208276953242683,Video,Marathi,ai+human,split-screen,mixed,mysivi-g0002,translation_replica,replica,2026-05-26,2026-06-11,6,3,2026-05-09,33,False,11,90,12,11,True,False,209,0.833,True,True,False,winner,high
facebook,mysivi,104392002393583,MySivi,1455352729720949,Video,Marathi,ai+human,skit-narrative,mixed,mysivi-g0000,translation_replica,replica,2026-05-26,2026-05-28,2,1,2026-04-04,54,False,11,100,56,11,False,True,209,0.5,True,True,False,strong_winner,high
facebook,mysivi,104392002393583,MySivi,1039905945883728,Video,Tamil,ai+human,skit-narrative,mixed,mysivi-g0008,translation_replica,replica,2026-06-08,2026-06-09,2,1,,1,True,11,138,74,138,False,True,160,0.0,True,False,False,loser,low
facebook,mysivi,104392002393583,MySivi,2381165805628683,Video,Marathi,ai+human,split-screen,mixed,mysivi-g0002,translation_replica,replica,2026-05-26,2026-06-04,3,2,2026-04-03,62,False,12,64,12,12,False,True,209,0.667,True,True,False,strong_winner,high
facebook,mysivi,104392002393583,MySivi,1365096822098347,Video,Marathi,voiceover-only,app-screencast,human-recorded,mysivi-g0072,exact_replica,replica,2026-05-26,2026-06-11,6,3,2026-05-16,26,False,12,91,13,12,True,False,209,0.833,True,True,False,winner,high
facebook,mysivi,104392002393583,MySivi,1624171552207010,Video,Marathi,ai+human,split-screen,mixed,mysivi-g0299,unique,original,2026-05-26,2026-05-28,2,1,2026-05-25,3,False,12,101,56,12,False,True,209,0.5,True,True,False,loser,low
facebook,mysivi,104392002393583,MySivi,1061382179740833,Video,Marathi,none,split-screen,human-recorded,mysivi-g0244,unique,original,2026-06-08,2026-06-11,4,1,2026-06-06,5,False,12,160,110,110,True,False,160,0.0,True,False,False,undecided,high
facebook,mysivi,104392002393583,MySivi,1260189796267400,Video,Marathi,human-only,talking-head,human-recorded,mysivi-g0037,original,original,2026-05-26,2026-06-11,6,3,2026-04-21,51,False,13,92,14,13,True,False,209,0.833,True,True,False,strong_winner,high
facebook,mysivi,104392002393583,MySivi,2442521946211355,Video,Gujarati,human-only,skit-narrative,human-recorded,mysivi-g0028,exact_replica,replica,2026-05-26,2026-05-28,2,1,2026-05-16,12,False,13,103,58,13,False,True,209,0.5,True,True,False,loser,low
facebook,mysivi,104392002393583,MySivi,2094961914403268,Video,Marathi,ai+human,split-screen,mixed,mysivi-g0002,translation_replica,replica,2026-05-26,2026-06-11,6,3,2026-05-09,33,False,14,93,15,14,True,False,209,0.833,True,True,False,winner,high
facebook,mysivi,104392002393583,MySivi,1696014508193655,Video,Marathi,ai+human,split-screen,mixed,mysivi-g0148,translation_replica,replica,2026-05-26,2026-05-28,2,1,2026-05-25,3,False,14,105,60,14,False,True,209,0.5,True,True,False,loser,low
facebook,mysivi,104392002393583,MySivi,1579256663181765,Video,Marathi,human-only,skit-narrative,human-recorded,mysivi-g0192,exact_replica,replica,2026-05-26,2026-06-11,6,3,2026-04-24,48,False,15,94,16,15,True,False,209,0.833,True,True,False,strong_winner,high
facebook,mysivi,104392002393583,MySivi,4514495442158073,Video,Marathi,ai+human,split-screen,mixed,mysivi-g0002,translation_replica,replica,2026-05-26,2026-05-28,2,1,2026-05-25,3,False,15,106,60,15,False,True,209,0.5,True,True,False,loser,low
