pipeline,competitor,page_id,page_name,week,ads_live,new_ads,winners_live,win_ratio
facebook,lingo-ai,599204246602758,Lingo AI,2026-06-15,104,104,21,0.202
facebook,lingo-ai,599204246602758,Lingo AI,2026-06-22,200,167,50,0.25
facebook,lingo-ai,599204246602758,Lingo AI,2026-06-29,323,204,60,0.186
facebook,lingo-ai,599204246602758,Lingo AI,2026-07-06,492,389,58,0.118
facebook,lingo-ai,599204246602758,Lingo AI,2026-07-13,480,286,45,0.094
