pipeline,competitor,bucket_type,bucket,ads,winners,win_ratio
facebook,englishbhashi,weekday,Mon,0,0,0.0
facebook,englishbhashi,weekday,Tue,0,0,0.0
facebook,englishbhashi,weekday,Wed,1,0,0.0
facebook,englishbhashi,weekday,Thu,1,0,0.0
facebook,englishbhashi,weekday,Fri,0,0,0.0
facebook,englishbhashi,weekday,Sat,0,0,0.0
facebook,englishbhashi,weekday,Sun,0,0,0.0
facebook,englishbhashi,day_of_month,4,1,0,0.0
facebook,englishbhashi,day_of_month,27,1,0,0.0
