pipeline,competitor,page_id,page_name,ad_id,media_type,first_seen,last_seen,times_seen,weeks_seen,ad_start_date,run_days,run_days_is_lower_bound,best_page_rank,worst_page_rank,median_page_rank,current_page_rank,present_latest,is_retired,page_count,frac_top_25,rank_gate,top25_gate,low_impression_ever,verdict,verdict_confidence
facebook,praktika-ai,104781132385804,Praktika,1009267211615053,Video,2026-05-28,2026-06-04,2,2,2026-05-18,17,False,23,32,28,23,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,955442657134026,Video,2026-05-28,2026-06-04,2,2,2026-04-22,43,False,24,28,26,28,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,4372859722993274,Video,2026-05-28,2026-06-04,2,2,2026-05-06,29,False,24,30,27,24,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,1473194407876835,Video,2026-05-28,2026-06-04,2,2,2026-05-11,24,False,25,27,26,27,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,2873057829711532,Video,2026-05-28,2026-06-04,2,2,2026-03-08,88,False,26,29,28,29,True,False,1825,1.0,True,True,False,strong_winner,high
facebook,praktika-ai,104781132385804,Praktika,1326445182218404,Video,2026-05-28,2026-06-04,2,2,2026-05-21,14,False,26,61,44,26,True,False,1825,1.0,True,True,False,new,high
facebook,praktika-ai,104781132385804,Praktika,1949746412304389,Video,2026-05-28,2026-06-04,2,2,2026-03-15,81,False,27,31,29,31,True,False,1825,1.0,True,True,False,strong_winner,high
facebook,praktika-ai,104781132385804,Praktika,35483609294620595,Video,2026-05-28,2026-06-04,2,2,2026-05-08,27,False,28,32,30,32,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,1515286813274111,Video,2026-05-28,2026-05-28,1,1,2026-05-11,17,False,29,29,29,29,False,True,1809,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,1025679843124402,Video,2026-05-28,2026-06-04,2,2,2026-05-25,10,False,30,81,56,30,True,False,1825,1.0,True,True,False,new,high
facebook,praktika-ai,104781132385804,Praktika,1685563022599090,Video,2026-05-28,2026-06-04,2,2,2026-05-09,26,False,31,38,34,38,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,1244334620666324,Video,2026-05-28,2026-06-04,2,2,2026-03-16,80,False,33,42,38,42,True,False,1825,1.0,True,True,False,strong_winner,high
facebook,praktika-ai,104781132385804,Praktika,1412725307545214,Video,2026-06-04,2026-06-04,1,1,,0,True,33,33,33,33,True,False,1825,1.0,True,True,False,new,high
facebook,praktika-ai,104781132385804,Praktika,859490559821819,Video,2026-05-28,2026-06-04,2,2,2026-05-12,23,False,34,34,34,34,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,1905428543598807,Video,2026-05-28,2026-06-04,2,2,2026-05-15,20,False,35,37,36,37,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,1633265901194093,Video,2026-05-28,2026-06-04,2,2,2026-03-10,86,False,35,57,46,35,True,False,1825,1.0,True,True,False,strong_winner,high
facebook,praktika-ai,104781132385804,Praktika,876989718762101,Video,2026-05-28,2026-05-28,1,1,2026-05-13,15,False,36,36,36,36,False,True,1809,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,1883207469009188,Video,2026-05-28,2026-06-04,2,2,2026-05-17,18,False,36,40,38,36,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,2459086837887364,Video,2026-05-28,2026-06-04,2,2,2026-04-29,36,False,37,46,42,46,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,968807285891024,Video,2026-05-28,2026-06-04,2,2,2026-05-14,21,False,38,40,39,40,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,1451483923367201,Video,2026-05-28,2026-06-04,2,2,2026-03-09,87,False,39,49,44,49,True,False,1825,1.0,True,True,False,strong_winner,high
facebook,praktika-ai,104781132385804,Praktika,961471623162389,Video,2026-05-28,2026-06-04,2,2,2026-05-09,26,False,39,45,42,39,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,2053388002231280,Video,2026-05-28,2026-06-04,2,2,2026-05-12,23,False,41,44,42,44,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,1948560152451516,Video,2026-05-28,2026-06-04,2,2,2026-05-11,24,False,41,68,54,41,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,1691055785411771,Video,2026-05-28,2026-06-04,2,2,2026-05-12,23,False,42,50,46,50,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,3424603311053822,Video,2026-05-28,2026-06-04,2,2,2026-05-17,18,False,43,51,47,51,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,1652599929381193,Video,2026-05-28,2026-06-04,2,2,2026-05-12,23,False,43,47,45,43,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,1291348976542492,Video,2026-05-28,2026-05-28,1,1,2026-05-09,19,False,44,44,44,44,False,True,1809,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,1526507558870581,Video,2026-05-28,2026-06-04,2,2,2026-05-11,24,False,45,48,46,45,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,1595334995925421,Video,2026-05-28,2026-06-04,2,2,2026-04-28,37,False,46,52,49,52,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,1927258687963447,Video,2026-05-28,2026-06-04,2,2,2026-05-18,17,False,47,263,155,47,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,1014014647647140,Video,2026-05-28,2026-06-04,2,2,2026-05-22,13,False,48,64,56,48,True,False,1825,1.0,True,True,False,new,high
facebook,praktika-ai,104781132385804,Praktika,2107582856478104,Video,2026-05-28,2026-06-04,2,2,2026-04-22,43,False,49,54,52,54,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,980549054370543,Video,2026-05-28,2026-06-04,2,2,2026-04-24,41,False,50,53,52,53,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,1962245638015466,Video,2026-05-28,2026-05-28,1,1,2026-04-06,52,False,51,51,51,51,False,True,1809,1.0,True,True,False,strong_winner,high
facebook,praktika-ai,104781132385804,Praktika,1791748925148593,Video,2026-05-28,2026-05-28,1,1,2026-05-09,19,False,52,52,52,52,False,True,1809,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,948570397894188,Video,2026-05-28,2026-05-28,1,1,2026-04-28,30,False,53,53,53,53,False,True,1809,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,1431043968220281,Video,2026-05-28,2026-06-04,2,2,2026-04-01,64,False,54,56,55,56,True,False,1825,1.0,True,True,False,strong_winner,high
facebook,praktika-ai,104781132385804,Praktika,1933473213964886,Video,2026-05-28,2026-05-28,1,1,2026-05-11,17,False,55,55,55,55,False,True,1809,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,3208078869380931,Video,2026-06-04,2026-06-04,1,1,,0,True,55,55,55,55,True,False,1825,1.0,True,True,False,new,high
facebook,praktika-ai,104781132385804,Praktika,1582760246287133,Video,2026-05-28,2026-06-04,2,2,2026-04-04,61,False,56,59,58,59,True,False,1825,1.0,True,True,False,strong_winner,high
facebook,praktika-ai,104781132385804,Praktika,1509693484277825,Video,2026-05-28,2026-06-04,2,2,2026-05-18,17,False,57,83,70,57,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,897564589790558,Video,2026-05-28,2026-06-04,2,2,2026-03-12,84,False,58,63,60,63,True,False,1825,1.0,True,True,False,strong_winner,high
facebook,praktika-ai,104781132385804,Praktika,2402683296874471,Video,2026-05-28,2026-06-04,2,2,2026-05-13,22,False,58,67,62,58,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,2136222883611692,Video,2026-05-28,2026-06-04,2,2,2026-05-11,24,False,59,66,62,66,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,1987172085203825,Video,2026-05-28,2026-06-04,2,2,2026-04-06,59,False,60,60,60,60,True,False,1825,1.0,True,True,False,strong_winner,high
facebook,praktika-ai,104781132385804,Praktika,689089030965229,Video,2026-05-28,2026-06-04,2,2,2026-05-09,26,False,61,65,63,61,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,1636881887540040,Video,2026-05-28,2026-06-04,2,2,2026-05-18,17,False,62,91,76,62,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,1177991127567728,Video,2026-05-28,2026-06-04,2,2,2026-03-08,88,False,63,67,65,67,True,False,1825,1.0,True,True,False,strong_winner,high
facebook,praktika-ai,104781132385804,Praktika,957915663826174,Video,2026-05-28,2026-06-04,2,2,2026-05-12,23,False,64,232,148,64,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,1513467246967123,Video,2026-05-28,2026-06-04,2,2,2026-05-19,16,False,65,66,66,65,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,1552087392999321,Video,2026-05-28,2026-06-04,2,2,2026-05-18,17,False,68,381,224,68,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,2463259307428730,Video,2026-05-28,2026-06-04,2,2,2026-05-17,18,False,69,70,70,70,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,1271514791809848,Video,2026-05-28,2026-06-04,2,2,2026-04-09,56,False,69,105,87,69,True,False,1825,1.0,True,True,False,strong_winner,high
facebook,praktika-ai,104781132385804,Praktika,943726401401722,Video,2026-05-28,2026-06-04,2,2,2026-04-01,64,False,70,72,71,72,True,False,1825,1.0,True,True,False,strong_winner,high
facebook,praktika-ai,104781132385804,Praktika,1689461275410797,Video,2026-05-28,2026-06-04,2,2,2026-05-11,24,False,71,75,73,75,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,976671701811100,Video,2026-05-28,2026-06-04,2,2,2026-05-18,17,False,71,107,89,71,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,1655278975833921,Video,2026-05-28,2026-06-04,2,2,2026-05-01,34,False,72,78,75,78,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,2089690718556586,Video,2026-05-28,2026-05-28,1,1,2026-05-12,16,False,73,73,73,73,False,True,1809,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,914590061603367,Video,2026-06-04,2026-06-04,1,1,,0,True,73,73,73,73,True,False,1825,1.0,True,True,False,new,high
facebook,praktika-ai,104781132385804,Praktika,2866758500339292,Video,2026-05-28,2026-05-28,1,1,2026-05-15,13,False,74,74,74,74,False,True,1809,1.0,True,True,False,loser,low
facebook,praktika-ai,104781132385804,Praktika,945195161678670,Video,2026-05-28,2026-06-04,2,2,2026-05-09,26,False,74,75,74,74,True,False,1825,1.0,True,True,False,winner,high
facebook,praktika-ai,104781132385804,Praktika,1261340479417140,Video,2026-05-28,2026-06-04,2,2,2026-04-01,64,False,76,85,80,85,True,False,1825,1.0,True,True,False,strong_winner,high
facebook,praktika-ai,104781132385804,Praktika,1483605023244789,Video,2026-06-04,2026-06-04,1,1,,0,True,76,76,76,76,True,False,1825,1.0,True,True,False,new,high
