pipeline,competitor,page_id,page_name,ad_id,media_type,language,presenter_type,device_format,production_type,first_seen,last_seen,times_seen,weeks_seen,ad_start_date,run_days,run_days_is_lower_bound,best_page_rank,worst_page_rank,median_page_rank,current_page_rank,present_latest,is_retired,page_count,frac_top_25,rank_gate,top25_gate,low_impression_ever,verdict,verdict_confidence
facebook,memrise,149149908445051,Memrise,1864125390937823,Image,,,,,2026-05-28,2026-05-28,1,1,2026-05-18,10,False,1,1,1,1,True,False,2,1.0,True,True,False,new,high
facebook,memrise,149149908445051,Memrise,3527406234091392,Image,,,,,2026-05-28,2026-05-28,1,1,2026-05-23,5,False,2,2,2,2,True,False,2,0.0,True,False,False,new,high
