pipeline,competitor,page_id,page_name,week,ads_live,new_ads,winners_live,win_ratio
facebook,boldvoice,,BoldVoice,2026-05-25,156,156,14,0.09
facebook,boldvoice,108128217985547,BoldVoice,2026-06-01,167,19,13,0.078
