ad_id,page_name,version_count,distinct_start_dates,first_start,last_start,relaunch_span_days,kind,platforms_changed,aspect_changed,destination_changed,cta_changed
1038854211901779,Lingo AI,3,1,2026-06-21,2026-06-21,,simultaneous_duplicate,false,false,false,false
1308919328072562,Lingo AI,2,1,2026-06-16,2026-06-16,,simultaneous_duplicate,false,false,false,false
1387668796571355,Lingo AI,2,1,2026-07-12,2026-07-12,,simultaneous_duplicate,false,false,false,false
1398488762334299,Lingo AI,2,1,2026-06-16,2026-06-16,,simultaneous_duplicate,false,false,false,false
1536731928243013,Lingo AI,2,1,2026-06-22,2026-06-22,,simultaneous_duplicate,false,false,false,false
1706538336929507,Lingo AI,2,1,2026-06-22,2026-06-22,,simultaneous_duplicate,false,false,false,false
1962277031827815,Lingo AI,2,1,2026-06-21,2026-06-21,,simultaneous_duplicate,false,false,false,false
2253769662106911,Lingo AI,2,1,2026-07-01,2026-07-01,,simultaneous_duplicate,false,false,false,false
26787357374277010,Lingo AI,2,1,2026-07-01,2026-07-01,,simultaneous_duplicate,false,false,false,false
3757029167770745,Lingo AI,2,1,2026-05-31,2026-05-31,,simultaneous_duplicate,false,false,false,false
4252978928346557,Lingo AI,2,1,2026-07-01,2026-07-01,,simultaneous_duplicate,false,false,false,false
4494315040857752,Lingo AI,2,1,2026-07-01,2026-07-01,,simultaneous_duplicate,false,false,false,false
961634370260710,Lingo AI,2,1,2026-07-10,2026-07-10,,simultaneous_duplicate,false,false,false,false
