pipeline,competitor,script_group_id,group_size,ads,winners,win_ratio,replication_types
facebook,wispr-flow,wispr-flow-g0000,7,7,0,0.0,exact_replica;original;reworded_replica
facebook,wispr-flow,wispr-flow-g0001,7,7,0,0.0,original;reworded_replica;visual_variant
facebook,wispr-flow,wispr-flow-g0002,5,5,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0003,4,3,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0004,4,4,0,0.0,exact_replica;original;reworded_replica
facebook,wispr-flow,wispr-flow-g0005,4,4,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0006,4,4,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0007,4,4,0,0.0,exact_replica;original;visual_variant
facebook,wispr-flow,wispr-flow-g0008,4,4,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0009,4,4,1,0.25,exact_replica;original
facebook,wispr-flow,wispr-flow-g0010,4,4,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0011,4,4,0,0.0,original;reworded_replica
facebook,wispr-flow,wispr-flow-g0012,4,4,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0013,4,2,1,0.5,exact_replica;original
facebook,wispr-flow,wispr-flow-g0014,3,3,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0015,3,3,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0016,3,3,0,0.0,exact_replica;original;reworded_replica
facebook,wispr-flow,wispr-flow-g0017,3,3,0,0.0,exact_replica;original;reworded_replica
facebook,wispr-flow,wispr-flow-g0018,3,3,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0019,3,3,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0020,3,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0021,3,3,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0022,3,3,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0023,3,3,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0024,3,3,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0025,3,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0026,3,3,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0027,3,3,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0028,3,3,0,0.0,original;reworded_replica
facebook,wispr-flow,wispr-flow-g0029,3,3,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0030,3,3,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0031,3,3,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0032,3,3,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0033,3,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0034,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0035,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0036,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0037,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0038,2,1,0,0.0,original
facebook,wispr-flow,wispr-flow-g0039,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0040,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0041,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0042,2,2,1,0.5,exact_replica;original
facebook,wispr-flow,wispr-flow-g0043,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0044,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0045,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0046,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0047,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0048,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0049,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0050,2,1,0,0.0,original
facebook,wispr-flow,wispr-flow-g0051,2,2,0,0.0,original;reworded_replica
facebook,wispr-flow,wispr-flow-g0052,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0053,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0054,2,2,0,0.0,original;reworded_replica
facebook,wispr-flow,wispr-flow-g0055,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0056,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0057,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0059,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0060,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0061,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0062,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0063,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0064,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0065,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0066,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0067,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0068,2,1,0,0.0,original
facebook,wispr-flow,wispr-flow-g0069,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0070,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0071,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0072,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0073,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0074,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0075,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0076,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0077,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0078,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0079,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0080,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0081,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0082,2,1,0,0.0,original
facebook,wispr-flow,wispr-flow-g0083,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0084,2,2,0,0.0,exact_replica;original
facebook,wispr-flow,wispr-flow-g0085,2,2,0,0.0,exact_replica;original
