row_rank,competitor_name,advertiser_id,advertiser_name,advertiser_verified_location,target_country,creative_id,creative_url,creative_format,creative_last_shown_date,regions_shown,variant_index,variant_count,ad_headline,ad_description,ad_cta_text,ad_overlay_text,ad_destination_url,youtube_video_id,youtube_video_url,youtube_video_title,youtube_video_description,youtube_channel_name,youtube_video_duration_s,image_url_at_scrape,aspect_ratio,scrape_run_date,error_tag,r2_public_url,first_scrape_run_date,latest_scrape_run_date,competitor_analysis_docx_r2_url,supernova_rewrite_docx_r2_url,competitor_analysis_image_r2_urls,supernova_rewrite_image_r2_urls
1,Memrise,AR06420837225457516545,Memrise Ltd,United Kingdom,IN,CR17536918250632249345,https://adstransparency.google.com/advertiser/AR06420837225457516545/creative/CR17536918250632249345?region=IN,Image,2025-10-28,"2724,2566,2818,2586,2356,2504,2250,2012,2404,2380",0,3,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/16012922215946492196,,2026-06-04,,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/g_CR17536918250632249345.jpg,2026-06-03,2026-06-05,,,,
2,Memrise,AR06420837225457516545,Memrise Ltd,United Kingdom,IN,CR17536918250632249345,https://adstransparency.google.com/advertiser/AR06420837225457516545/creative/CR17536918250632249345?region=IN,Image,2025-10-28,"2724,2566,2818,2586,2356,2504,2250,2012,2404,2380",1,3,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/16012922215946492196,,2026-06-04,,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/g_CR17536918250632249345.jpg,2026-06-03,2026-06-05,,,,
3,Memrise,AR06420837225457516545,Memrise Ltd,United Kingdom,IN,CR17536918250632249345,https://adstransparency.google.com/advertiser/AR06420837225457516545/creative/CR17536918250632249345?region=IN,Image,2025-10-28,"2724,2566,2818,2586,2356,2504,2250,2012,2404,2380",2,3,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/16012922215946492196,,2026-06-04,,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/g_CR17536918250632249345.jpg,2026-06-03,2026-06-05,,,,
