row_rank,competitor_name,facebook_page_id,facebook_page_name,facebook_page_followers,target_country,ad_library_id,ad_library_url,ad_start_date,ad_end_date,has_low_impression_warning,ad_has_multiple_versions,ad_version_count,ad_primary_text,ad_description,ad_cta_label,ad_destination_url,ad_media_type,ad_distribution_platforms,creative_count_in_ad,creative_index_in_ad,creative_aspect_ratio,facebook_video_cdn_url_at_scrape,facebook_thumbnail_cdn_url_at_scrape,facebook_cdn_url_expiry_at_scrape,scrape_run_date,r2_public_url,first_scrape_run_date,latest_scrape_run_date,competitor_analysis_docx_r2_url,supernova_rewrite_docx_r2_url,orig_frame_urls,gen_panel_urls,char_sheet_urls,page_rank,version_index,version_id,version_start_date,version_end_date,version_primary_text,version_description,version_cta_label,version_destination_url,version_platforms_distribution,supernova_rewrite_html_r2_url,supernova_rewrite_gdoc_url,competitor_analysis_gdoc_url
1,SpeakX,540653459131632,SpeakX - Learn to Speak English,,IN,1477183203777341,https://www.facebook.com/ads/library/?id=1477183203777341,2026-04-08,,false,true,1,SpeakX ആപ്പിൽ ആത്മവിശ്വാസത്തോടെ ഇംഗ്ലീഷ് സംസാരിക്കുക. വ്യക്തിഗത AI അധ്യാപകൻ ലഭിക്കും.,സുഗമമായി ഇംഗ്ലീഷ് സംസാരിക്കുക,Install Now,http://play.google.com/store/apps/details?id=yellowclass.kids.live&fbclid=IwZXh0bgNhZW0CMTAAYnJpZBEyaUVyakIzWGI3RTllb29Vc3NydGMGYXBwX2lkDzU0MTYzOTQ5Mzg4OTAyNQABHp6YmvSv1Mia26PfmUfk_Frs6Exw1QomdQD0kAYdewWP6VkjFjKzK-SVXNgo_aem_-zYBaXrUfFwQIxEJcuygfQ,Video,"Facebook, Instagram, Audience Network, Messenger",1,0,1:1,https://scontent.fblr1-6.fna.fbcdn.net/o1/v/t2/f2/m412/AQNKZQHT_SMiz-DpkVZvd_2D9h-Lh6rvlthy2wzkh2ty9mSK5cZ_hxa9BU5s2MBWn6iOR0QZbGlGEPJNXVlUFMMH8mGRnQ6y8V0r6dVEFw.mp4?_nc_cat=100&_nc_oc=AdrzrD9GkCfbTmkjaEkMsKA2u3ek6U-rcnbgOoPnEj0RFV1XHgmV18O_Em7BtWcc3hnSK3C5ZuyPATO1L9qBJuFl&_nc_sid=8bf8fe&_nc_ht=scontent.fblr1-6.fna.fbcdn.net&_nc_ohc=rt8-PUy0s4MQ7kNvwEucUBk&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6OTU2OTg2NDEwMTQ5MDYwLCJhc3NldF9hZ2VfZGF5cyI6NDgsInZpX3VzZWNhc2VfaWQiOjEwNzk5LCJkdXJhdGlvbl9zIjo1NiwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=kAOJ-IWLbMbwdlOJPy_vkg&_nc_ss=7b2a8&_nc_zt=28&oh=00_Af4QllznHY9V386Tt42iLeGJh7FZFqdjelTiNOsqe-UFSg&oe=6A1C6872,https://scontent.fblr1-5.fna.fbcdn.net/v/t39.35426-6/667598592_2060856207806799_66173601259488709_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=111&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=rAK5NhY5IBIQ7kNvwH02J29&_nc_oc=Adrb5bZk3R3dpxCD2gZbi5A790X7WDiPOUcpHuKsjQNJzpg8ckNbrGTrj1WR3USGeTZP8A9bQAgfXfMaGznIZG8L&_nc_zt=14&_nc_ht=scontent.fblr1-5.fna&_nc_gid=kAOJ-IWLbMbwdlOJPy_vkg&_nc_ss=7b2a8&oh=00_Af4UTBhCvw-Y8fTQwIdMHtr2WVpi5tQ_AYFUfl57w8Znmg&oe=6A1C71C5,2026-05-31T16:57:22.000Z,2026-05-27,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1477183203777341.mp4,2026-05-27,2026-05-27,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1477183203777341_competitor_analysis.docx,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1477183203777341_supernova_rewrite.docx,,,,,,,,,,,,,,,,
2,SpeakX,540653459131632,SpeakX - Learn to Speak English,,IN,1293067956117881,https://www.facebook.com/ads/library/?id=1293067956117881,2026-04-30,,false,true,1,ಮೂಲದಿಂದ spoken English ಕಲಿಯಿ. ದಿನಸಿ ಅಭ್ಯಾಸಕ್ಕೆ AI ಸಹಾಯ. ಕನ್ನಡಿಗರಿಗೆ ಸೂಕ್ತ.,ಇಂಗ್ಲಿಷ್ ಮಾತನಾಡಲು ಕಲಿಯಿ,Install Now,http://play.google.com/store/apps/details?id=yellowclass.kids.live&fbclid=IwZXh0bgNhZW0CMTAAYnJpZBEyaUVyakIzWGI3RTllb29Vc3NydGMGYXBwX2lkDzU0MTYzOTQ5Mzg4OTAyNQABHsABpLHdHsZyKOZSnYyxIY8gj_AXdtXP8JW0Dq4lf-k3jGOUG03kiOgDcts3_aem_k8CEZPkck_ZWLEju5RwBTQ,Video,"Facebook, Instagram, Audience Network",1,0,1:1,https://scontent.fblr1-4.fna.fbcdn.net/o1/v/t2/f2/m412/AQP3p3MDeYw4S-nx0lcK-X4YPyowHWJvhyHsExfPEgcL6-kXt0L2YE3dMbDAYyL7RfmY-UIcg5VlWd2EdnW_E-pZ45-r2pjLOCvt8_Ugnw.mp4?_nc_cat=104&_nc_oc=AdoHt5w9FyKi7tIhKh_J3m5RyRyosxA2oeRU1Wmeh_PDlWkUV77xF-iWBFnBifd1mwcRW6cTQrxmh8b6NLEoWQmO&_nc_sid=8bf8fe&_nc_ht=scontent.fblr1-4.fna.fbcdn.net&_nc_ohc=YrL5RIjC52IQ7kNvwGkoSp2&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MTQ5NDA1NDc1NTcxOTc0NywiYXNzZXRfYWdlX2RheXMiOjI2LCJ2aV91c2VjYXNlX2lkIjoxMDc5OSwiZHVyYXRpb25fcyI6NTcsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&_nc_gid=kAOJ-IWLbMbwdlOJPy_vkg&_nc_ss=7b2a8&_nc_zt=28&oh=00_Af44_lSUhPqgYOyyhFzz834SilkB8FGtIQjNtaHYQxvNxQ&oe=6A1C58CE,https://scontent.fblr1-7.fna.fbcdn.net/v/t39.35426-6/686531650_989129226821607_944692405485720538_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=110&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=RhvLDri2bpsQ7kNvwHU0HsV&_nc_oc=Adq4D_59c46LquIOOMSSyGFuBfEm1kKnP6TikQuy5p4JUJq_mK7T8bfWmpf-v8JEV-CIXzdp-8iNTW4XYmuDGUHG&_nc_zt=14&_nc_ht=scontent.fblr1-7.fna&_nc_gid=kAOJ-IWLbMbwdlOJPy_vkg&_nc_ss=7b2a8&oh=00_Af5wwVu2qAL0j7Pqqj_lGabBDkV-onp1jyUOWrSv_0vyZQ&oe=6A1C5C3D,2026-05-31T15:50:38.000Z,2026-05-27,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1293067956117881.mp4,2026-05-27,2026-05-27,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1293067956117881_competitor_analysis.docx,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1293067956117881_supernova_rewrite.docx,,,,,,,,,,,,,,,,
3,SpeakX,540653459131632,SpeakX - Learn to Speak English,,IN,1182441817236590,https://www.facebook.com/ads/library/?id=1182441817236590,2026-04-30,,false,true,1,"10 லட்சம்+ கற்றவர்களுடன் சேர்ந்து, உங்கள் AI ஆசிரியருடன் தாராளமாக ஆங்கிலம் பேசுங்கள்",ஆங்கிலம் கற்றுக்கொண்டு தாராளமாக பேசுங்கள்,Install Now,http://play.google.com/store/apps/details?id=yellowclass.kids.live&fbclid=IwZXh0bgNhZW0CMTAAYnJpZBEyaUVyakIzWGI3RTllb29Vc3NydGMGYXBwX2lkDzU0MTYzOTQ5Mzg4OTAyNQABHsABpLHdHsZyKOZSnYyxIY8gj_AXdtXP8JW0Dq4lf-k3jGOUG03kiOgDcts3_aem_k8CEZPkck_ZWLEju5RwBTQ,Video,"Facebook, Instagram, Audience Network, Messenger",1,0,1:1,https://scontent.fblr1-4.fna.fbcdn.net/o1/v/t2/f2/m412/AQNbRWiSChlzPWajHvIUmi8kVHIztjCyyWmlUSy5vOgSg1OnhCV4Ko8v_zPz7vYKqZkLCMrIq3FTXxGx7iF87KpZ5wZcjirxCApQicGKEg.mp4?_nc_cat=108&_nc_oc=Adofu1pBgtzeMSRifbqeQHuTOJh-zMzQ35-c4W1Cw4y2tSGDeC-ps5GvpLGNt_OB7G64Rob_DHZIR2ukyh0Kt8X5&_nc_sid=8bf8fe&_nc_ht=scontent.fblr1-4.fna.fbcdn.net&_nc_ohc=0dvGrBZRF2UQ7kNvwEF0qWT&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MTczOTkzNzM4MDc0OTg2MiwiYXNzZXRfYWdlX2RheXMiOjI2LCJ2aV91c2VjYXNlX2lkIjoxMDc5OSwiZHVyYXRpb25fcyI6NTMsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&_nc_gid=kAOJ-IWLbMbwdlOJPy_vkg&_nc_ss=7b2a8&_nc_zt=28&oh=00_Af4Tgpb3o6cjaSCR2nFoicPKBG5CisRgdfSh3Wj-ct5HrA&oe=6A1C7206,https://scontent.fblr1-5.fna.fbcdn.net/v/t39.35426-6/684150997_1487258866463284_309210701320896327_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=111&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=kig5IGjrAIAQ7kNvwEOGGWz&_nc_oc=AdqJiVV-wu_U-4L6x44Hp09AfEAbMtRjFesl_bj4A_04mzOgspsw_kbUuAhaZI8DV_C-ur828ksZ8S2qTgnRBnI3&_nc_zt=14&_nc_ht=scontent.fblr1-5.fna&_nc_gid=kAOJ-IWLbMbwdlOJPy_vkg&_nc_ss=7b2a8&oh=00_Af5Hk5zfG84aEih0jTf7w5_kv8lavLzrWeGl-dFsZIO-HQ&oe=6A1C61ED,2026-05-31T17:38:14.000Z,2026-05-27,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1182441817236590.mp4,2026-05-27,2026-05-27,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1182441817236590_competitor_analysis.docx,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1182441817236590_supernova_rewrite.docx,,,,,,,,,,,,,,,,
4,SpeakX,540653459131632,SpeakX - Learn to Speak English,,IN,967017965779261,https://www.facebook.com/ads/library/?id=967017965779261,2026-04-09,,false,true,1,SpeakX ആപ്പിൽ ആത്മവിശ്വാസത്തോടെ ഇംഗ്ലീഷ് സംസാരിക്കുക. വ്യക്തിഗത AI അധ്യാപകൻ ലഭിക്കും.,സുഗമമായി ഇംഗ്ലീഷ് സംസാരിക്കുക,Install Now,http://play.google.com/store/apps/details?id=yellowclass.kids.live&fbclid=IwZXh0bgNhZW0CMTAAYnJpZBEyaUVyakIzWGI3RTllb29Vc3NydGMGYXBwX2lkDzU0MTYzOTQ5Mzg4OTAyNQABHp6YmvSv1Mia26PfmUfk_Frs6Exw1QomdQD0kAYdewWP6VkjFjKzK-SVXNgo_aem_-zYBaXrUfFwQIxEJcuygfQ,Video,"Facebook, Instagram, Audience Network, Messenger",1,0,1:1,https://scontent.fblr1-4.fna.fbcdn.net/o1/v/t2/f2/m412/AQNau6Fy9SFE56TOxYL6f-DCLdXT3FdzBkumGwnDMvLniwRJdu-g47m9RTtipOLELIjMxnKsBjWhB7jETbNjYPFhe1rz9KIkXK7sWXzfbQ.mp4?_nc_cat=108&_nc_oc=AdoUpi4YrhAvNxr1-r9JNDXRAvNrOKw3Bqoo_aY8mO0jsI1_UI_QHm31PxTwrh-KbF4ymTpXVRdkTlI2up_x3Hhr&_nc_sid=8bf8fe&_nc_ht=scontent.fblr1-4.fna.fbcdn.net&_nc_ohc=_jQ4YN0qqk8Q7kNvwH07va7&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6OTcxMzY3MDIxOTAzMjY1LCJhc3NldF9hZ2VfZGF5cyI6NDcsInZpX3VzZWNhc2VfaWQiOjEwNzk5LCJkdXJhdGlvbl9zIjo2NywidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=kAOJ-IWLbMbwdlOJPy_vkg&_nc_ss=7b2a8&_nc_zt=28&oh=00_Af5xkqEa5XQPXo2JWCtrsFqSVguCtlx5QIJpWRlM8ezUpQ&oe=6A1C6DAE,https://scontent.fblr1-5.fna.fbcdn.net/v/t39.35426-6/666516618_986150507407147_9136668604740648764_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=111&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=kdyVQe61-6UQ7kNvwFDrpce&_nc_oc=Adp6V26U1GRpZmRL7TOC2a8vnoSFhTBySBiOsEgv4glZ5ED6PlMGZgEiRw2mwkgfl6Mud3YPBUj43v2tM_0JSGls&_nc_zt=14&_nc_ht=scontent.fblr1-5.fna&_nc_gid=kAOJ-IWLbMbwdlOJPy_vkg&_nc_ss=7b2a8&oh=00_Af7LGDmBIy6K_uxu5Bkr_zjEN5fZkWgZTQ8CVPaeb-nsKA&oe=6A1C6251,2026-05-31T17:19:42.000Z,2026-05-27,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/967017965779261.mp4,2026-05-27,2026-05-27,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/967017965779261_competitor_analysis.docx,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/967017965779261_supernova_rewrite.docx,,,,,,,,,,,,,,,,
5,SpeakX,540653459131632,SpeakX - Learn to Speak English,,IN,1261894342696646,https://www.facebook.com/ads/library/?id=1261894342696646,2026-04-01,,false,true,1,English speaking made easy with SpeakX App,Spoken English course,Install Now,http://play.google.com/store/apps/details?id=yellowclass.kids.live&fbclid=IwZXh0bgNhZW0CMTAAYnJpZBEyaUVyakIzWGI3RTllb29Vc3NydGMGYXBwX2lkDzU0MTYzOTQ5Mzg4OTAyNQABHsfhLxKDxaTl9UkJZ7uYpSvdh5xl7jrvqiWpzOBBoOoZeTfnJflN3L87l0ud_aem_QPuZKlv6KN_ZKk7MipWZnw,Video,"Facebook, Instagram, Audience Network",1,0,1:1,https://scontent.fblr1-7.fna.fbcdn.net/o1/v/t2/f2/m412/AQNd6WwnI5-D7qZfJqg5S-nEmCoyJshDDRyrBlFpYuOndZ_609gRNUCUy6hrR74H_pVtVWD2twStPGKYoO3HceqdT7xBCfa9HrXAyWpNLw.mp4?_nc_cat=110&_nc_oc=Adpgfy45UKMNFtbxNuanNcBnEupVkgPgyL7fQOyDFT4z6bKdHUVdFIDkdrvKccybRs8KKsl_0lanDYvyhHVaAfz-&_nc_sid=8bf8fe&_nc_ht=scontent.fblr1-7.fna.fbcdn.net&_nc_ohc=hsjZLMNkCxIQ7kNvwEq5Wa2&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MTU0MjgyNTE5NzU1NjM5OCwiYXNzZXRfYWdlX2RheXMiOjYyLCJ2aV91c2VjYXNlX2lkIjoxMDc5OSwiZHVyYXRpb25fcyI6OTgsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&_nc_gid=kAOJ-IWLbMbwdlOJPy_vkg&_nc_ss=7b2a8&_nc_zt=28&oh=00_Af56AnQA3S54km0FbZJqawLZ4ivxc26SdUcDt4tB49Fm8Q&oe=6A1C6004,https://scontent.fblr1-9.fna.fbcdn.net/v/t39.35426-6/659192438_2039904810241735_3267368948636703337_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=105&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=OsfW66sIoAAQ7kNvwEE-FoH&_nc_oc=AdrcjDI09LEWAZd8nNWBKM0t2Kfwwq5Ty6ozSPL05cvGaHURuboDUnwOpME9H2EWvqtuIFseTfFF8D_95zNv_12W&_nc_zt=14&_nc_ht=scontent.fblr1-9.fna&_nc_gid=kAOJ-IWLbMbwdlOJPy_vkg&_nc_ss=7b2a8&oh=00_Af54izueYBkRwrqo0nFzLeFw29nCOTHML22n0E1Y2JbATQ&oe=6A1C62AB,2026-05-31T16:21:24.000Z,2026-05-27,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1261894342696646.mp4,2026-05-27,2026-05-27,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1261894342696646_competitor_analysis.docx,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1261894342696646_supernova_rewrite.docx,,,,,,,,,,,,,,,,
6,SpeakX,540653459131632,SpeakX - Learn to Speak English,,IN,2203881063685200,https://www.facebook.com/ads/library/?id=2203881063685200,2026-04-08,,false,false,1,Ab bina ruke English bolo. Speakx AI tutor ke saath rozana practice karein.,"Learn English, Let's Talk",Install now,http://play.google.com/store/apps/details?id=yellowclass.kids.live&fbclid=IwZXh0bgNhZW0CMTAAYnJpZBEyaUVyakIzWGI3RTllb29Vc3NydGMGYXBwX2lkDzU0MTYzOTQ5Mzg4OTAyNQABHsfhLxKDxaTl9UkJZ7uYpSvdh5xl7jrvqiWpzOBBoOoZeTfnJflN3L87l0ud_aem_QPuZKlv6KN_ZKk7MipWZnw,Video,"Facebook, Instagram, Audience Network",1,0,9:16,https://scontent.fblr1-9.fna.fbcdn.net/o1/v/t2/f2/m412/AQP6QVZmPqR9nlTowtUlGYww9Ghi3yfK4vLq1NbJqIf3oqa_DYa5jK4ptdUqyPq--RmXSxyWm93v35datxgUwy1YPTAVgvcCDiBeryS3hw.mp4?_nc_cat=105&_nc_oc=AdoxZdVxo8OUXJxSPxPN9FtSaghj1peCbQaXneyzchTJ663VyGU_PRt9vyY--ITXcH9Zewbstp8sz6XijixDxROx&_nc_sid=8bf8fe&_nc_ht=scontent.fblr1-9.fna.fbcdn.net&_nc_ohc=32juBeAbAh0Q7kNvwExn1uE&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MjExNjk5NjU3MjQzMTE4OSwiYXNzZXRfYWdlX2RheXMiOjQ4LCJ2aV91c2VjYXNlX2lkIjoxMDc5OSwiZHVyYXRpb25fcyI6ODAsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&_nc_gid=kAOJ-IWLbMbwdlOJPy_vkg&_nc_ss=7b2a8&_nc_zt=28&oh=00_Af74m0s2vzE1lsbAl9CkhU4nwNIoadfnvFOQwKxEmo5BhQ&oe=6A1C80A5,https://scontent.fblr1-10.fna.fbcdn.net/v/t39.35426-6/661346273_946419031316709_5020265642917916796_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=JPfrX9YdZYkQ7kNvwEsTb0c&_nc_oc=Ado-Al6uV1Py4nxUZvj_ITl_C5qeEMkTfu90srViRZ_wHuvBcIuizwJJMHlC0NNUurjkra-3xjRP1hFmylWFQv6M&_nc_zt=14&_nc_ht=scontent.fblr1-10.fna&_nc_gid=kAOJ-IWLbMbwdlOJPy_vkg&_nc_ss=7b2a8&oh=00_Af7xF8kWE8GQRAyhhO4_V6dtUVk6e8qJ7Jx1s-9d52ds4w&oe=6A1C8D55,2026-05-31T18:40:37.000Z,2026-05-27,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/2203881063685200.mp4,2026-05-27,2026-05-27,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/2203881063685200_competitor_analysis.docx,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/2203881063685200_supernova_rewrite.docx,,,,,,,,,,,,,,,,
7,SpeakX,540653459131632,SpeakX - Learn to Speak English,,IN,1386304936584896,https://www.facebook.com/ads/library/?id=1386304936584896,2026-03-25,,false,true,1,"10 லட்சம்+ கற்றவர்களுடன் சேர்ந்து, உங்கள் AI ஆசிரியருடன் தாராளமாக ஆங்கிலம் பேசுங்கள்",ஆங்கிலம் கற்றுக்கொண்டு தாராளமாக பேசுங்கள்,Install Now,http://play.google.com/store/apps/details?id=yellowclass.kids.live&fbclid=IwZXh0bgNhZW0CMTAAYnJpZBEyaUVyakIzWGI3RTllb29Vc3NydGMGYXBwX2lkDzU0MTYzOTQ5Mzg4OTAyNQABHowUTXypYai7DGe__x9_FDOSr_lpY_fC_aMKlsL9m2IsHNGnb_3mqu1Z0kaH_aem_aEzfTa76h2jEvzHXjUvCAg,Video,"Facebook, Instagram, Audience Network, Messenger",1,0,1:1,https://scontent.fblr1-8.fna.fbcdn.net/o1/v/t2/f2/m412/AQNLTMGRHBR0XMDe5c_eYq-mjbKqDmN0fCl_cCD_0VUlnxb8tqSH3cKoODwSLyVYpl1dvxqDRq0m8YYvXuCobcPGlc732YWKSSvWO_V3fQ.mp4?_nc_cat=101&_nc_oc=AdoUw_FcU-sqUdh8uKFcSOs8nAnJdasIXqIC6LU7t4aRw9tU1QSe-hFQAvif-RnZXPxAwZbMprig6kx-YM6CR_Zl&_nc_sid=8bf8fe&_nc_ht=scontent.fblr1-8.fna.fbcdn.net&_nc_ohc=7_WmAygLZX0Q7kNvwFFtSgP&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MjYxMzc3NjUwNzU4NzQ4MDAsImFzc2V0X2FnZV9kYXlzIjo2MiwidmlfdXNlY2FzZV9pZCI6MTA3OTksImR1cmF0aW9uX3MiOjQ4LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&_nc_gid=kAOJ-IWLbMbwdlOJPy_vkg&_nc_ss=7b2a8&_nc_zt=28&oh=00_Af7WzzIMUtC09WomOC296Ty7hvCJ6vKaUh1T-8jSiyXonw&oe=6A1C8C7D,https://scontent.fblr1-6.fna.fbcdn.net/v/t39.35426-6/657128165_1278077597595862_7924510136963515450_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=102&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=1iRyZeJrOj0Q7kNvwF5zIeq&_nc_oc=AdozyqYDJfTOqJsyTqKFsdrozKgtNRrn2IAMEIZu9RG3VMponf0uwjr7S00rsvDQEts0eFKgoAlKdgydzqWr-hO7&_nc_zt=14&_nc_ht=scontent.fblr1-6.fna&_nc_gid=kAOJ-IWLbMbwdlOJPy_vkg&_nc_ss=7b2a8&oh=00_Af4RSHpaRe9zE64BYYUclbJ-h-0E0AUyhQxZm_e7pvn8jQ&oe=6A1C5ECB,2026-05-31T19:31:09.000Z,2026-05-27,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1386304936584896.mp4,2026-05-27,2026-05-27,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1386304936584896_competitor_analysis.docx,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1386304936584896_supernova_rewrite.docx,,,,,,,,,,,,,,,,
