row_rank,competitor_name,facebook_page_id,facebook_page_name,facebook_page_followers,target_country,ad_library_id,ad_library_url,ad_start_date,ad_end_date,has_low_impression_warning,ad_has_multiple_versions,ad_version_count,ad_primary_text,ad_description,ad_cta_label,ad_destination_url,ad_media_type,ad_distribution_platforms,creative_count_in_ad,creative_index_in_ad,creative_aspect_ratio,facebook_video_cdn_url_at_scrape,facebook_thumbnail_cdn_url_at_scrape,facebook_cdn_url_expiry_at_scrape,scrape_run_date,r2_public_url,first_scrape_run_date,latest_scrape_run_date,competitor_analysis_docx_r2_url,supernova_rewrite_docx_r2_url,orig_frame_urls,gen_panel_urls,char_sheet_urls
5,SpeakX,540653459131632,SpeakX - Learn to Speak English,,IN,4317358591866176,https://www.facebook.com/ads/library/?id=4317358591866176,,,FALSE,FALSE,1,English speaking made easy with SpeakX App,,Install Now,,Video,,1,0,1:1,https://scontent.fblr22-2.fna.fbcdn.net/o1/v/t2/f2/m412/AQPsku_BXQeXnOgioCDuUgnelqc9rn7Fua1IWw_G71_JINkxcqPcO6MLTxXtx4Xh_AkVgGUbwfdLPBgGCUGRiNZhMsds6BBJWU9wev9mHQ.mp4?_nc_cat=111&_nc_oc=AdompjxIFQ34RemUdL1_KOoaZ0ZF5nsfztoP6QZ-qS0z4Q517hnWXBXpA6VT8OMzEjE&_nc_sid=8bf8fe&_nc_ht=scontent.fblr22-2.fna.fbcdn.net&_nc_ohc=XCrJZQsh2rEQ7kNvwHYgDO7&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MjE5MTk5NDcxNDg4MTY1MSwiYXNzZXRfYWdlX2RheXMiOjEzLCJ2aV91c2VjYXNlX2lkIjoxMDEzOSwiZHVyYXRpb25fcyI6NzgsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&_nc_gid=lcP-YnuGGn7W4q3Zyo_v6Q&_nc_ss=7b2a8&_nc_zt=28&oh=00_Af-KJicD5rcB6Y70qtnmZUDXpHerCa4IAEnrRLJhxGl4PA&oe=6A273493,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/702930516_947346281457276_6784613591912950326_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=vZJlYBp1sSAQ7kNvwG9m1Uv&_nc_oc=AdoMG8_n462nAp7dMlAK0VwakfEMbFqAlGx3tzJ7wC78kyknzJ97RPyNwOEujbZN14o&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=lcP-YnuGGn7W4q3Zyo_v6Q&_nc_ss=7b2a8&oh=00_Af_ngGJI_OJT3-uCOpKkC8aZtDYqqTmg-J4pshUXQk9OCQ&oe=6A272797,2026-06-08T21:30:59.000Z,2026-06-04,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/4317358591866176.mp4,2026-06-04,2026-06-04,,,,,
7,SpeakX,540653459131632,SpeakX - Learn to Speak English,,IN,1507220527751466,https://www.facebook.com/ads/library/?id=1507220527751466,,,FALSE,FALSE,1,ಮೂಲದಿಂದ spoken English ಕಲಿಯಿ. ದಿನಸಿ ಅಭ್ಯಾಸಕ್ಕೆ AI ಸಹಾಯ. ಕನ್ನಡಿಗರಿಗೆ ಸೂಕ್ತ.,,Install Now,,Video,,1,0,1:1,https://scontent.fblr22-1.fna.fbcdn.net/o1/v/t2/f2/m412/AQO-uQpvRS7XgzyO6Wr9O0egsDSLQmesIYWpAExcbiyALBi5ELJfdQO2vJ-jqFYU9-9KHLPJ1UdoioG0O13Ae58R6G9hfAYft7Bf7wgMvg.mp4?_nc_cat=109&_nc_oc=Adqne5cwQIHL9SbzgnLc6bvKfepZRSffD4HTUlcxyHsZWLDbfNV27sf39WpqrUfs1Ew&_nc_sid=8bf8fe&_nc_ht=scontent.fblr22-1.fna.fbcdn.net&_nc_ohc=FA7AXikSu8EQ7kNvwFL0eTJ&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6OTY4NzQyNDQ5MDgzMDI5LCJhc3NldF9hZ2VfZGF5cyI6MTMsInZpX3VzZWNhc2VfaWQiOjEwMTM5LCJkdXJhdGlvbl9zIjo2MSwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=lcP-YnuGGn7W4q3Zyo_v6Q&_nc_ss=7b2a8&_nc_zt=28&oh=00_Af-HcBASGJv15YhpkHQNgXIxRhutIUJcHCtV5m33yTi4ag&oe=6A274921,https://scontent.fblr22-2.fna.fbcdn.net/v/t39.35426-6/704947144_995737802904037_6849609227065221787_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=IaI9FR8kjAMQ7kNvwE66syn&_nc_oc=Adqz_YgPE2T73m0unHXz2SP39-Phgq3kO1-yGkcoIQCPHjtYwSSu66mf4gOJjMf0st0&_nc_zt=14&_nc_ht=scontent.fblr22-2.fna&_nc_gid=lcP-YnuGGn7W4q3Zyo_v6Q&_nc_ss=7b2a8&oh=00_Af_3TkiWApSaUC0CDWBSNHBPL1xLxdVcJCpkDGmKsRjoPA&oe=6A275494,2026-06-08T22:58:41.000Z,2026-06-04,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1507220527751466.mp4,2026-06-04,2026-06-04,,,,,
8,SpeakX,540653459131632,SpeakX - Learn to Speak English,,IN,2443712506142477,https://www.facebook.com/ads/library/?id=2443712506142477,,,FALSE,FALSE,1,Ab bina ruke English bolo. Speakx AI tutor ke saath rozana practice karein.,,Install Now,,Video,,1,0,1:1,https://scontent.fblr22-1.fna.fbcdn.net/o1/v/t2/f2/m412/AQMDYx1Qdj72-HW9osVXLAamOI3ifnmjCZ8aKI37GUvo8p6LPEdaeoO42xxRyScpEzhrJOx8zrPinjX59AWsspJAsbW2JTJlsYjFnSymmQ.mp4?_nc_cat=108&_nc_oc=Adp3GN2QTNLK6MTJEVLwA_noCehGMoftgm1vuqJo_u-dL8zGP9Om6-YLG1opRDjPozs&_nc_sid=8bf8fe&_nc_ht=scontent.fblr22-1.fna.fbcdn.net&_nc_ohc=_DEorMRy95wQ7kNvwEgYQbi&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6OTU2ODg4NjcwNDIyMjk5LCJhc3NldF9hZ2VfZGF5cyI6MjMsInZpX3VzZWNhc2VfaWQiOjEwMTM5LCJkdXJhdGlvbl9zIjo0OSwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=lcP-YnuGGn7W4q3Zyo_v6Q&_nc_ss=7b2a8&_nc_zt=28&oh=00_Af-BSnlFmi7jAugyUgDzdeLozvtTLgVzpP3DtuDu8JK2fA&oe=6A27265E,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/696935206_761484530287856_6925944488701489564_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=x1syTr2aKCQQ7kNvwGMvLT0&_nc_oc=AdreTACIyXhzAXfFkQ1eO80Gq9jBcXMtAnVFiet7OqweUjuma0O18dLXzLuF4BXPpIw&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=lcP-YnuGGn7W4q3Zyo_v6Q&_nc_ss=7b2a8&oh=00_Af8EgcJ10pYVaJHK44V-RTHMnuAvfNQEtNXhUzMiEh__TA&oe=6A272D9A,2026-06-08T20:30:22.000Z,2026-06-04,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/2443712506142477.mp4,2026-06-04,2026-06-04,,,,,
9,SpeakX,540653459131632,SpeakX - Learn to Speak English,,IN,27292861753737186,https://www.facebook.com/ads/library/?id=27292861753737186,,,FALSE,FALSE,1,Ab bina ruke English bolo. Speakx AI tutor ke saath rozana practice karein.,,Install Now,,Video,,1,0,9:16,https://scontent.fblr22-2.fna.fbcdn.net/o1/v/t2/f2/m412/AQO03loUOIxUN4wTRQhD_Bvzcy48pK422nzyLh9dwheWzT8kASmXziBIb1lPAYcxaF1c9RTJUVDjehuw3zGqEsHdXp0gSGlxAnDZ5UPjLg.mp4?_nc_cat=107&_nc_oc=AdohQHr1erp-afN_wgcfawEQj_Una4_8tNuP0faj4p6t6D_5yF5VkznJtWx5uHh-4JU&_nc_sid=8bf8fe&_nc_ht=scontent.fblr22-2.fna.fbcdn.net&_nc_ohc=tPGkCpJhDy8Q7kNvwE9Oy-V&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MTc1NDc4OTg1OTAxNDAwNywiYXNzZXRfYWdlX2RheXMiOjcsInZpX3VzZWNhc2VfaWQiOjEwMTM5LCJkdXJhdGlvbl9zIjo1MywidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=lcP-YnuGGn7W4q3Zyo_v6Q&_nc_ss=7b2a8&_nc_zt=28&oh=00_Af-GpYG6TktuFTltHh5og11vJRWP79Jlfvy3wpb9BDHUzQ&oe=6A2732E7,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/710299057_1748190433201502_2099578974787765166_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=8MaRaqYFwRcQ7kNvwFHIQ-F&_nc_oc=AdoBoMHscUuoh3-5WSyNQCkUwDkxjLR9ZnrdacQIGO9tu3YS_egdffa2lJyjeu71x8o&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=lcP-YnuGGn7W4q3Zyo_v6Q&_nc_ss=7b2a8&oh=00_Af8qvmts4pZPzFfsqP7yPsZ7YAZhhK85IBSfmCrE8oTp4Q&oe=6A272D13,2026-06-08T21:23:51.000Z,2026-06-04,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/27292861753737186.mp4,2026-06-04,2026-06-04,,,,,
11,SpeakX,540653459131632,SpeakX - Learn to Speak English,,IN,884765954660063,https://www.facebook.com/ads/library/?id=884765954660063,,,FALSE,FALSE,1,Ab bina ruke English bolo. Speakx AI tutor ke saath rozana practice karein.,,,,Video,,1,0,9:16,https://scontent.fblr22-2.fna.fbcdn.net/o1/v/t2/f2/m412/AQP6QVZmPqR9nlTowtUlGYww9Ghi3yfK4vLq1NbJqIf3oqa_DYa5jK4ptdUqyPq--RmXSxyWm93v35datxgUwy1YPTAVgvcCDiBeryS3hw.mp4?_nc_cat=105&_nc_oc=AdpM2Lv22LvrvUdspcob7zNMEgdVfEIKgVbkHcTwPhE0lUYmGDg6fw5OSN_kqmkb4nI&_nc_sid=8bf8fe&_nc_ht=scontent.fblr22-2.fna.fbcdn.net&_nc_ohc=YjEoIDDQwwwQ7kNvwFlqGDI&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MjExNjk5NjU3MjQzMTE4OSwiYXNzZXRfYWdlX2RheXMiOjU3LCJ2aV91c2VjYXNlX2lkIjoxMDc5OSwiZHVyYXRpb25fcyI6ODAsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&_nc_gid=lcP-YnuGGn7W4q3Zyo_v6Q&_nc_ss=7b2a8&_nc_zt=28&oh=00_Af-eJVwq5iFIL-dRY1T7NOcStE_b6yNdcK1YY3dPPafLTg&oe=6A2744E5,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/668820955_922386610598297_8889128618452130796_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=IjfeEyOBeIoQ7kNvwHl35Wm&_nc_oc=AdrYnrCBRcUwchMq2XDeI19Z_MloTB8FCn8Rx-_S6tODKRlpGIwjdsY42HBfHyw7PMw&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=lcP-YnuGGn7W4q3Zyo_v6Q&_nc_ss=7b2a8&oh=00_Af9BSKHEGXS1gmaO5UwJmNbgB7xnUKwvFtUePdeaWoDt9g&oe=6A273938,2026-06-08T22:40:37.000Z,2026-06-04,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/884765954660063.mp4,2026-06-04,2026-06-04,,,,,
12,SpeakX,540653459131632,SpeakX - Learn to Speak English,,IN,1287946936434940,https://www.facebook.com/ads/library/?id=1287946936434940,,,FALSE,FALSE,1,Ab bina ruke English bolo. Speakx AI tutor ke saath rozana practice karein.,,Install Now,,Video,,1,0,1:1,https://scontent.fblr22-1.fna.fbcdn.net/o1/v/t2/f2/m412/AQOf7bN3HIaShVvQA-fKRjy3IHDkUC8QjmDgBOLCibCKLlhDIwyRBlaFvZI9mVMOpk_8y8ZjQw9dfedVrV7NQ89KYk9NHTeXsAXnn0vwkQ.mp4?_nc_cat=109&_nc_oc=AdqCJeUdO80Fs9E-XL_S4J5OIqEYNAfrkBRsJXMqYESVi2mFmBoxOOYv6o14_40i5DA&_nc_sid=8bf8fe&_nc_ht=scontent.fblr22-1.fna.fbcdn.net&_nc_ohc=M5B4vBpow3kQ7kNvwEMvhxE&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MTQ0MDM1MzUxMTQ0Mjk5NCwiYXNzZXRfYWdlX2RheXMiOjIzLCJ2aV91c2VjYXNlX2lkIjoxMDEzOSwiZHVyYXRpb25fcyI6NDIsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&_nc_gid=lcP-YnuGGn7W4q3Zyo_v6Q&_nc_ss=7b2a8&_nc_zt=28&oh=00_Af9QgCxETWIMVr7ynmP91i-1CH2WV9EH8h8z3lN9jjO8jQ&oe=6A275651,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/700692297_1342928701013628_8390482348664188329_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=5D4mEiNlEG8Q7kNvwEVcwRw&_nc_oc=AdrLNNyHJf6hgQiAjyO2P-jsHcwGUnr85mns2zk9CoA4sp112QWZvZ-zOvNgVDD4HjU&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=lcP-YnuGGn7W4q3Zyo_v6Q&_nc_ss=7b2a8&oh=00_Af9TvU3O_rfIEVzmAQJ_bytCKI-dx9qf9wMZXPNKeRgIMQ&oe=6A273301,2026-06-08T23:54:57.000Z,2026-06-04,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1287946936434940.mp4,2026-06-04,2026-06-04,,,,,
13,SpeakX,540653459131632,SpeakX - Learn to Speak English,,IN,2284848355255499,https://www.facebook.com/ads/library/?id=2284848355255499,,,FALSE,FALSE,1,ಮೂಲದಿಂದ spoken English ಕಲಿಯಿ. ದಿನಸಿ ಅಭ್ಯಾಸಕ್ಕೆ AI ಸಹಾಯ. ಕನ್ನಡಿಗರಿಗೆ ಸೂಕ್ತ.,,Install Now,,Video,,1,0,1:1,https://scontent.fblr22-1.fna.fbcdn.net/o1/v/t2/f2/m412/AQNfNXZswxd5lg-SynDylVAAK8MwCojoVYgKvh9ruVrV24UxqwlUBbJbvq6SdLlbCx3aMcZgZ2GVwS2H9o9-1c9aHyLtpkayfA96qQ0KUQ.mp4?_nc_cat=103&_nc_oc=AdpTUe6FGSEF2XoZP7QYbVtjXvzNtg6Umseu7wGCpJUDXfoCeicYQosMwR2vnCaAoi4&_nc_sid=8bf8fe&_nc_ht=scontent.fblr22-1.fna.fbcdn.net&_nc_ohc=EPaYK1XM898Q7kNvwEVfxdj&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6OTc4NDA4NjU4NDg2MDgzLCJhc3NldF9hZ2VfZGF5cyI6MzUsInZpX3VzZWNhc2VfaWQiOjEwNzk5LCJkdXJhdGlvbl9zIjo0MCwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=lcP-YnuGGn7W4q3Zyo_v6Q&_nc_ss=7b2a8&_nc_zt=28&oh=00_Af82_5jlNyPU2pKbs0OmlerFrC9AsvTzBleYlDVUrsXSZg&oe=6A2739E7,https://scontent.fblr22-2.fna.fbcdn.net/v/t39.35426-6/686926311_892304373827252_1894154005463343105_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=KpZaKJ0V7TQQ7kNvwHWJBfg&_nc_oc=AdoWkiBxcO-t0Ur98wEy1Bxs4YhEBsMaaJo5yWV1hqVZl5T4-rOwur3R2GMjQY3hn1U&_nc_zt=14&_nc_ht=scontent.fblr22-2.fna&_nc_gid=lcP-YnuGGn7W4q3Zyo_v6Q&_nc_ss=7b2a8&oh=00_Af8LD0l6N8HgmpTQmAmAlhB4L9zmLvPFUxRhqtjcr1O3DA&oe=6A273BBB,2026-06-08T21:53:43.000Z,2026-06-04,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/2284848355255499.mp4,2026-06-04,2026-06-04,,,,,
14,SpeakX,540653459131632,SpeakX - Learn to Speak English,,IN,1692395758675404,https://www.facebook.com/ads/library/?id=1692395758675404,,,FALSE,FALSE,1,SpeakX ആപ്പിൽ ആത്മവിശ്വാസത്തോടെ ഇംഗ്ലീഷ് സംസാരിക്കുക. വ്യക്തിഗത AI അധ്യാപകൻ ലഭിക്കും.,,Install Now,,Video,,1,0,1:1,https://scontent.fblr22-2.fna.fbcdn.net/o1/v/t2/f2/m412/AQNKZQHT_SMiz-DpkVZvd_2D9h-Lh6rvlthy2wzkh2ty9mSK5cZ_hxa9BU5s2MBWn6iOR0QZbGlGEPJNXVlUFMMH8mGRnQ6y8V0r6dVEFw.mp4?_nc_cat=100&_nc_oc=Ado8D9X5uMZGQ4KjP_HI2t9cjBe7gJk9iVeTQxovJ-FOA4VV906j8ub9sLyNRgxVpj4&_nc_sid=8bf8fe&_nc_ht=scontent.fblr22-2.fna.fbcdn.net&_nc_ohc=PlTzwCUKrZsQ7kNvwEzlqW5&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6OTU2OTg2NDEwMTQ5MDYwLCJhc3NldF9hZ2VfZGF5cyI6NTYsInZpX3VzZWNhc2VfaWQiOjEwNzk5LCJkdXJhdGlvbl9zIjo1NiwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=lcP-YnuGGn7W4q3Zyo_v6Q&_nc_ss=7b2a8&_nc_zt=28&oh=00_Af9Dd_XgXyeCKV-LyNW6mcEAx9VLyyyVgyUXLE0mL5lByA&oe=6A272CB2,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/668482076_1253431763620640_7935278603583212510_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=sAGz3QyWs9AQ7kNvwGX2hXa&_nc_oc=Adpl8DFxcz3UKkyVAprpN69Ty7H8ZxfStWC2bdrHJ0wt9UnDjVoAbvUOspMFvOZEtVQ&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=lcP-YnuGGn7W4q3Zyo_v6Q&_nc_ss=7b2a8&oh=00_Af_m4Jore8HVAFZKZxcyQKUgnYa9tY0QdET4VBSST3fZ5g&oe=6A273BCF,2026-06-08T20:57:22.000Z,2026-06-04,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1692395758675404.mp4,2026-06-04,2026-06-04,,,,,
15,SpeakX,540653459131632,SpeakX - Learn to Speak English,,IN,1945016303042855,https://www.facebook.com/ads/library/?id=1945016303042855,,,FALSE,FALSE,1,"10 லட்சம்+ கற்றவர்களுடன் சேர்ந்து, உங்கள் AI ஆசிரியருடன் தாராளமாக ஆங்கிலம் பேசுங்கள்",,Install Now,,Video,,1,0,1:1,https://scontent.fblr22-1.fna.fbcdn.net/o1/v/t2/f2/m412/AQNbRWiSChlzPWajHvIUmi8kVHIztjCyyWmlUSy5vOgSg1OnhCV4Ko8v_zPz7vYKqZkLCMrIq3FTXxGx7iF87KpZ5wZcjirxCApQicGKEg.mp4?_nc_cat=108&_nc_oc=AdpvWFbNzLfpRhjfcFjeNdbiwUu_0AbhtHYUl6D8gjhC8yUPDzQvbrfWblOn3SW3HRc&_nc_sid=8bf8fe&_nc_ht=scontent.fblr22-1.fna.fbcdn.net&_nc_ohc=_DwkQh5fD1AQ7kNvwEPXfN3&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MTczOTkzNzM4MDc0OTg2MiwiYXNzZXRfYWdlX2RheXMiOjM1LCJ2aV91c2VjYXNlX2lkIjoxMDc5OSwiZHVyYXRpb25fcyI6NTMsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&_nc_gid=lcP-YnuGGn7W4q3Zyo_v6Q&_nc_ss=7b2a8&_nc_zt=28&oh=00_Af8FIpZnU_CuUpx5-RcZTKLWXEwJzWouUR5YBKkmwLssRw&oe=6A273646,https://scontent.fblr22-2.fna.fbcdn.net/v/t39.35426-6/684160356_1512416463653626_588331875807197113_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=uuGo0eZq7ugQ7kNvwFJhMPQ&_nc_oc=AdrsAcADk_FdbPRjAyH1d1RRjBXZtFa-VCKVd5zwb9PFFseeD_6jEy7aKJCYaaKImHI&_nc_zt=14&_nc_ht=scontent.fblr22-2.fna&_nc_gid=lcP-YnuGGn7W4q3Zyo_v6Q&_nc_ss=7b2a8&oh=00_Af-KNtOjQS6_dv3l7wiawEADVvIo3FrCo1rD2RDuEToiLQ&oe=6A2736B9,2026-06-08T21:38:14.000Z,2026-06-04,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1945016303042855.mp4,2026-06-04,2026-06-04,,,,,
16,SpeakX,540653459131632,SpeakX - Learn to Speak English,,IN,1635365307514500,https://www.facebook.com/ads/library/?id=1635365307514500,,,FALSE,FALSE,1,Ab bina ruke English bolo. Speakx AI tutor ke saath rozana practice karein.,,Install Now,,Video,,1,0,1:1,https://scontent.fblr22-2.fna.fbcdn.net/o1/v/t2/f2/m412/AQOu_yKmiouTWgMGCgJGfmgqtApZrZjg3LOzqYqZaqgh0vuvpYOYHYdSQboFSI5AFTZKXui_S_-431P6uJ15BrXIA250f4xxau51SW9uxA.mp4?_nc_cat=107&_nc_oc=AdoOBWH9an_Mhw7CvSo-VG2GtGcfIWYojVEpv959VZh5eD-M2186YePNGgKT8v3M2fM&_nc_sid=8bf8fe&_nc_ht=scontent.fblr22-2.fna.fbcdn.net&_nc_ohc=elLsR0gSB3YQ7kNvwFzqe6A&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MTAyNjY3OTQ2NzA4MzMwNCwiYXNzZXRfYWdlX2RheXMiOjcsInZpX3VzZWNhc2VfaWQiOjEwMTM5LCJkdXJhdGlvbl9zIjozNSwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=lcP-YnuGGn7W4q3Zyo_v6Q&_nc_ss=7b2a8&_nc_zt=28&oh=00_Af_mqSvNa329Wvol2wkIuzVNVtvIfqSFsT-00cgx_EGcfQ&oe=6A272B2F,https://scontent.fblr22-2.fna.fbcdn.net/v/t39.35426-6/711830084_1520994253155086_2540821055515985197_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=AKy93SdWGpcQ7kNvwFp5V-Z&_nc_oc=AdqbWANTISNVZPJJs3wPNlL6-WDV1G3eTh2QnPAoYQliyZaVnnRM8yECFaHfqF_3CFU&_nc_zt=14&_nc_ht=scontent.fblr22-2.fna&_nc_gid=lcP-YnuGGn7W4q3Zyo_v6Q&_nc_ss=7b2a8&oh=00_Af_mwQBxSiFAzOy4je8R3S6AEeJiCNvuLmH4bhOMmQQFDg&oe=6A274AD8,2026-06-08T20:50:55.000Z,2026-06-04,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1635365307514500.mp4,2026-06-04,2026-06-04,,,,,
