row_rank,competitor_name,facebook_page_id,facebook_page_name,facebook_page_followers,target_country,ad_library_id,ad_library_url,ad_start_date,ad_end_date,has_low_impression_warning,ad_has_multiple_versions,ad_version_count,ad_primary_text,ad_description,ad_cta_label,ad_destination_url,ad_media_type,ad_distribution_platforms,creative_count_in_ad,creative_index_in_ad,creative_aspect_ratio,facebook_video_cdn_url_at_scrape,facebook_thumbnail_cdn_url_at_scrape,facebook_cdn_url_expiry_at_scrape,scrape_run_date,r2_public_url,first_scrape_run_date,latest_scrape_run_date,competitor_analysis_docx_r2_url,supernova_rewrite_docx_r2_url,orig_frame_urls,gen_panel_urls,char_sheet_urls
1,Memrise,149149908445051,Memrise,,ALL,1864125390937823,https://www.facebook.com/ads/library/?id=1864125390937823,2026-05-18,,false,false,1,"Practice FREE IELTS SPEAKING Tests
FB.ME
Instant Feedback on how to improve",,Sign up,http://fb.me/,Image,,1,1,,,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/702044019_2127615304468620_6671769648080441593_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=106&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=595ogUkHe6YQ7kNvwHFLPa_&_nc_oc=Adoto419SU6BDcXst2NrxVop62XFGDFKhFcGQB6UdJg9y6t6tmFAFeNx-aHBDvDU8gQ&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=eNEDOvefRPq4yOBKhVxaEA&_nc_ss=7b289&oh=00_Af4JUOC1aWSsmuHChcFkoUTtU5VxF0GVdbmpCxg2QD615A&oe=6A1DB9DE,2026-06-01T16:57:02.000Z,2026-05-28,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1864125390937823_c2.jpg,2026-05-28,2026-05-28,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1864125390937823_competitor_analysis.docx,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1864125390937823_supernova_rewrite.docx,,,
2,Memrise,149149908445051,Memrise,,ALL,3527406234091392,https://www.facebook.com/ads/library/?id=3527406234091392,2026-05-23,,false,false,1,"Practice FREE IELTS SPEAKING Tests
FB.ME
Instant Feedback on how to improve",,Sign up,http://fb.me/,Image,,1,1,,,https://scontent.fblr22-2.fna.fbcdn.net/v/t39.35426-6/704614511_1508347604079881_4805203658802898974_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=107&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=PhcxYYHmSX0Q7kNvwHbZph9&_nc_oc=Adq5AYa7xX_n_A7uHr0lV7JY5kp5oObTK_8V7pp4YJ_UGI20W72YZeUAvxhelHTOvGc&_nc_zt=14&_nc_ht=scontent.fblr22-2.fna&_nc_gid=eNEDOvefRPq4yOBKhVxaEA&_nc_ss=7b289&oh=00_Af7DtnaN40DWHU0CeIXzRIAWKsgO0LCpd9BQ_jcUiG0Bzg&oe=6A1DD7CB,2026-06-01T19:04:43.000Z,2026-05-28,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/3527406234091392_c2.jpg,2026-05-28,2026-05-28,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/3527406234091392_competitor_analysis.docx,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/3527406234091392_supernova_rewrite.docx,,,
