pipeline,competitor,page_id,page_name,ad_id,scrape_date,row_rank,page_rank,ad_start_date,media_type,low_impression
facebook,fluently,61572409659045,Fluently - AI English Tutor,2020774215463610,2026-05-28,1,1,2026-05-07,Image,FALSE
facebook,fluently,61572409659045,Fluently - AI English Tutor,973909435205486,2026-05-28,2,2,2026-02-25,Video,FALSE
facebook,fluently,61572409659045,Fluently - AI English Tutor,1861692997873496,2026-05-28,3,3,2026-04-29,Video,FALSE
facebook,fluently,61572409659045,Fluently - AI English Tutor,953163657608580,2026-05-28,4,4,2026-05-11,Video,FALSE
facebook,fluently,61572409659045,Fluently - AI English Tutor,987587470425976,2026-05-28,5,5,2026-05-12,Video,FALSE
facebook,fluently,61572409659045,Fluently - AI English Tutor,1724170535252280,2026-05-28,6,6,2026-05-22,Video,FALSE
facebook,fluently,61572409659045,Fluently - AI English Tutor,1503537474699018,2026-05-28,7,7,2026-03-05,Video,FALSE
facebook,fluently,61572409659045,Fluently - AI English Tutor,1489436636187003,2026-05-28,8,8,2026-05-11,Image,FALSE
facebook,fluently,61572409659045,Fluently - AI English Tutor,2066294067499861,2026-05-28,9,9,2026-02-25,Video,FALSE
facebook,fluently,61572409659045,Fluently - AI English Tutor,1340773944905289,2026-05-28,10,10,2026-05-20,Video,FALSE
facebook,fluently,61572409659045,Fluently - AI English Tutor,1596212348295807,2026-05-28,11,11,2026-03-05,Video,FALSE
facebook,fluently,61572409659045,Fluently - AI English Tutor,834462509182127,2026-05-28,12,12,2026-04-29,Video,FALSE
facebook,fluently,61572409659045,Fluently - AI English Tutor,872598712508701,2026-05-28,13,13,2026-04-29,Video,FALSE
facebook,fluently,61572409659045,Fluently - AI English Tutor,1486129556426991,2026-05-28,14,14,2026-04-15,Video,FALSE
facebook,fluently,61572409659045,Fluently - AI English Tutor,1292435579738797,2026-05-28,15,15,2026-05-01,Video,FALSE
facebook,fluently,61572409659045,Fluently - AI English Tutor,946645067989939,2026-05-28,16,16,2026-05-07,Video,FALSE
facebook,fluently,61572409659045,Fluently - AI English Tutor,977432371543196,2026-05-28,17,17,2026-05-07,Image,FALSE
facebook,fluently,61572409659045,Fluently - AI English Tutor,987333757125660,2026-05-28,18,18,2026-04-30,Video,FALSE
facebook,fluently,61572409659045,Fluently - AI English Tutor,1328531299168220,2026-05-28,19,19,2026-05-20,Video,FALSE
facebook,fluently,61572409659045,Fluently - AI English Tutor,2687096741625217,2026-05-28,20,20,2026-02-25,Video,FALSE
facebook,fluently,61572409659045,Fluently - AI English Tutor,1492697022391467,2026-05-28,21,21,2026-04-29,Video,FALSE
facebook,fluently,61572409659045,Fluently - AI English Tutor,1363585002493940,2026-05-28,22,22,2026-05-21,Video,FALSE
facebook,fluently,61572409659045,Fluently - AI English Tutor,946896624496219,2026-05-28,23,23,2026-02-25,Video,FALSE
facebook,fluently,61572409659045,Fluently - AI English Tutor,1532487928294222,2026-05-28,24,24,2026-05-01,Video,FALSE
facebook,fluently,61572409659045,Fluently - AI English Tutor,1511027407290127,2026-05-28,25,25,2026-05-15,Video,FALSE
facebook,fluently,61572409659045,Fluently - AI English Tutor,2051670485763027,2026-05-28,26,26,2026-05-07,Video,FALSE
facebook,fluently,61572409659045,Fluently - AI English Tutor,840344659107771,2026-05-28,27,27,2026-04-29,Video,FALSE
facebook,fluently,61572409659045,Fluently - AI English Tutor,1453674708938235,2026-05-28,28,28,2026-03-26,Video,FALSE
