pipeline,competitor,page_id,page_name,ad_id,scrape_date,row_rank,page_rank,ad_start_date,media_type,low_impression
facebook,boldvoice,,BoldVoice,26925651373762919,2026-05-28,1,1,2026-05-14,Video,false
facebook,boldvoice,,BoldVoice,1477549913252506,2026-05-28,2,2,2026-05-14,Video,false
facebook,boldvoice,,BoldVoice,1292724245723832,2026-05-28,3,3,2026-05-14,Video,false
facebook,boldvoice,,BoldVoice,1501335731525040,2026-05-28,4,4,2026-05-14,Video,false
facebook,boldvoice,,BoldVoice,855544760303086,2026-05-28,5,5,2026-05-19,Video,false
facebook,boldvoice,,BoldVoice,956123550567832,2026-05-28,6,6,2026-05-14,Video,false
facebook,boldvoice,,BoldVoice,1502545061491568,2026-05-28,7,7,2026-05-17,Video,false
facebook,boldvoice,,BoldVoice,1309059627222656,2026-05-28,8,8,2026-05-19,Video,false
facebook,boldvoice,,BoldVoice,1319964226900186,2026-05-28,9,9,2026-05-16,Video,false
facebook,boldvoice,,BoldVoice,977301534886774,2026-05-28,10,10,2026-05-26,Video,false
facebook,boldvoice,,BoldVoice,790126734035423,2026-05-28,11,11,2026-05-16,Video,false
facebook,boldvoice,,BoldVoice,3255379834639421,2026-05-28,12,12,2026-05-14,Video,false
facebook,boldvoice,,BoldVoice,971476452303674,2026-05-28,13,13,2026-05-14,Video,false
facebook,boldvoice,,BoldVoice,1977102026236404,2026-05-28,14,14,2026-05-24,Video,false
facebook,boldvoice,,BoldVoice,1689040725779581,2026-05-28,15,15,2026-05-14,Video,false
facebook,boldvoice,,BoldVoice,1692606915270779,2026-05-28,16,16,2026-05-14,Video,false
facebook,boldvoice,,BoldVoice,789784874067599,2026-05-28,17,17,2026-05-14,Video,false
facebook,boldvoice,,BoldVoice,978511151566977,2026-05-28,18,18,2026-05-14,Video,false
facebook,boldvoice,,BoldVoice,2480761242367070,2026-05-28,19,19,2026-05-14,Video,false
facebook,boldvoice,,BoldVoice,1687679252254271,2026-05-28,20,20,2026-05-14,Image,false
facebook,boldvoice,,BoldVoice,1534356198311434,2026-05-28,21,21,2026-05-14,Video,false
facebook,boldvoice,,BoldVoice,1005732392124909,2026-05-28,22,22,2026-05-14,Video,false
facebook,boldvoice,,BoldVoice,1667192404409422,2026-05-28,23,23,2026-05-14,Video,false
facebook,boldvoice,,BoldVoice,1203989948390549,2026-05-28,24,24,2026-05-19,Video,false
facebook,boldvoice,,BoldVoice,2019169519026716,2026-05-28,25,25,2026-05-19,Video,false
facebook,boldvoice,,BoldVoice,1490181179245814,2026-05-28,26,26,2026-05-14,Video,false
facebook,boldvoice,,BoldVoice,976040688249738,2026-05-28,27,27,2026-05-14,Video,false
