row_rank,page_rank,competitor_name,facebook_page_id,facebook_page_name,facebook_page_followers,target_country,ad_library_id,ad_library_url,ad_start_date,ad_end_date,has_low_impression_warning,ad_has_multiple_versions,ad_version_count,version_index,version_id,version_start_date,version_end_date,version_primary_text,version_description,version_cta_label,version_destination_url,version_platforms_distribution,ad_primary_text,ad_description,ad_cta_label,ad_destination_url,ad_media_type,ad_distribution_platforms,creative_count_in_ad,creative_index_in_ad,creative_aspect_ratio,facebook_video_cdn_url_at_scrape,facebook_thumbnail_cdn_url_at_scrape,facebook_cdn_url_expiry_at_scrape,scrape_run_date,r2_public_url
1,1,EWA,165004157332215,EWA: Learn Languages,,IN,1519613872889980,https://www.facebook.com/ads/library/?id=1519613872889980,2026-06-06,,false,true,2,0,1519613872889980,2026-06-06,,لم يفت الأوان لتعلم الإنجليزية من أجل مستقبل أفضل 💯,ابدأ الآن,See details,https://quiz.appewa.com/sweetboarding/ar/termsos7090/offseason90/classic/012-start?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,"Facebook,Instagram,Audience Network,Messenger,Threads",لم يفت الأوان لتعلم الإنجليزية من أجل مستقبل أفضل 💯,ابدأ الآن,See details,https://quiz.appewa.com/sweetboarding/ar/termsos7090/offseason90/classic/012-start?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,Image,"Facebook,Instagram,Audience Network,Messenger,Threads",1,0,4:5,,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/716842850_3036093783248018_7579581659884925953_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=upP1lEuu5JIQ7kNvwGTHe8D&_nc_oc=Adpif77VEGK5JQmLyCO-kCCQdR7U9P8wf1DzZ2NkGJzJoHTRRzpKPbhO-Fx7ToZm0mI&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=Z9zw0IdE3G1D3kb4UcJDbg&_nc_ss=7f289&oh=00_Af9LeBdAkRDndZ-8kTvfU77tmRxYGBpArhVz3J5xHT4Vug&oe=6A36D02B,2026-06-20T17:38:51.000Z,2026-06-16,
2,1,EWA,165004157332215,EWA: Learn Languages,,IN,1519613872889980,https://www.facebook.com/ads/library/?id=1519613872889980,2026-06-06,,false,true,2,1,1504073697851305,2026-06-05,,لم يفت الأوان لتعلم الإنجليزية من أجل مستقبل أفضل 💯,ابدأ الآن,See details,https://quiz.appewa.com/sweetboarding/ar/termsos7090/offseason90/classic/012-start?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,"Facebook,Instagram,Audience Network,Messenger,Threads",لم يفت الأوان لتعلم الإنجليزية من أجل مستقبل أفضل 💯,ابدأ الآن,See details,https://quiz.appewa.com/sweetboarding/ar/termsos7090/offseason90/classic/012-start?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,Image,"Facebook,Instagram,Audience Network,Messenger,Threads",1,0,4:5,,https://scontent.fblr22-2.fna.fbcdn.net/v/t39.35426-6/712465411_1508068017445745_7374100603802599494_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=RO_P5ivrnrAQ7kNvwHSY4tW&_nc_oc=AdqVvYfhys0EbtIUJmsIKhnyqjoylD19yK8AL4OYxWnJUeMfonO0WXOWg_oP_SCDxNo&_nc_zt=14&_nc_ht=scontent.fblr22-2.fna&_nc_gid=BedJ7nVUb6no6bmolHvKbA&_nc_ss=7f289&oh=00_Af8K5_uDxao2ea0RMZPm_VSROMG4A-5RtMhc0T_Nh9zTmQ&oe=6A36DB2D,2026-06-20T18:25:49.000Z,2026-06-16,
3,2,EWA,165004157332215,EWA: Learn Languages,,IN,35692433970401655,https://www.facebook.com/ads/library/?id=35692433970401655,2026-05-13,,false,false,1,0,,2026-05-13,,🏆📚 Perché usare 5 app diverse quando EWA fa TUTTO? ✅ Corsi con film & serie TV ✅ Oltre 10.000 libri e audiolibri bilingui ✅ Oltre 40.000 flashcard ✅ Dialoghi certificati Oxford ✅ Giochi linguistici e classifiche. Un'unica app. Risultati veri. Disponibile in 35 lingue! 💥,Comincia ora,Learn more,https://quiz.appewa.com/sweetboarding/en-it/termsos903m/os903m/classic/012-start?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,"Facebook,Instagram,Audience Network,Messenger,Threads",🏆📚 Perché usare 5 app diverse quando EWA fa TUTTO? ✅ Corsi con film & serie TV ✅ Oltre 10.000 libri e audiolibri bilingui ✅ Oltre 40.000 flashcard ✅ Dialoghi certificati Oxford ✅ Giochi linguistici e classifiche. Un'unica app. Risultati veri. Disponibile in 35 lingue! 💥,Comincia ora,Learn more,https://quiz.appewa.com/sweetboarding/en-it/termsos903m/os903m/classic/012-start?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,Video,"Facebook,Instagram,Audience Network,Messenger,Threads",1,0,4:5,https://video.fblr22-1.fna.fbcdn.net/o1/v/t2/f2/m366/AQNvLy69q2jMnVoI5bA7muaPUMfyVzy6OBkRy5oMKuwwpm3VEktX5KiIvdKvOcufCQD1VZOPlo0VtYM1oHbyITwNc0clPRb1wI3N7ewGHiEE6g.mp4?_nc_cat=109&_nc_oc=Adqe4owDqGDvxlCheZtsQzRw56SRIwqHoNeZaHZTMDz5Nmx38tPtrFtVmb17H476uJM&_nc_sid=b66105&_nc_ht=video.fblr22-1.fna.fbcdn.net&_nc_ohc=RW9otkleoNsQ7kNvwF6-8tb&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuNzIwLmRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHAiLCJ4cHZfYXNzZXRfaWQiOjE2NTExNjQ3MTI4MDY4MTQsImFzc2V0X2FnZV9kYXlzIjo0MiwidmlfdXNlY2FzZV9pZCI6MTAxMzksImR1cmF0aW9uX3MiOjI0LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=e94e2093bc1e6bd4&_nc_vs=HBksFQIYRWZiX2VwaGVtZXJhbC81RjQ5ODgzODUxMTQ3RTMzMzQ0QzM1MkI4RTQwMzZCRF9tdF8xX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBEgAVAhhAZmJfcGVybWFuZW50L0QxNDYxMEJFMTI0NzM4Mjc5QTJEQUJCMTYyQTgxRjk1X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACa8puHit-7uBRUCKAJDMywXQDgAAAAAAAAYGWRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHARAHUAZbaeAQA&_nc_gid=Z9zw0IdE3G1D3kb4UcJDbg&_nc_ss=7f289&_nc_zt=28&oh=00_Af92GSqd_QJr74LV7Crrl4UEEHe8Z99SqEG_F1LpDox-wQ&oe=6A36BC83,https://scontent.fblr22-2.fna.fbcdn.net/v/t39.35426-6/701220614_831871806640353_913594628811347124_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=7_R1WuKs0FcQ7kNvwEGNhNb&_nc_oc=AdpgJ-cg2BlMcw1gDdd8yruEIXY_NKI944mQGlI3m9doq5d2jZW7lNMAN8WzFftIZb4&_nc_zt=14&_nc_ht=scontent.fblr22-2.fna&_nc_gid=Z9zw0IdE3G1D3kb4UcJDbg&_nc_ss=7f289&oh=00_Af8eX9QRJONZD2hVHXjannIyRGnDRuNzKOl-LGOnjQsRRA&oe=6A36F0BB,2026-06-20T16:14:59.000Z,2026-06-16,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/35692433970401655.mp4
4,3,EWA,165004157332215,EWA: Learn Languages,,IN,2058252614759016,https://www.facebook.com/ads/library/?id=2058252614759016,2026-05-26,,false,false,1,0,,2026-05-26,,No es demasiado tarde para aprender inglés para un mejor futuro❤️,Comienza ahora,Learn more,https://quiz.appewa.com/sweetboarding/es/termssp90/sp90f3mv2/spring/011-start?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,"Facebook,Instagram,Audience Network,Messenger,Threads",No es demasiado tarde para aprender inglés para un mejor futuro❤️,Comienza ahora,Learn more,https://quiz.appewa.com/sweetboarding/es/termssp90/sp90f3mv2/spring/011-start?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,Video,"Facebook,Instagram,Audience Network,Messenger,Threads",1,0,4:5,https://video.fblr22-2.fna.fbcdn.net/o1/v/t2/f2/m366/AQM3yXUGr35gTIAoOihxbytpa0sZOJOTl2KMMI9_uAfnOJV6nlyOBQ7Ue-hQmcUzyYR87S7Kd9Pjw3cfdMCzVnhgKP9GnqXy7JoNNYnLLsZbMg.mp4?_nc_cat=105&_nc_oc=Adq_WCBJVQGkwPO5H5V7g5sI2_SEHhGCU6FTuFzEQFrpD3AngOH9Afi1p0R7z037hxc&_nc_sid=b66105&_nc_ht=video.fblr22-2.fna.fbcdn.net&_nc_ohc=o6VcDflOfEgQ7kNvwEELgWo&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuNzIwLmRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHAiLCJ4cHZfYXNzZXRfaWQiOjEzMDA2OTg2MTU1MTY5NjQsImFzc2V0X2FnZV9kYXlzIjoyMywidmlfdXNlY2FzZV9pZCI6MTA3OTksImR1cmF0aW9uX3MiOjM1LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=b9e3cb8241d74ea5&_nc_vs=HBksFQIYRWZiX2VwaGVtZXJhbC8xRDQ0MEYwQjM0OTU1M0Y2RDdDMDc4MTIxNEE4QUY4Rl9tdF8xX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBEgAVAhhAZmJfcGVybWFuZW50LzgxNDA0OEI4QTA2ODM3Nzc3RUMzNkNCNjA1RkIwNzgyX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACbIvIDvz77PBBUCKAJDMywXQEGMzMzMzM0YGWRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHARAHUAZd6oAQA&_nc_gid=Z9zw0IdE3G1D3kb4UcJDbg&_nc_ss=7f289&_nc_zt=28&oh=00_Af_vyBJCQADR3lAK-7vkSZK9NIOWEmbcOPSvqaQqXkR4Lw&oe=6A36E6D7,https://scontent.fblr22-2.fna.fbcdn.net/v/t39.35426-6/708168581_2024051634864851_5501925748850081267_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=-0AdRO1U3XQQ7kNvwGJSLVr&_nc_oc=AdrKogVMfPF85eZcQtnV74DrPs86o7FcLGYV-GMTMGCufDjmaYsQ1oFpjADv4GK8yuk&_nc_zt=14&_nc_ht=scontent.fblr22-2.fna&_nc_gid=Z9zw0IdE3G1D3kb4UcJDbg&_nc_ss=7f289&oh=00_Af9am7TFNtNVoP4eQtzWwUU5f2Me5R7BaJMYZIE0QxyCfg&oe=6A36C753,2026-06-20T19:15:35.000Z,2026-06-16,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/2058252614759016.mp4
5,4,EWA,165004157332215,EWA: Learn Languages,,IN,1645953743338925,https://www.facebook.com/ads/library/?id=1645953743338925,2026-05-11,,false,false,1,0,,2026-05-11,,💥 90% İNDİRİM — SADECE BUGÜN! EWA her şeyi yaparken neden 5 farklı uygulama için tam fiyat ödeyelim? ✅ Film ve dizi kursları ✅ 10.000'den fazla iki dilli kitap ve sesli kitap ✅ 40.000'den fazla flash kart ✅ Oxford onaylı diyaloglar ✅ Dil oyunları ve sıralamalar. Tek uygulama. Gerçek sonuçlar. Teklif yakında sona eriyor — kaçırma! ⏳❤️,Şimdi 90% indirim kazan 👉🏻👉🏻👉🏻,Learn more,https://quiz.appewa.com/sweetboarding/en-tr/termssp90/sp90f3mv2/spring/011-start?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,"Facebook,Instagram,Audience Network,Messenger,Threads",💥 90% İNDİRİM — SADECE BUGÜN! EWA her şeyi yaparken neden 5 farklı uygulama için tam fiyat ödeyelim? ✅ Film ve dizi kursları ✅ 10.000'den fazla iki dilli kitap ve sesli kitap ✅ 40.000'den fazla flash kart ✅ Oxford onaylı diyaloglar ✅ Dil oyunları ve sıralamalar. Tek uygulama. Gerçek sonuçlar. Teklif yakında sona eriyor — kaçırma! ⏳❤️,Şimdi 90% indirim kazan 👉🏻👉🏻👉🏻,Learn more,https://quiz.appewa.com/sweetboarding/en-tr/termssp90/sp90f3mv2/spring/011-start?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,Image,"Facebook,Instagram,Audience Network,Messenger,Threads",1,0,4:5,,https://scontent.fblr22-2.fna.fbcdn.net/v/t39.35426-6/696250102_3386134121562194_7843168859318967766_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=ZdQjc32ePtUQ7kNvwFrHbjA&_nc_oc=AdryuLxxsW4eHwdeIJ1rc_RrZ4g_4MDGHDlOkEZ2alrx8TuKw9TC8d5wsl2bwtzXTVk&_nc_zt=14&_nc_ht=scontent.fblr22-2.fna&_nc_gid=Z9zw0IdE3G1D3kb4UcJDbg&_nc_ss=7f289&oh=00_Af90p3yiCZH8Rb68_66T5A1hgTJKGs6TKdTu4XN_n_dDpA&oe=6A36C0CB,2026-06-20T16:33:15.000Z,2026-06-16,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1645953743338925.jpg
6,5,EWA,165004157332215,EWA: Learn Languages,,IN,994760606773075,https://www.facebook.com/ads/library/?id=994760606773075,2026-05-27,,false,true,10,0,994760606773075,2026-05-27,,💥💥Improve your English in just 4 weeks‼️Don't miss the opportunity to learn up to 90% more efficiently🔝🎁,Start Now 👉🏼👉🏼👉🏼,Learn more,https://quiz.appewa.com/sweetboarding/en-en/termsos7090/offseason90/classic/012-start?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,"Facebook,Instagram,Audience Network,Messenger,Threads",💥💥Improve your English in just 4 weeks‼️Don't miss the opportunity to learn up to 90% more efficiently🔝🎁,Start Now 👉🏼👉🏼👉🏼,Learn more,https://quiz.appewa.com/sweetboarding/en-en/termsos7090/offseason90/classic/012-start?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,Image,"Facebook,Instagram,Audience Network,Messenger,Threads",1,0,1024x1536,,https://scontent.fblr22-2.fna.fbcdn.net/v/t39.35426-6/708987431_1270758051914371_2052249782402512438_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=XVU4Wqeo9ukQ7kNvwGbLsUJ&_nc_oc=AdooCyiWBd5uUA78lIOgHSKmMyp7oYwzgLgetTQANjWbI4LogOjxo8piTta33hZwZ1c&_nc_zt=14&_nc_ht=scontent.fblr22-2.fna&_nc_gid=Z9zw0IdE3G1D3kb4UcJDbg&_nc_ss=7f289&oh=00_Af_esrPsZ5tEvev1O0ZoQ4RbwPfPNjqlw-9ifAgGl3kexg&oe=6A36E442,2026-06-20T19:04:34.000Z,2026-06-16,
7,5,EWA,165004157332215,EWA: Learn Languages,,IN,994760606773075,https://www.facebook.com/ads/library/?id=994760606773075,2026-05-27,,false,true,10,1,4275663419339672,2026-05-27,,💥💥Improve your English in just 4 weeks‼️Don't miss the opportunity to learn up to 90% more efficiently🔝🎁,Start Now 👉🏼👉🏼👉🏼,Learn more,https://quiz.appewa.com/sweetboarding/en-en/termsos7090/offseason90/classic/012-start?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,"Facebook,Instagram,Audience Network,Messenger,Threads",💥💥Improve your English in just 4 weeks‼️Don't miss the opportunity to learn up to 90% more efficiently🔝🎁,Start Now 👉🏼👉🏼👉🏼,Learn more,https://quiz.appewa.com/sweetboarding/en-en/termsos7090/offseason90/classic/012-start?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,Image,"Facebook,Instagram,Audience Network,Messenger,Threads",1,0,1024x1536,,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/709326228_974982535376195_7451416798344222879_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=6rt-0WYQcesQ7kNvwFxnRrR&_nc_oc=AdqdFoYegPKSOqcjmkB6hU6dIxiCekkjhNZ46hQQc1wU-UDbmXp-4jUesM2Hjk6MJbY&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=dLhIOQi6SS_GIbHGyrKX4g&_nc_ss=7f289&oh=00_Af-hHdLt8g4ZQ47MATe-75Rq1EkKszgK2kNP1QHxm17Pyw&oe=6A36CDAD,2026-06-20T17:28:13.000Z,2026-06-16,
8,5,EWA,165004157332215,EWA: Learn Languages,,IN,994760606773075,https://www.facebook.com/ads/library/?id=994760606773075,2026-05-27,,false,true,10,2,1337031188376431,2026-06-09,2026-06-14,💥💥Improve your English in just 4 weeks‼️Don't miss the opportunity to learn up to 90% more efficiently🔝🎁,Start Now 👉🏼👉🏼👉🏼,Learn more,https://quiz.appewa.com/sweetboarding/en-en/termssp90/sp90f3mv2/spring/011-start?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,"Facebook,Instagram,Audience Network,Messenger,Threads",💥💥Improve your English in just 4 weeks‼️Don't miss the opportunity to learn up to 90% more efficiently🔝🎁,Start Now 👉🏼👉🏼👉🏼,Learn more,https://quiz.appewa.com/sweetboarding/en-en/termsos7090/offseason90/classic/012-start?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,Image,"Facebook,Instagram,Audience Network,Messenger,Threads",1,0,1024x1536,,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/708606390_927012333689548_2637931036780447768_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=K-z6CBO_5aYQ7kNvwGOXslJ&_nc_oc=AdoD3mSWkQvw-PkMUWTtMjTKHn38oVGMGm1lP8a3KnBjMs7j8iPWV62yO4_0wuJvp-Q&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=FmqcldOury9SskX2lYDRdA&_nc_ss=7f289&oh=00_Af_EkbxylynPM7B1TpW-nGtjQua4s-SIYnAnhJ74DtycDA&oe=6A36C589,2026-06-20T16:53:29.000Z,2026-06-16,
9,5,EWA,165004157332215,EWA: Learn Languages,,IN,994760606773075,https://www.facebook.com/ads/library/?id=994760606773075,2026-05-27,,false,true,10,3,1698483094904454,2026-05-27,,💥💥Improve your English in just 4 weeks‼️Don't miss the opportunity to learn up to 90% more efficiently🔝🎁,Start Now 👉🏼👉🏼👉🏼,Learn more,https://quiz.appewa.com/sweetboarding/en-en/termssp90/sp90f3mv2/spring/011-start?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,"Facebook,Instagram,Audience Network,Messenger,Threads",💥💥Improve your English in just 4 weeks‼️Don't miss the opportunity to learn up to 90% more efficiently🔝🎁,Start Now 👉🏼👉🏼👉🏼,Learn more,https://quiz.appewa.com/sweetboarding/en-en/termsos7090/offseason90/classic/012-start?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,Image,"Facebook,Instagram,Audience Network,Messenger,Threads",1,0,1024x1536,,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/708606390_927012333689548_2637931036780447768_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=K-z6CBO_5aYQ7kNvwGOXslJ&_nc_oc=AdoD3mSWkQvw-PkMUWTtMjTKHn38oVGMGm1lP8a3KnBjMs7j8iPWV62yO4_0wuJvp-Q&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=nDp_np058lwlHSf1wogyCQ&_nc_ss=7f289&oh=00_Af_KA-_t_Gcou9vKFdHJr4boV6yICr5Qviq0a9Yrj_Z2vA&oe=6A36C589,2026-06-20T16:53:29.000Z,2026-06-16,
10,5,EWA,165004157332215,EWA: Learn Languages,,IN,994760606773075,https://www.facebook.com/ads/library/?id=994760606773075,2026-05-27,,false,true,10,4,1032117302806187,2026-05-27,,💥💥Improve your English in just 4 weeks‼️Don't miss the opportunity to learn up to 90% more efficiently🔝🎁,Start Now 👉🏼👉🏼👉🏼,Learn more,https://quiz.appewa.com/sweetboarding/en-en/termssp90/sp90f3mv2/spring/011-start?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,"Facebook,Instagram,Audience Network,Messenger,Threads",💥💥Improve your English in just 4 weeks‼️Don't miss the opportunity to learn up to 90% more efficiently🔝🎁,Start Now 👉🏼👉🏼👉🏼,Learn more,https://quiz.appewa.com/sweetboarding/en-en/termsos7090/offseason90/classic/012-start?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,Image,"Facebook,Instagram,Audience Network,Messenger,Threads",1,0,1024x1536,,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/708606390_927012333689548_2637931036780447768_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=K-z6CBO_5aYQ7kNvwGOXslJ&_nc_oc=AdoD3mSWkQvw-PkMUWTtMjTKHn38oVGMGm1lP8a3KnBjMs7j8iPWV62yO4_0wuJvp-Q&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=ZPS0Iw3GyzSTfEAdRawCoQ&_nc_ss=7f289&oh=00_Af_M5zdwg4WxI7dm4TCBADn4l-8Uv8I1vuS5DtOvS5N9HQ&oe=6A36C589,2026-06-20T16:53:29.000Z,2026-06-16,
