row_rank,page_rank,competitor_name,facebook_page_id,facebook_page_name,facebook_page_followers,target_country,ad_library_id,ad_library_url,ad_start_date,ad_end_date,has_low_impression_warning,ad_has_multiple_versions,ad_version_count,version_index,version_id,version_start_date,version_end_date,version_primary_text,version_description,version_cta_label,version_destination_url,version_platforms_distribution,ad_primary_text,ad_description,ad_cta_label,ad_destination_url,ad_media_type,ad_distribution_platforms,creative_count_in_ad,creative_index_in_ad,creative_aspect_ratio,facebook_video_cdn_url_at_scrape,facebook_thumbnail_cdn_url_at_scrape,facebook_cdn_url_expiry_at_scrape,scrape_run_date,r2_public_url
1,1,Loora,105478174979714,Loora,,IN,2824622157869852,https://www.facebook.com/ads/library/?id=2824622157869852,2026-05-17,,false,false,1,0,,2026-05-17,,Don't be shy to speak English! Become a fluent speaker with your AI Tutor 😎,Best AI English tutor,Install now,https://app.appsflyer.com/id1552708303?pid=metaweb_int&c={{campaign.name}}&af_siteid={{site_source_name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&af_click_lookback=7d,"Facebook,Instagram,Audience Network,Messenger,Threads",Don't be shy to speak English! Become a fluent speaker with your AI Tutor 😎,Best AI English tutor,Install now,https://app.appsflyer.com/id1552708303?pid=metaweb_int&c={{campaign.name}}&af_siteid={{site_source_name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&af_click_lookback=7d,Video,"Facebook,Instagram,Audience Network,Messenger,Threads",1,0,9:16,https://video.fblr20-3.fna.fbcdn.net/o1/v/t2/f2/m366/AQOICCPnLo4A_NVRS5X308pMQelF-63-ZVzOh_HCGYi-t7VaKalKmgcvh9nzHCc_snmyTgVapBu5msRrQkR6ainmT2jQH21pjf0_kWDIuXpWSw.mp4?_nc_cat=100&_nc_oc=AdobYfZsoEpbwDzT1tz2TdfL7P_xuHrKIyzeWf70YfJIxUCq0tWrjvon0rPDYF4pBWksNS7ur2kNWLLHcMee-eoD&_nc_sid=b66105&_nc_ht=video.fblr20-3.fna.fbcdn.net&_nc_ohc=TLCyreP332sQ7kNvwFtLSwV&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuNzIwLmRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHAiLCJ4cHZfYXNzZXRfaWQiOjk1NDQ2NTIyNDE2NjYyMCwiYXNzZXRfYWdlX2RheXMiOjI2LCJ2aV91c2VjYXNlX2lkIjoxMDEzOSwiZHVyYXRpb25fcyI6NjgsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=842aa3a96e9e78ad&_nc_vs=HBksFQIYRWZiX2VwaGVtZXJhbC9CNjQzNjI5NDdFQzYzM0ZDQzUxODFGNDBEMjEzRTZBQ19tdF8xX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBEgAVAhhAZmJfcGVybWFuZW50LzFCNDYzQTk3QzU4N0QwMzc5RDQ4MUYyRkVFNDE4RUIwX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACa4s5iKmIWyAxUCKAJDMywXQFEqn752yLQYGWRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHARAHUAZbaeAQA&_nc_gid=uGkst2CYFSeO9vu2Jgigvw&_nc_ss=7f289&_nc_zt=28&oh=00_Af-DW4WFNgbvPNwdEtyEvY6_FwIMPae0UlRF2TUIGp0noQ&oe=6A327760,https://scontent.fblr20-2.fna.fbcdn.net/v/t39.35426-6/702077527_1259164456297825_6529799942447874407_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=seLBZyYEwGsQ7kNvwEjlRJz&_nc_oc=AdoN-ezQtsuxc_uXhVLLHn-uzibPDxhrCTWlSDvwXjuehMGteY_Dv0mXt63eJ94ycOS4K-Qj_RCKOirTOmp58kLM&_nc_zt=14&_nc_ht=scontent.fblr20-2.fna&_nc_gid=uGkst2CYFSeO9vu2Jgigvw&_nc_ss=7f289&oh=00_Af_DnuJT7W0iXXy0x_nhKiHKDw_XbFTZI-NEriZWpFOj_g&oe=6A325F0B,2026-06-17T10:30:56.000Z,2026-06-13,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/2824622157869852.mp4
2,2,Loora,105478174979714,Loora,,IN,1923073918386349,https://www.facebook.com/ads/library/?id=1923073918386349,2026-02-18,,false,false,1,0,,2026-02-18,,"Want to speak English fluently?
Meet Loora 👋 your own virtual English tutor.

✔️ Express yourself freely.
✔️ Talk about your interests - from pop culture to quantum mechanics... 
✔️ Perfect your accent.
✔️ Learn new words every day.
✔️ Build your confidence.

Take your English to the next level, get Loora TODAY >>",Best AI English tutor,Download,https://app.appsflyer.com/id1552708303?pid=metaweb_int&c= {{campaign.name}}&af_siteid={{site_source_name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&af_click_lookback=7d,"Facebook,Instagram,Audience Network,Messenger,Threads","Want to speak English fluently?
Meet Loora 👋 your own virtual English tutor.

✔️ Express yourself freely.
✔️ Talk about your interests - from pop culture to quantum mechanics... 
✔️ Perfect your accent.
✔️ Learn new words every day.
✔️ Build your confidence.

Take your English to the next level, get Loora TODAY >>",Best AI English tutor,Download,https://app.appsflyer.com/id1552708303?pid=metaweb_int&c= {{campaign.name}}&af_siteid={{site_source_name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&af_click_lookback=7d,Video,"Facebook,Instagram,Audience Network,Messenger,Threads",1,0,9:16,https://video.fblr20-2.fna.fbcdn.net/o1/v/t2/f2/m366/AQO-FRA-v5NVM7hDV90L-nZcAJU0R-eNo5Ra_hR6hAYMmHV9ufphOHdolsE3h8TE3GTZ5nWQ1OUnwToHeZ4tQ5w2w_yHHAeGEAiJNPLYEERjbQ.mp4?_nc_cat=102&_nc_oc=AdpeFW2OChi6l4MAlg-Ut9ZfDnT3A4Rhk-H2CNjNm4AoqXn12jhrGWxouotg6SHf1-zSizIlQRQvInnaGFtiVvNR&_nc_sid=b66105&_nc_ht=video.fblr20-2.fna.fbcdn.net&_nc_ohc=xtwLMDPgErgQ7kNvwFz-f8E&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuNzIwLmRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHAiLCJ4cHZfYXNzZXRfaWQiOjE4MTg2MzE3MjU1MTA2MDcsImFzc2V0X2FnZV9kYXlzIjoxMzgsInZpX3VzZWNhc2VfaWQiOjEwNzk5LCJkdXJhdGlvbl9zIjozNywidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=37cb594477cc5633&_nc_vs=HBksFQIYRWZiX2VwaGVtZXJhbC9DRTRCRTIwM0MwMkVBNkVGMEI1Qjc0RDcyRTJEQUVCOV9tdF8xX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBEgAVAhhAZmJfcGVybWFuZW50LzE2NDI4QkY4QUREQ0YxNEI0MUIwMTZEMDc0Q0EwQjg1X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACaev8-fpoK7BhUCKAJDMywXQELOdsi0OVgYGWRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHARAHUAZd6oAQA&_nc_gid=uGkst2CYFSeO9vu2Jgigvw&_nc_ss=7f289&_nc_zt=28&oh=00_Af-3ezD24LvAv2jNfpKkcd2DeqsBwc2X_u3g-CnX21mrzA&oe=6A32685A,https://scontent.fblr20-1.fna.fbcdn.net/v/t39.35426-6/638396650_1601165131185582_4427599875633472058_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=ujr_-UtNPFsQ7kNvwEDlZUb&_nc_oc=AdoRNXRKFYIE5PGfPK6JqmuN4XXqSMuffg9TjZvBw69hzLXad2UgNAbExbAYltGEoejcWQ7Vmv2M6uRH40k9Zs0w&_nc_zt=14&_nc_ht=scontent.fblr20-1.fna&_nc_gid=uGkst2CYFSeO9vu2Jgigvw&_nc_ss=7f289&oh=00_Af9Mdiv2C4yymDwgv6gIp5b24k4BuOU306oVCGD6zsDytw&oe=6A329077,2026-06-17T09:26:50.000Z,2026-06-13,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1923073918386349.mp4
3,3,Loora,105478174979714,Loora,,IN,1581060787352516,https://www.facebook.com/ads/library/?id=1581060787352516,2026-05-20,,false,true,2,0,1581060787352516,2026-05-20,,Speak English fluently with your virtual AI English tutor 😎,Best AI English tutor,Install now,http://play.google.com/store/apps/details?id=com.loora.app,"Facebook,Instagram,Audience Network,Messenger,Threads",Speak English fluently with your virtual AI English tutor 😎,Best AI English tutor,Install now,http://play.google.com/store/apps/details?id=com.loora.app,Video,"Facebook,Instagram,Audience Network,Messenger,Threads",1,0,9:16,https://video.fblr20-2.fna.fbcdn.net/o1/v/t2/f2/m366/AQNXCy3WPFuYBIy29o8lHbtgNY-eTmzq0QwBL6SxTx7nROZbAQzCIsl7CiwNcAQkenmhSFu0SiQflvW44NFyr0BcuoWppxCoAvpvegl2awTUow.mp4?_nc_cat=111&_nc_oc=AdpBZyyIc4iKQPX5X96fNCoNwMdGl-5kywmQpjdgSG5qzD3T3Pglx1YaQaIfd7WXOXdjitMvE1fEj2JYimRDtglK&_nc_sid=b66105&_nc_ht=video.fblr20-2.fna.fbcdn.net&_nc_ohc=-xLuolMBhE0Q7kNvwF90s3n&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuNzIwLmRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHAiLCJ4cHZfYXNzZXRfaWQiOjIwMjg2NjY2NjQ3MjMxOTQsImFzc2V0X2FnZV9kYXlzIjo2NywidmlfdXNlY2FzZV9pZCI6MTAxMzksImR1cmF0aW9uX3MiOjQwLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=a88f05964eeb6cf4&_nc_vs=HBksFQIYRWZiX2VwaGVtZXJhbC9GODRDMDQyODM1MjU5QTNDODZGN0U5QTY2MzNFNzE5Q19tdF8xX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBEgAVAhhAZmJfcGVybWFuZW50L0E3NDJEMjFGQkVDNUI1MjgyQTc2NUE0OUNFMEEyQkEyX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACb0i9m--MOaBxUCKAJDMywXQEQF41P3ztkYGWRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHARAHUAZbaeAQA&_nc_gid=uGkst2CYFSeO9vu2Jgigvw&_nc_ss=7f289&_nc_zt=28&oh=00_Af_1WvBCduGd9nChLZKr1xuA-soWl3TDSs0ncU31nI9Hkg&oe=6A328215,https://scontent.fblr20-1.fna.fbcdn.net/v/t39.35426-6/703111654_2412863459217644_4288997983267188542_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=NxL_tozB6ykQ7kNvwF6DZwr&_nc_oc=AdoQT9bJbn-zC5OOnC1XUYCJ_YY6r6Al7O2hBFdUNzNXHqYwSHyIiCtYAd9pjIoQUveOEdeUjOL7RSWV2dH3oFXV&_nc_zt=14&_nc_ht=scontent.fblr20-1.fna&_nc_gid=uGkst2CYFSeO9vu2Jgigvw&_nc_ss=7f289&oh=00_Af8OrDvqjrblx-XGcYYIoF18_5hnkEMO33N1wWdFglLQPQ&oe=6A326AAA,2026-06-17T11:16:37.000Z,2026-06-13,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1581060787352516.mp4
4,3,Loora,105478174979714,Loora,,IN,1581060787352516,https://www.facebook.com/ads/library/?id=1581060787352516,2026-05-20,,false,true,2,1,2008496716455001,2026-06-06,,Speak English fluently with your virtual AI English tutor 😎,Best AI English tutor,Install now,http://play.google.com/store/apps/details?id=com.loora.app,"Facebook,Instagram,Audience Network,Messenger,Threads",Speak English fluently with your virtual AI English tutor 😎,Best AI English tutor,Install now,http://play.google.com/store/apps/details?id=com.loora.app,Video,"Facebook,Instagram,Audience Network,Messenger,Threads",1,0,9:16,https://video.fblr20-2.fna.fbcdn.net/o1/v/t2/f2/m366/AQNXCy3WPFuYBIy29o8lHbtgNY-eTmzq0QwBL6SxTx7nROZbAQzCIsl7CiwNcAQkenmhSFu0SiQflvW44NFyr0BcuoWppxCoAvpvegl2awTUow.mp4?_nc_cat=111&_nc_oc=AdpBZyyIc4iKQPX5X96fNCoNwMdGl-5kywmQpjdgSG5qzD3T3Pglx1YaQaIfd7WXOXdjitMvE1fEj2JYimRDtglK&_nc_sid=b66105&_nc_ht=video.fblr20-2.fna.fbcdn.net&_nc_ohc=-xLuolMBhE0Q7kNvwF90s3n&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuNzIwLmRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHAiLCJ4cHZfYXNzZXRfaWQiOjIwMjg2NjY2NjQ3MjMxOTQsImFzc2V0X2FnZV9kYXlzIjo2NywidmlfdXNlY2FzZV9pZCI6MTAxMzksImR1cmF0aW9uX3MiOjQwLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=a88f05964eeb6cf4&_nc_vs=HBksFQIYRWZiX2VwaGVtZXJhbC9GODRDMDQyODM1MjU5QTNDODZGN0U5QTY2MzNFNzE5Q19tdF8xX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBEgAVAhhAZmJfcGVybWFuZW50L0E3NDJEMjFGQkVDNUI1MjgyQTc2NUE0OUNFMEEyQkEyX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACb0i9m--MOaBxUCKAJDMywXQEQF41P3ztkYGWRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHARAHUAZbaeAQA&_nc_gid=yeAC2Aw-mZIuwT5NHUhIUg&_nc_ss=7f289&_nc_zt=28&oh=00_Af8ZGhJk090gXvbeVUpIDK2lL7Xc3-buKMae9TkoNAxuiQ&oe=6A328215,https://scontent.fblr20-3.fna.fbcdn.net/v/t39.35426-6/717248451_2080584526200645_6346707644117588025_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=n8YYk_zUzGoQ7kNvwFEA79j&_nc_oc=Ado0cmSN6H1yo0Tk_ZGJ7DlePNYdLlPGSWkCCOvchivuojxhf3dvd3i9mRulP7FE08NAHIsS3lLaEgshPeCe1dQH&_nc_zt=14&_nc_ht=scontent.fblr20-3.fna&_nc_gid=yeAC2Aw-mZIuwT5NHUhIUg&_nc_ss=7f289&oh=00_Af-L_eP2Ipc6x5XbgSTWhY9DRWbN-ktroDyzNuUsMc2jAQ&oe=6A326DC8,2026-06-17T11:16:37.000Z,2026-06-13,
5,4,Loora,105478174979714,Loora,,IN,1758731028824393,https://www.facebook.com/ads/library/?id=1758731028824393,2026-05-27,,false,true,2,0,1758731028824393,2026-05-27,,Don't be shy to speak English! Become a fluent speaker with your AI Tutor 😎,Best AI English tutor,Download,https://app.appsflyer.com/id1552708303?pid=metaweb_int&c= {{campaign.name}}&af_siteid={{site_source_name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&af_click_lookback=7d,"Facebook,Instagram,Audience Network,Messenger,Threads",Don't be shy to speak English! Become a fluent speaker with your AI Tutor 😎,Best AI English tutor,Download,https://app.appsflyer.com/id1552708303?pid=metaweb_int&c= {{campaign.name}}&af_siteid={{site_source_name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&af_click_lookback=7d,Video,"Facebook,Instagram,Audience Network,Messenger,Threads",1,0,9:16,https://video.fblr20-2.fna.fbcdn.net/o1/v/t2/f2/m366/AQO-OVCd5vUkCivC5t7CnvIFwCIW0lvzfTQjIlI0Di3IlxJ0zqvZLOFJdtPytz1Xy_uBI5R5eV2_iak8xGor0YDMcOXTpLp3BUaznLTbSx8T7A.mp4?_nc_cat=111&_nc_oc=Adp35qc7iuHww_TZBd1ulvAjfqaKORlXXonvN6Iinn98fStY0PdPbZNOVEfI-s9YjjqmGnXeYI-rcruY_LF9zs7Z&_nc_sid=b66105&_nc_ht=video.fblr20-2.fna.fbcdn.net&_nc_ohc=Vhd9tGwwCisQ7kNvwFB6pMP&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuNzIwLmRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHAiLCJ4cHZfYXNzZXRfaWQiOjEzMTAyMjI5MTQ1Njg2MDUsImFzc2V0X2FnZV9kYXlzIjoxNiwidmlfdXNlY2FzZV9pZCI6MTAxMzksImR1cmF0aW9uX3MiOjczLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=486c1fa85e7008b6&_nc_vs=HBksFQIYRWZiX2VwaGVtZXJhbC85RTQwQTJFM0I1ODYzMDMzRkJCRkY3MzEyNzBBQUZBRl9tdF8xX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBEgAVAhhAZmJfcGVybWFuZW50L0VDNDdGMzk1NkUyOTFCRDY3MDE1NkQ1REYzQjBBMDk5X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACa6hrK2genTBBUCKAJDMywXQFJgAAAAAAAYGWRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHARAHUAZbaeAQA&_nc_gid=uGkst2CYFSeO9vu2Jgigvw&_nc_ss=7f289&_nc_zt=28&oh=00_Af_0m-cSOoNq7AXN1Ncij6mT291B0FHvNRj4UW0C3hjVuw&oe=6A328BBD,https://scontent.fblr20-2.fna.fbcdn.net/v/t39.35426-6/707489839_2129127701347443_3569007789376978361_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=gb_u-Jb1-3YQ7kNvwEbkqrI&_nc_oc=AdrpacjlnVnm-ASs74wXmTb8QiEQDzBvw8PlxrLbKL8LIYcvsFYSLnUR11xovjNxu5qTVJK9k6ikb7grKH4yML4o&_nc_zt=14&_nc_ht=scontent.fblr20-2.fna&_nc_gid=uGkst2CYFSeO9vu2Jgigvw&_nc_ss=7f289&oh=00_Af-YimnQIpi9cc4wI36mzkobKs6jzpX_YO1fahBiA7kzYg&oe=6A328CEB,2026-06-17T11:57:49.000Z,2026-06-13,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1758731028824393.mp4
6,4,Loora,105478174979714,Loora,,IN,1758731028824393,https://www.facebook.com/ads/library/?id=1758731028824393,2026-05-27,,false,true,2,1,1495982208735813,2026-05-27,,Don't be shy to speak English! Become a fluent speaker with your AI Tutor 😎,Best AI English tutor,Download,https://app.appsflyer.com/id1552708303?pid=metaweb_int&c= {{campaign.name}}&af_siteid={{site_source_name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&af_click_lookback=7d,"Facebook,Instagram,Audience Network,Messenger,Threads",Don't be shy to speak English! Become a fluent speaker with your AI Tutor 😎,Best AI English tutor,Download,https://app.appsflyer.com/id1552708303?pid=metaweb_int&c= {{campaign.name}}&af_siteid={{site_source_name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&af_click_lookback=7d,Video,"Facebook,Instagram,Audience Network,Messenger,Threads",1,0,9:16,https://video.fblr20-2.fna.fbcdn.net/o1/v/t2/f2/m366/AQO-OVCd5vUkCivC5t7CnvIFwCIW0lvzfTQjIlI0Di3IlxJ0zqvZLOFJdtPytz1Xy_uBI5R5eV2_iak8xGor0YDMcOXTpLp3BUaznLTbSx8T7A.mp4?_nc_cat=111&_nc_oc=Adp35qc7iuHww_TZBd1ulvAjfqaKORlXXonvN6Iinn98fStY0PdPbZNOVEfI-s9YjjqmGnXeYI-rcruY_LF9zs7Z&_nc_sid=b66105&_nc_ht=video.fblr20-2.fna.fbcdn.net&_nc_ohc=Vhd9tGwwCisQ7kNvwFB6pMP&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuNzIwLmRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHAiLCJ4cHZfYXNzZXRfaWQiOjEzMTAyMjI5MTQ1Njg2MDUsImFzc2V0X2FnZV9kYXlzIjoxNiwidmlfdXNlY2FzZV9pZCI6MTAxMzksImR1cmF0aW9uX3MiOjczLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=486c1fa85e7008b6&_nc_vs=HBksFQIYRWZiX2VwaGVtZXJhbC85RTQwQTJFM0I1ODYzMDMzRkJCRkY3MzEyNzBBQUZBRl9tdF8xX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBEgAVAhhAZmJfcGVybWFuZW50L0VDNDdGMzk1NkUyOTFCRDY3MDE1NkQ1REYzQjBBMDk5X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACa6hrK2genTBBUCKAJDMywXQFJgAAAAAAAYGWRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHARAHUAZbaeAQA&_nc_gid=uGkst2CYFSeO9vu2Jgigvw&_nc_ss=7f289&_nc_zt=28&oh=00_Af_0m-cSOoNq7AXN1Ncij6mT291B0FHvNRj4UW0C3hjVuw&oe=6A328BBD,https://scontent.fblr20-2.fna.fbcdn.net/v/t39.35426-6/707489839_2129127701347443_3569007789376978361_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=gb_u-Jb1-3YQ7kNvwEbkqrI&_nc_oc=AdrpacjlnVnm-ASs74wXmTb8QiEQDzBvw8PlxrLbKL8LIYcvsFYSLnUR11xovjNxu5qTVJK9k6ikb7grKH4yML4o&_nc_zt=14&_nc_ht=scontent.fblr20-2.fna&_nc_gid=uGkst2CYFSeO9vu2Jgigvw&_nc_ss=7f289&oh=00_Af-YimnQIpi9cc4wI36mzkobKs6jzpX_YO1fahBiA7kzYg&oe=6A328CEB,2026-06-17T11:57:49.000Z,2026-06-13,
7,5,Loora,105478174979714,Loora,,IN,887166504395248,https://www.facebook.com/ads/library/?id=887166504395248,2026-05-25,,false,true,2,0,887166504395248,2026-05-25,,Don't be shy to speak English! Become a fluent speaker with your AI Tutor 😎,Best AI English tutor,Download,https://app.appsflyer.com/id1552708303?pid=metaweb_int&c= {{campaign.name}}&af_siteid={{site_source_name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&af_click_lookback=7d,"Facebook,Instagram,Audience Network,Messenger,Threads",Don't be shy to speak English! Become a fluent speaker with your AI Tutor 😎,Best AI English tutor,Download,https://app.appsflyer.com/id1552708303?pid=metaweb_int&c= {{campaign.name}}&af_siteid={{site_source_name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&af_click_lookback=7d,Video,"Facebook,Instagram,Audience Network,Messenger,Threads",1,0,9:16,https://video.fblr20-2.fna.fbcdn.net/o1/v/t2/f2/m366/AQPHEjLngPQGUYHZGkLWgnPwOnWcT125jKpXPfil-4fK8PTrg-6_PecCGPrITv16d5ZoqG63Nea8C2tF3FaaHGXcBpf6Twy8v3Mtito4uiRM0Q.mp4?_nc_cat=104&_nc_oc=AdpE6REwP11BPUpQxLoxkJKwc0mnULh1YJby-Om_roLdZbqkRNiEPZY_gMTPFoTHgPMKHV-8AD0MXKeCndgDgaoS&_nc_sid=b66105&_nc_ht=video.fblr20-2.fna.fbcdn.net&_nc_ohc=DJC64Gvb760Q7kNvwF2Vz0E&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuNzIwLmRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHAiLCJ4cHZfYXNzZXRfaWQiOjEzMDE4MTg3Mzg0MzI4MDMsImFzc2V0X2FnZV9kYXlzIjo4NSwidmlfdXNlY2FzZV9pZCI6MTAxMzksImR1cmF0aW9uX3MiOjQ2LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=511ccfc177c34475&_nc_vs=HBksFQIYRWZiX2VwaGVtZXJhbC9FQjRDNDIzQTE1NEJFQjYxMzFFOUU2QjAyN0M3MkM5N19tdF8xX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBEgAVAhhAZmJfcGVybWFuZW50LzQyNEM3QjYzM0Q1NDQ5RTI2RjMxREIyMjVDQTZCREEyX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACbG7Lq36f_PBBUCKAJDMywXQEczMzMzMzMYGWRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHARAHUAZbaeAQA&_nc_gid=uGkst2CYFSeO9vu2Jgigvw&_nc_ss=7f289&_nc_zt=28&oh=00_Af9o_rE9p0zDzo2V651m-oiilkdhp23DoO0yRGOh55fTeA&oe=6A32811C,https://scontent.fblr20-3.fna.fbcdn.net/v/t39.35426-6/705964735_1388204093113192_2142434905209027164_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=IAQnZLdlwYQQ7kNvwHmacj4&_nc_oc=AdoWhPQXLTeaOk48RcxiKoGbHBKxgdd3Q8n3KzBdS5UV1rz7IubVz9cACH-3C0-0bstkJf8V85f7SI6REa_EzCOJ&_nc_zt=14&_nc_ht=scontent.fblr20-3.fna&_nc_gid=uGkst2CYFSeO9vu2Jgigvw&_nc_ss=7f289&oh=00_Af8bMGiigxZn_R7jdc0sjJzeou-83B_a2XbFdcMOYzC6LQ&oe=6A32891F,2026-06-17T11:12:28.000Z,2026-06-13,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/887166504395248.mp4
