ad_library_id,creative_index_in_ad,ad_media_type,creative_aspect_ratio,facebook_thumbnail_cdn_url_at_scrape,facebook_cdn_url_expiry_at_scrape,scrape_run_date
717718484702233,0,Image,9:16,https://scontent.fblr22-2.fna.fbcdn.net/m1/v/t0.49642-6/An-IKqqaibYu0s2bcqvQxJRXduBUEbCKx1Obd9ehbcJHnIVP7m6h43dwufSXa27k7rGUiNw41Gi7SXuSC8cVSRG9XaOVkaML3DOEpP-x_NeSsnqgHE59Bu7q-8GOUCc162buZQTUpvVJdRvAIg.jpg?_nc_gid=JP_TpSNHp97tCRHGno3B7Q&_nc_oc=Adr8l2qVUvZPNLg1qGhu-ClVBOJFrJ_SSr9wgdXUvuBXMqB75tqShuPPILh7ITRysQc&strext=1&ccb=10-5&oh=00_Af45MPdU5eyOxOr_y6R3Jms8EpXVvcvsbatLf1P1Hnd8QQ&oe=6A40BFA3&_nc_sid=d2eee0,2026-06-28T06:30:59.000Z,2026-05-29
1563493358046745,0,Image,9:16,https://scontent.fblr22-2.fna.fbcdn.net/m1/v/t0.49642-6/An9VO4gflVbvNaElqnipoexojrAJf4ErkiFlISLRIRLidkqdY36xD4uyH9vRy1JHfbmLFhcDdrR0HWEc04pK4aBIsSGncn1Yoxj1WQPBqoGmvs3HdWjonmBxj5qgEPdRTjB2zwST9C1e3bH7.jpg?_nc_gid=a3uii7K3jRBM3YZrd7TPqQ&_nc_oc=Ado6B1GwiZyb-FiE07vhuIVo0bnM-8aZzgXxTk5FXKpP8KAq5K_K2zKAydM_SytSUZQ&strext=1&ccb=10-5&oh=00_Af7bNcQDdl4YvETdYJvPKJUerIsHwdZ_oGC2yj2ffCe_gg&oe=6A409D14&_nc_sid=d2eee0,2026-06-28T04:03:32.000Z,2026-05-29
841583362308107,0,Image,9:16,https://scontent.fblr22-2.fna.fbcdn.net/m1/v/t0.49642-6/An8NwQ4OddbZ5VwnKcjkmL7AW6OSueb9aSuMafyB5rZ2bmtUtxLCjKVrAWb6_dmCdI0v91mGnU9X13RUcEQnLDHOnJWZ3vYOO3QMTLRr_kl0ZmwEBxl6ZNdkKdqIV7pzwb-uW5OTtkG-VngB.jpg?_nc_gid=O4XOqkhI2rLPnVFZIJdEJw&_nc_oc=AdoYLPCsy0DwpbPDdU0nikJz4F5TFSg1yTSlzMlg5iCh8c52bsmUXUQ1tQm54ctB9Cc&strext=1&ccb=10-5&oh=00_Af5SuFKgW1Q7p3oLwpw4V6oUfl-kZETXzPOm_x-YWeKc1Q&oe=6A40D001&_nc_sid=d2eee0,2026-06-28T07:40:49.000Z,2026-05-29
2544852212699904,0,Image,9:16,https://scontent.fblr22-2.fna.fbcdn.net/m1/v/t0.49642-6/An9JtRFXCgfvzUk_TZjoAnB6lNqyEURiY1bet9IRPWxmRPI8C2OQ6jPwnSfUDMSpAJtF5VeMvqLgkGXEFcu5MqLHdZj2oBFsxk8Yk-b5h9FhILSh4j2lLi3eTEkjFk7EwRd_0JdKiuXgg7GGJQ.jpg?_nc_gid=O4XOqkhI2rLPnVFZIJdEJw&_nc_oc=AdpvIVCa-suHFNg6zYHU4gJeYuZhNYDSklguQnt3IQqIRe2uFIXeZ06hrnGgkbMGncQ&strext=1&ccb=10-5&oh=00_Af5FhBLTlUULx4IDQbUzE27ZDwwLI2BVn6Rz0-U49s1Tig&oe=6A40B67C&_nc_sid=d2eee0,2026-06-28T05:51:56.000Z,2026-05-29
34642243855422693,0,Image,9:16,https://scontent.fblr22-2.fna.fbcdn.net/m1/v/t0.49642-6/An8GbIEq0nHJItlaRnGUiQwbwDvOILFEzcrf7c4Couexdwms9bxgf5gWCwkh5Tf0i7gV1QgzbVK7Ke_Q9in2bP9G5-Lcnuj-1nV1g6D0Lx527iVe5SOOO-XwO38U8uM7fndGGWgVL0PF-5bwdQ.jpg?_nc_gid=O4XOqkhI2rLPnVFZIJdEJw&_nc_oc=AdrxQJOFnsWXdR8i9xU_sy5wb6q095n7INha7-JDzuVdVoAwUXDi4RoyqVwKP4JP4LQ&strext=1&ccb=10-5&oh=00_Af60QXoUcb8idqxK9NIvTLk62HntMgQWIz_nb85cpEziOA&oe=6A40CC1E&_nc_sid=d2eee0,2026-06-28T07:24:14.000Z,2026-05-29
951661260901983,0,Image,9:16,https://scontent.fblr22-2.fna.fbcdn.net/m1/v/t0.49642-6/An8Rs81orP48lWQEkvN4Alp_vLAYy3RDlbW4YLQFnWaRLMYMDYvwj8KCUNJgRy4ysRdUGuSO3WhnlZI-zGg4BInYmThyEDhUbNNfgxsTtgwgc2_xeXtqto9z3QfeUy7NvGGUr2GRDsS1D5ry.jpg?_nc_gid=Rd_5eLL0yXELLRfxsFSvDA&_nc_oc=AdpIoEqpG7ulQGKnc3kUJEQ5VNDIwLLWeJy5O7ZvbCMoi-uiJXlxR7t3CZe80ijav2Q&strext=1&ccb=10-5&oh=00_Af4D8lZRybJI83SoejS9kvbtuX8gmRDalzgTzUbwF5vNAw&oe=6A40CF68&_nc_sid=d2eee0,2026-06-28T07:38:16.000Z,2026-05-29
1519086323206550,0,Image,9:16,https://scontent.fblr22-2.fna.fbcdn.net/m1/v/t0.49642-6/An81myJqTYuFYnlNnAtc7Fe2FoXgDuQeSB4rtEutkyqtsQPOqmtKUwyTglSdw2Kn9CmxbFtBnMHKFGRmObLp-sAc_ZM401sdSmp4VoLWc1xeIgaDgpbckwWnunsGsYJ7hNaE_2TylOfkdOb2rw.jpg?_nc_gid=OnVDLWbgjGREQsPqXnOjgA&_nc_oc=AdoBubXrOSkj_0e2uK4YMJPqJpQtU7Q4m76Ys_W0Y45kSwcJQ0YI9v7h2VDMHmhAH-w&strext=1&ccb=10-5&oh=00_Af4NsQcMcqicZBlwKWrbRa3DAyd0iU-Tx1dK-hmlj8AsoQ&oe=6A40C51C&_nc_sid=d2eee0,2026-06-28T06:54:20.000Z,2026-05-29
1922127132510074,0,Image,9:16,https://scontent.fblr22-2.fna.fbcdn.net/m1/v/t0.49642-6/An9Ttm1UrkvsnLcuGFg5n1mdVdTalQfnNpnImPMLD25DFq1G2kZra5VZgvy5FtY3bu_rzEyVQgV_AavYqfJ1cE-ClDkAzYyxsxQ2WM7khtZmIw6phrN0mQXVeXiYJ_HULu8xlmzr8OM-f2TrJg.jpg?_nc_gid=OnVDLWbgjGREQsPqXnOjgA&_nc_oc=AdreaTsW1gJwTc0B88nS4rpmCbSn1RV8He17yXdPeA_zlwo2v1PsEwwJhKwUOx3MZI4&strext=1&ccb=10-5&oh=00_Af7Jgrk-J3EMmq9ujF9TelBFSf9zBzMmdsTestFg9oLIlg&oe=6A409BF4&_nc_sid=d2eee0,2026-06-28T03:58:44.000Z,2026-05-29
916654911269112,0,Image,9:16,https://scontent.fblr22-2.fna.fbcdn.net/m1/v/t0.49642-6/An8NwQ4OddbZ5VwnKcjkmL7AW6OSueb9aSuMafyB5rZ2bmtUtxLCjKVrAWb6_dmCdI0v91mGnU9X13RUcEQnLDHOnJWZ3vYOO3QMTLRr_kl0ZmwEBxl6ZNdkKdqIV7pzwb-uW5OTtkG-VngB.jpg?_nc_gid=OnVDLWbgjGREQsPqXnOjgA&_nc_oc=AdoYLPCsy0DwpbPDdU0nikJz4F5TFSg1yTSlzMlg5iCh8c52bsmUXUQ1tQm54ctB9Cc&strext=1&ccb=10-5&oh=00_Af5jGKIoERlq76u00k_sPfNrCiCQbaAa1CgSVCAiJxT2Gg&oe=6A40D001&_nc_sid=d2eee0,2026-06-28T07:40:49.000Z,2026-05-29
1289337759988263,0,Image,9:16,https://scontent.fblr22-2.fna.fbcdn.net/m1/v/t0.49642-6/An8q6b7OHeC9_hoVPurodcIdClnZnZ_OsPFOVmozbEs7_2EP8Zh7a3QFtXraIPci2r_HuOWYNbsJPJX16umCaYK1OeLtE3ud26_edTuNTPqEQruqCFmc7tFNaGqbV2JcTGbhKwrrY-GfQcTosA.jpg?_nc_gid=FBU2a-kZ1o4j1bDRABBVXA&_nc_oc=Adqr8YDnhXBkXIy-7G9ZVD7SsMwnDZPM_U79GRMhp0XKmqQjYRDFEb5U5nzHVc53dNE&strext=1&ccb=10-5&oh=00_Af7O-eHyxq7naIeYnNj5CeTWBCYxKPIVwexyRdV8RbOkiA&oe=6A40AB03&_nc_sid=d2eee0,2026-06-28T05:02:59.000Z,2026-05-29
