ad_library_id,creative_index_in_ad,ad_media_type,creative_aspect_ratio,facebook_thumbnail_cdn_url_at_scrape,facebook_cdn_url_expiry_at_scrape,scrape_run_date,r2_public_url
27198260846527222,0,Image,9:16,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/683437820_1489898542586683_7842169959120575311_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=103&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=ojW8aO4GcUAQ7kNvwERRvhd&_nc_oc=Adq7ssYKPGV-jr47QeG8pIm5ol58s8GOweZDYgitdhCGcuzBXHt4eF33k-PnbOnxQ3w&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=TsKlGSxioDqKtqCvqb1Y0w&_nc_ss=7b2a8&oh=00_Af5g5XKXNX2T5UWhUT_Jj-guDpHAMOkSsLtYLHwXpaywnQ&oe=6A1EFA54,2026-06-02T15:44:20.000Z,2026-05-29,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/27198260846527222.jpg
731083580063013,0,Image,9:16,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/635158416_891212920316023_6558835144953884379_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=101&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=1dMqyJXsZpQQ7kNvwFuKWPJ&_nc_oc=AdqR41J7qm2_NmcQ60KXV1w8Qt1_fI3hbN5Eoi9XL7nwgo8ha3gPDhQZMlFA202QMj0&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=TsKlGSxioDqKtqCvqb1Y0w&_nc_ss=7b2a8&oh=00_Af7_QQNdQ5bGlTLlv2EJEIuX_aHyuzfEFJQ4pAYOFx8RxQ&oe=6A1F052D,2026-06-02T16:30:37.000Z,2026-05-29,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/731083580063013.jpg
1014965510961636,0,Image,9:16,https://scontent.fblr22-2.fna.fbcdn.net/v/t39.35426-6/637593274_4154237191482162_6564185130175068746_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=111&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=9mkMA4xTXFIQ7kNvwG4NtmM&_nc_oc=AdqoU-1QkX5Drdpq4CRvpFstksuzLZsdqxLJW_d41eq3CyMyhOXVHW_X_VeEySAhv64&_nc_zt=14&_nc_ht=scontent.fblr22-2.fna&_nc_gid=TsKlGSxioDqKtqCvqb1Y0w&_nc_ss=7b2a8&oh=00_Af6su-qi9HEYIli7Ly_O6DmJ_DDMVFS7yHEgdHAXxBg8mg&oe=6A1EFD96,2026-06-02T15:58:14.000Z,2026-05-29,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1014965510961636.jpg
2473979766370375,0,Image,9:16,https://scontent.fblr22-2.fna.fbcdn.net/v/t39.35426-6/697408320_2033010154225964_7765199013563792899_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=107&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=XcnV0JweMaIQ7kNvwFPfioU&_nc_oc=Adr3yxImpSqcf3GyTXP8IHXlNkPvoHsTo61MGTCCwcKfgpGR90TgSlVAyVa9-oZHE8s&_nc_zt=14&_nc_ht=scontent.fblr22-2.fna&_nc_gid=TsKlGSxioDqKtqCvqb1Y0w&_nc_ss=7b2a8&oh=00_Af7iWMARAtX5D6hfJwbw3uUMzB3waFngwCKR2-l2lqNQIg&oe=6A1EFA72,2026-06-02T15:44:50.000Z,2026-05-29,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/2473979766370375.jpg
1701531751026756,0,Image,9:16,https://scontent.fblr22-2.fna.fbcdn.net/v/t39.35426-6/636687221_2292699894539510_4433874037620980407_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=110&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=RmAGkuLHzSsQ7kNvwFtcZ-v&_nc_oc=Adq82WFv4U5_sJ0c79Ev0cfB14uUSaBM1Ne0IFZvLwGUKflmZz93F9FTLbzttpfHmvY&_nc_zt=14&_nc_ht=scontent.fblr22-2.fna&_nc_gid=TsKlGSxioDqKtqCvqb1Y0w&_nc_ss=7b2a8&oh=00_Af6xGzsN_vUB2AinkC8ZWSAdyeXLr5jWmV94dPvzycrKXA&oe=6A1F2B0A,2026-06-02T19:12:10.000Z,2026-05-29,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1701531751026756.jpg
1458988538822614,0,Image,9:16,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/637904954_3094589834046722_3941299981784991671_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=103&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=ACPgwRulDD4Q7kNvwEBcT3c&_nc_oc=Ado8Qh8x3swK4KD9O-DtPVlFq_1RcbgkxdWX2tLAw9g2Cu9BN6_scNs-sL9mjLfqFFw&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=TsKlGSxioDqKtqCvqb1Y0w&_nc_ss=7b2a8&oh=00_Af7JVaI6Z9ZvGn6UP3t9arv63uPyTcZ1n27gi7kHAdeMIg&oe=6A1F2E93,2026-06-02T19:27:15.000Z,2026-05-29,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1458988538822614.jpg
1431358325413228,0,Image,1:1,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/699957333_1434592321684800_1890333165336972082_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=EBQuUNefNzwQ7kNvwFaCM7W&_nc_oc=AdqnHXuZd6ZuzHs-FKHNrXn-Ib9CjOBM5NNoI3IeZ7t3_3bYHi7w-R-mStr20UgjcQY&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=TsKlGSxioDqKtqCvqb1Y0w&_nc_ss=7b2a8&oh=00_Af48Mm1aB-Tql2KgHcOOKkY6jYvaozXzHASuyqay_K8b_Q&oe=6A1EFC66,2026-06-02T15:53:10.000Z,2026-05-29,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1431358325413228.jpg
1699549754571814,0,Image,9:16,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/702065660_968342252485900_6459129465507131041_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=rX4HiIYmYd4Q7kNvwH-3-Df&_nc_oc=Adq2wKTF9J2zxH1xi484IY-6kB8hlhm6RGjYpcagPY4ZsE_Eyys6kvPPNfYNFIfmKqA&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=TsKlGSxioDqKtqCvqb1Y0w&_nc_ss=7b2a8&oh=00_Af7nw6dziWusPcEQ-BQJVhnQxX04cACLUkkC5vK-lK1F4A&oe=6A1F0A68,2026-06-02T16:52:56.000Z,2026-05-29,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1699549754571814.jpg
963114753265377,0,Image,9:16,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/708155747_1711965360154589_9031124278064371341_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=101&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=B0TJFJ4f5CkQ7kNvwHHQAde&_nc_oc=Adr4D3fe0OSuTB-zhX5Ewcz9fmZ8Pr9NrIEJqnCAPrnid44WgsOiuTRoATDMBSLESk0&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=TsKlGSxioDqKtqCvqb1Y0w&_nc_ss=7b2a8&oh=00_Af4oirGkp6sg4WAahvhgdkOO_68u0jw5upZ4stXqLW9YSw&oe=6A1F2BE8,2026-06-02T19:15:52.000Z,2026-05-29,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/963114753265377.jpg
3639471726218225,0,Image,9:16,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/702487421_842051558951351_6182261606952772472_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=104&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=fq9NF-jUgT0Q7kNvwGuUZny&_nc_oc=AdpHNBUg9FdA-903KGrfKOPMbNNdbGYTOVgQ63eGQybZf15ZVTMi7lJ6SOlrKgTTV24&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=TsKlGSxioDqKtqCvqb1Y0w&_nc_ss=7b2a8&oh=00_Af73OIXRVy_0U6y-nVyvEzXUisl_tM05dlJ-c322t83g9Q&oe=6A1F1027,2026-06-02T17:17:27.000Z,2026-05-29,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/3639471726218225.jpg
1237623024926992,0,Image,9:16,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/700971215_921333254297232_8627387036464389536_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=102&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=71RxDBbztkIQ7kNvwEjAw9h&_nc_oc=Adq6Hvg_vQoD9JVvzD5BxZiEClsC8PRaeGayZjP7DiMEzLRWJIdTxJMd0HFfbXrXIkE&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=TsKlGSxioDqKtqCvqb1Y0w&_nc_ss=7b2a8&oh=00_Af7l5retdQmPQAqY8xct_0qMqQyjQhLSWbkKvK3rVZSYew&oe=6A1F07ED,2026-06-02T16:42:21.000Z,2026-05-29,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1237623024926992.jpg
26844934468466719,0,Image,9:16,https://scontent.fblr22-2.fna.fbcdn.net/v/t39.35426-6/680821002_829949433511095_8937667389196851262_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=100&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=d-sYJ947F-sQ7kNvwEQUQaA&_nc_oc=Adq5mlRr-f469eZ_gIDfT_RxLY5AIBVWgZCE18KNVoIAK4_G5yf5Dlsih80Fpt9aw_Y&_nc_zt=14&_nc_ht=scontent.fblr22-2.fna&_nc_gid=4yfdn7x_19J70vF1scgzKA&_nc_ss=7b2a8&oh=00_Af6QGFS7H3QFbrRt26sJOzEsYbDYJiFlEczBjdz2p-flCg&oe=6A1F2423,2026-06-02T18:42:43.000Z,2026-05-29,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/26844934468466719.jpg
1523144502676799,0,Image,,,,2026-05-29,
