row_rank,page_rank,competitor_name,facebook_page_id,facebook_page_name,facebook_page_followers,target_country,ad_library_id,ad_library_url,ad_start_date,ad_end_date,has_low_impression_warning,ad_has_multiple_versions,ad_version_count,version_index,version_id,version_start_date,version_end_date,version_primary_text,version_description,version_cta_label,version_destination_url,version_platforms_distribution,ad_primary_text,ad_description,ad_cta_label,ad_destination_url,ad_media_type,ad_distribution_platforms,creative_count_in_ad,creative_index_in_ad,creative_aspect_ratio,facebook_video_cdn_url_at_scrape,facebook_thumbnail_cdn_url_at_scrape,facebook_cdn_url_expiry_at_scrape,scrape_run_date,r2_public_url
1,1,Duolingo,141935472517297,Duolingo,,IN,870791105586044,https://www.facebook.com/ads/library/?id=870791105586044,2026-02-05,,false,false,1,0,,2026-02-05,,Duolingo is the world's #1 language learning app,Free language learning,Install now,http://play.google.com/store/apps/details?id=com.duolingo,"Facebook,Instagram,Audience Network,Messenger,Threads",Duolingo is the world's #1 language learning app,Free language learning,Install now,http://play.google.com/store/apps/details?id=com.duolingo,Image,"Facebook,Instagram,Audience Network,Messenger,Threads",1,0,9:16,,https://scontent.fblr20-4.fna.fbcdn.net/v/t39.35426-6/640996173_2681682758876492_8630451909664325929_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=ESx2Sc6Q1bwQ7kNvwFz0q8a&_nc_oc=Adq8Flin7hAy4qMcuYiaaIdHMmM4hGs7-gPWxQhJRn1RVe7by9THXR1S3qDULFsIEY42E_YdcwD_BbXFUhdH8cGU&_nc_zt=14&_nc_ht=scontent.fblr20-4.fna&_nc_gid=tERgWBB1U1pGnp8aPXznVw&_nc_ss=7f289&oh=00_AQCy6VTR_zemMo_P2mAQTi8poM5RSVbf1FBL9ejPsxes7Q&oe=6A5CAAF5,2026-07-19T10:46:13.000Z,2026-07-15,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/870791105586044.jpg
2,2,Duolingo,141935472517297,Duolingo,,IN,873410355318564,https://www.facebook.com/ads/library/?id=873410355318564,2026-02-05,,false,false,1,0,,2026-02-05,,Duolingo is the world's #1 language learning app,Free language learning,Install now,http://play.google.com/store/apps/details?id=com.duolingo,"Facebook,Instagram,Audience Network,Messenger,Threads",Duolingo is the world's #1 language learning app,Free language learning,Install now,http://play.google.com/store/apps/details?id=com.duolingo,Video,"Facebook,Instagram,Audience Network,Messenger,Threads",1,0,1:1,https://video.fblr20-2.fna.fbcdn.net/o1/v/t2/f2/m366/AQO2BCeeRVsAUSoclCmVl5egMP6x1xwT-C1j8RSBW78qOhSQvesVEMmc0s3-vh5I5Gqygp0B2pgR-nhsupPj_08lL8IFzvngctOoxnKYz10sNg.mp4?_nc_cat=102&_nc_oc=Adr0Yen1u5mw_d0VvBSM6ZjAGe3Rv71D4pjAWWrG6siATIB6uADaJ9VjEKeFsM65UZNOvwySryKAaThnN8_ZGpJN&_nc_sid=b66105&_nc_ht=video.fblr20-2.fna.fbcdn.net&_nc_ohc=L2zCUUh9FpoQ7kNvwGtXiaT&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuNzIwLmRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHAiLCJ4cHZfYXNzZXRfaWQiOjExNzU1MzM3NDM1MDUwMzEsImFzc2V0X2FnZV9kYXlzIjo2NTUsInZpX3VzZWNhc2VfaWQiOjEwMTM5LCJkdXJhdGlvbl9zIjozMCwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=fffb0c98a9452aca&_nc_vs=HBksFQIYRWZiX2VwaGVtZXJhbC82MDQ3RTA4MTJFMjEyQzAyODQyQTAyQTQ1RDBDQURCRl9tdF8xX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBEgAVAhgzZmJfcGVybWFuZW50LzM3NzgyMDcxNTM5NzkxNF84NDg3NDY4OTYyNTEzODE2MDUubXA0FQICyAESACgAGAAbAogHdXNlX29pbAExEnByb2dyZXNzaXZlX3JlY2lwZQExFQAAJo76n_OIyZYEFQIoAkMzLBdAPgAAAAAAABgZZGFzaF9oMjY0LWJhc2ljLWdlbjJfNzIwcBEAdQBltp4BAA&_nc_gid=tERgWBB1U1pGnp8aPXznVw&_nc_ss=7f289&_nc_zt=28&oh=00_AQB5yO11ige5vegHTnOq0XqOvTOkiyI-juv4S_o6pR-JCw&oe=6A5C9FA6,https://scontent.fblr20-2.fna.fbcdn.net/v/t39.35426-6/641362394_2114864279265031_8874588552838349804_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=rO4lkVQchdoQ7kNvwE5nyiZ&_nc_oc=AdrC3YV6-lj88D_eViTAm3MWCYuKxdglWPcAqoQ0wPuqAhFSZveT88B85sRl34UzuNDoP-71iz029X5SHtLXwuPa&_nc_zt=14&_nc_ht=scontent.fblr20-2.fna&_nc_gid=tERgWBB1U1pGnp8aPXznVw&_nc_ss=7f289&oh=00_AQA3wqVeaGX-By4WIk1ibJ7ea6hJ-vkj6PWAzX_qIV4y7Q&oe=6A5CAD17,2026-07-19T09:57:58.000Z,2026-07-15,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/873410355318564.mp4
3,3,Duolingo,141935472517297,Duolingo,,IN,931440739227131,https://www.facebook.com/ads/library/?id=931440739227131,2026-02-05,,false,false,1,0,,2026-02-05,,Duolingo is the world's #1 language learning app,Free language learning,Install now,http://play.google.com/store/apps/details?id=com.duolingo,"Facebook,Instagram,Audience Network,Messenger,Threads",Duolingo is the world's #1 language learning app,Free language learning,Install now,http://play.google.com/store/apps/details?id=com.duolingo,Video,"Facebook,Instagram,Audience Network,Messenger,Threads",1,0,1:1,https://video.fblr20-1.fna.fbcdn.net/o1/v/t2/f2/m366/AQNPrDVwB5-uXyipFsQTHBsEXlh0PtOEcPVkwNn0ooLwS3O-vWWo6Tqd4pLqwLG8ke7bje-RXxDFMDx07eZvO0b5Z4eKPnnGNL5BwnCA4pO_iQ.mp4?_nc_cat=110&_nc_oc=AdpKbNLl1GHD5BA83fAb1MMhZoxmvYbRMGbF9Em4GKw89KogtEMKXdd1MmKUpV8flfybx4_ONkDutV5Lh7ua8wWq&_nc_sid=b66105&_nc_ht=video.fblr20-1.fna.fbcdn.net&_nc_ohc=FdvWikD8CEcQ7kNvwHm3kr-&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuNzIwLmRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHAiLCJ4cHZfYXNzZXRfaWQiOjgyODM1MzA2OTE3MjQ0MzcsImFzc2V0X2FnZV9kYXlzIjo2NTUsInZpX3VzZWNhc2VfaWQiOjEwMTM5LCJkdXJhdGlvbl9zIjozMCwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=b3ee5376ce764802&_nc_vs=HBksFQIYRWZiX2VwaGVtZXJhbC81NDQ4Q0ZFQTVEODE2NkFEQzI3MTI1QTkxRDJCQTBBRF9tdF8xX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBEgAVAhg1ZmJfcGVybWFuZW50LzEyNDMzMTk4NDAxODgxOTRfNzI2MDU3NDI3NTk1NDgyMjA5MC5tcDQVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmqpLuhfn0th0VAigCQzMsF0A-AAAAAAAAGBlkYXNoX2gyNjQtYmFzaWMtZ2VuMl83MjBwEQB1AGW2ngEA&_nc_gid=tERgWBB1U1pGnp8aPXznVw&_nc_ss=7f289&_nc_zt=28&oh=00_AQA8qKf9-7TZ2UNPWRbLe_eQWLMjuolNr_60Kwoki4UR5A&oe=6A5CBC92,https://scontent.fblr20-5.fna.fbcdn.net/v/t39.35426-6/640453477_804170896031334_5683839880145814782_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=MilGbNQ9hzcQ7kNvwE23UVs&_nc_oc=Adrt9s-PFDuftKZBQtEBT1tjW-8BITlwMBxR_YS8Yn0yD-IGXrQZ5Bl3K7xyBwm40kbVg5Un7SXq3CGndx9kFAyj&_nc_zt=14&_nc_ht=scontent.fblr20-5.fna&_nc_gid=tERgWBB1U1pGnp8aPXznVw&_nc_ss=7f289&oh=00_AQDSuaQUzxtgPGlzkLAVVwnxnTKKvaxAyvVNKhhokkfJjw&oe=6A5C93C8,2026-07-19T12:01:22.000Z,2026-07-15,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/931440739227131.mp4
4,4,Duolingo,141935472517297,Duolingo,,IN,855822700785894,https://www.facebook.com/ads/library/?id=855822700785894,2026-02-05,,false,false,1,0,,2026-02-05,,Duolingo is the world's #1 language learning app,Free language learning,Install now,http://play.google.com/store/apps/details?id=com.duolingo,"Facebook,Instagram,Audience Network,Messenger,Threads",Duolingo is the world's #1 language learning app,Free language learning,Install now,http://play.google.com/store/apps/details?id=com.duolingo,Image,"Facebook,Instagram,Audience Network,Messenger,Threads",1,0,1:1,,https://scontent.fblr20-3.fna.fbcdn.net/v/t39.35426-6/637184734_900534456204231_8448127877748197161_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=0E8lSIqGZbcQ7kNvwEPtO0R&_nc_oc=Adps8AJpg7WSPqhu-NCyEyBNcWb8-JvGUCMHPizUGE1P_WJ9JOZKuM0KrwlpacumyzZ4HkJe9BvolpAo4DaEmJvt&_nc_zt=14&_nc_ht=scontent.fblr20-3.fna&_nc_gid=tERgWBB1U1pGnp8aPXznVw&_nc_ss=7f289&oh=00_AQANiLSBEginQbSnxInCntevCFsRGY0uMryLgMkl5ONxAw&oe=6A5CB42F,2026-07-19T11:25:35.000Z,2026-07-15,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/855822700785894.jpg
5,5,Duolingo,141935472517297,Duolingo,,IN,4420167301545944,https://www.facebook.com/ads/library/?id=4420167301545944,2026-02-05,,false,false,1,0,,2026-02-05,,Duolingo is the world's #1 language learning app,Free language learning,Install now,http://play.google.com/store/apps/details?id=com.duolingo,"Facebook,Instagram,Audience Network,Messenger,Threads",Duolingo is the world's #1 language learning app,Free language learning,Install now,http://play.google.com/store/apps/details?id=com.duolingo,Image,"Facebook,Instagram,Audience Network,Messenger,Threads",1,0,9:16,,https://scontent.fblr20-3.fna.fbcdn.net/v/t39.35426-6/640277248_764518093011940_391721912953179864_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=FziaCF4_6rsQ7kNvwGB6LY-&_nc_oc=AdqsHz1JcYmVDRe25z9YoCmuLeW79Sv4F-Oxjfhq7Yin6fyA6U1dBPpi7r3iu51JzG1oH2avgBns8M_m32_qzaHc&_nc_zt=14&_nc_ht=scontent.fblr20-3.fna&_nc_gid=tERgWBB1U1pGnp8aPXznVw&_nc_ss=7f289&oh=00_AQBOx1z217IFJu6yu1l5Fo4wtGvI1kuNfhKY-CsGVF0HIg&oe=6A5CACD7,2026-07-19T10:54:15.000Z,2026-07-15,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/4420167301545944.jpg
6,6,Duolingo,141935472517297,Duolingo,,IN,1393073786168344,https://www.facebook.com/ads/library/?id=1393073786168344,2026-02-05,,false,false,1,0,,2026-02-05,,Duolingo is the world's #1 language learning app,Free language learning,Install now,http://play.google.com/store/apps/details?id=com.duolingo,"Facebook,Instagram,Audience Network,Messenger,Threads",Duolingo is the world's #1 language learning app,Free language learning,Install now,http://play.google.com/store/apps/details?id=com.duolingo,Image,"Facebook,Instagram,Audience Network,Messenger,Threads",1,0,9:16,,https://scontent.fblr20-1.fna.fbcdn.net/v/t39.35426-6/638768675_1816198109068160_4370842215407111412_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=dy8PsLGK4AAQ7kNvwHito6w&_nc_oc=AdpXbBv836qHACmkoJG68xujhNB6BNKamucIgaPZ22gYWP9k5vCD05NhoQqj7Q9urQzl3aJj3OorOrx21P_XkXtt&_nc_zt=14&_nc_ht=scontent.fblr20-1.fna&_nc_gid=tERgWBB1U1pGnp8aPXznVw&_nc_ss=7f289&oh=00_AQCCKcJ5ATeYWJ2xaYinuu5EPAmzTHYds3g82ivv7b3X-w&oe=6A5CBEDE,2026-07-19T12:11:10.000Z,2026-07-15,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1393073786168344.jpg
7,7,Duolingo,141935472517297,Duolingo,,IN,854198787652805,https://www.facebook.com/ads/library/?id=854198787652805,2026-02-05,,false,false,1,0,,2026-02-05,,Duolingo is the world's #1 language learning app,Free language learning,Install now,http://play.google.com/store/apps/details?id=com.duolingo,"Facebook,Instagram,Audience Network,Messenger,Threads",Duolingo is the world's #1 language learning app,Free language learning,Install now,http://play.google.com/store/apps/details?id=com.duolingo,Image,"Facebook,Instagram,Audience Network,Messenger,Threads",1,0,9:16,,https://scontent.fblr20-3.fna.fbcdn.net/v/t39.35426-6/639574892_887312747470458_3265648172061560719_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=gnJtBZVW6N0Q7kNvwEHfsEh&_nc_oc=AdoxYBQsckv6BDLeKwcg47m6a63qIpjQFugQquNPmt5FqTCIoIHq4OoAN2fCeG3TcZ0eOBPcHrfHuoelZTMmm4pE&_nc_zt=14&_nc_ht=scontent.fblr20-3.fna&_nc_gid=tERgWBB1U1pGnp8aPXznVw&_nc_ss=7f289&oh=00_AQADVd1RtJsqUPHmJJ3lN43L421sWBwCnDCscRBpNcQ2zg&oe=6A5CA55D,2026-07-19T10:22:21.000Z,2026-07-15,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/854198787652805.jpg
8,8,Duolingo,141935472517297,Duolingo,,IN,1187219770066761,https://www.facebook.com/ads/library/?id=1187219770066761,2026-02-05,,false,false,1,0,,2026-02-05,,Duolingo is the world's #1 language learning app,Free language learning,Install now,http://play.google.com/store/apps/details?id=com.duolingo,"Facebook,Instagram,Audience Network,Messenger,Threads",Duolingo is the world's #1 language learning app,Free language learning,Install now,http://play.google.com/store/apps/details?id=com.duolingo,Video,"Facebook,Instagram,Audience Network,Messenger,Threads",1,0,1:1,https://video.fblr20-2.fna.fbcdn.net/o1/v/t2/f2/m366/AQPXr63EoupvenU7Z8h77VR8qrdPjVeXf2ftlG1v7RU-4NPD2ssPF9vp7C6R8UT1zI6aZSYV2ggH0uso2NP-sGhZgPiJ5dhvrgr58utRGYS1Yw.mp4?_nc_cat=111&_nc_oc=Adq5HB7JXpV4i3SdlX61Nc7UEZg3tdQ1LnWMF3EhMbzGgJbUwAHTU7INGP_4GFJiV34_kQ9LiEANEmlC46nE64C5&_nc_sid=b66105&_nc_ht=video.fblr20-2.fna.fbcdn.net&_nc_ohc=hRi8MUy2GzwQ7kNvwFEdpIM&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuNzIwLmRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHAiLCJ4cHZfYXNzZXRfaWQiOjEyMjY5Njc0MTUzMDQyNTIsImFzc2V0X2FnZV9kYXlzIjo2NTUsInZpX3VzZWNhc2VfaWQiOjEwMTM5LCJkdXJhdGlvbl9zIjozMCwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=55a88811aef2f994&_nc_vs=HBksFQIYRWZiX2VwaGVtZXJhbC8yQzQyNTdBRjc0NDRBODc4MUQxMkZBNTY0QTBBNjQ4Nl9tdF8xX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBEgAVAhg1ZmJfcGVybWFuZW50LzExOTM4NTExOTE4NDc5MTNfMTk4MTY4MzgzMTcwNzQ2NDE2OC5tcDQVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm-MCFz_P6rQQVAigCQzMsF0A-AAAAAAAAGBlkYXNoX2gyNjQtYmFzaWMtZ2VuMl83MjBwEQB1AGW2ngEA&_nc_gid=tERgWBB1U1pGnp8aPXznVw&_nc_ss=7f289&_nc_zt=28&oh=00_AQCAUz7DC3jiqw8JFu2XnhbjIiW1osmra4tJneO5TmvYwQ&oe=6A5CA051,https://scontent.fblr20-3.fna.fbcdn.net/v/t39.35426-6/638795366_1234627685316239_6162326310709086449_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=iB-HgiRu-dEQ7kNvwFbbObj&_nc_oc=AdoR1zaIgEHLXHZ0AUeEVnlx7ssplmV2lP4zv7rHPzKtu7XC2lG7Sx8cCO-yqUEfRezjEqTyT1QJh2WTCP-ZYmeG&_nc_zt=14&_nc_ht=scontent.fblr20-3.fna&_nc_gid=tERgWBB1U1pGnp8aPXznVw&_nc_ss=7f289&oh=00_AQDWPirwhNDuU8mhdvibzDyOD-N-UU__XOVYGP6hMkjO0g&oe=6A5CB6DF,2026-07-19T10:00:49.000Z,2026-07-15,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1187219770066761.mp4
9,9,Duolingo,141935472517297,Duolingo,,IN,1428449025623778,https://www.facebook.com/ads/library/?id=1428449025623778,2026-02-05,,false,false,1,0,,2026-02-05,,Duolingo is the world's #1 language learning app,Free language learning,Install now,http://play.google.com/store/apps/details?id=com.duolingo,"Facebook,Instagram,Audience Network,Messenger,Threads",Duolingo is the world's #1 language learning app,Free language learning,Install now,http://play.google.com/store/apps/details?id=com.duolingo,Video,"Facebook,Instagram,Audience Network,Messenger,Threads",1,0,1:1,https://video.fblr20-2.fna.fbcdn.net/o1/v/t2/f2/m366/AQMM_1BH_N2PtmgDX6b-Dqth9h_q940aATAPaQJuEWD0wnk8LucwwmE4e6U71TVb8acYQJk3Myw53xvYo4_NLnNj9yytmZZLOrm-_BAVeuQgCw.mp4?_nc_cat=111&_nc_oc=Ado9659yXS9d5IFoG0hoi53TqJLOan20l2TvGBmVpgqoEf9uMwsedvq4wDL4sx7dPQ3MQH_BKXSATYahgXvrSHKN&_nc_sid=b66105&_nc_ht=video.fblr20-2.fna.fbcdn.net&_nc_ohc=5_j8OPh3t5kQ7kNvwFuvqrq&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuNzIwLmRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHAiLCJ4cHZfYXNzZXRfaWQiOjUxMDQ3NjYyODU0NTYxMiwiYXNzZXRfYWdlX2RheXMiOjY1NSwidmlfdXNlY2FzZV9pZCI6MTAxMzksImR1cmF0aW9uX3MiOjMwLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=91a2ee12c2eeac88&_nc_vs=HBksFQIYRWZiX2VwaGVtZXJhbC9CRDQxNURDM0NBNjFCMzY4NDk5Q0Y3RTJEQUI4Q0VCMl9tdF8xX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBEgAVAhg1ZmJfcGVybWFuZW50LzE0NDA4MjIxMjMyNjc0MzhfMTM4OTExNzI5NTYxMTAxNDY1OS5tcDQVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmmMHiodOR6AEVAigCQzMsF0A-AAAAAAAAGBlkYXNoX2gyNjQtYmFzaWMtZ2VuMl83MjBwEQB1AGW2ngEA&_nc_gid=tERgWBB1U1pGnp8aPXznVw&_nc_ss=7f289&_nc_zt=28&oh=00_AQCO2Lyzzo54Kr0cx8FzjPri4oCt0jetB_5VCVxnSixzAg&oe=6A5CA61D,https://scontent.fblr20-1.fna.fbcdn.net/v/t39.35426-6/641503860_2501712786944960_3682751630886505851_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=I__6-7vrGCgQ7kNvwGjSbyX&_nc_oc=AdrCiddaOK7wRQN2DtzjTJILD18LTQFpvem6Hr9r_rVMSWhu_Jgz_x0GthaMHdXrYHUbfwv1x58aXSVhlYFA_7WG&_nc_zt=14&_nc_ht=scontent.fblr20-1.fna&_nc_gid=tERgWBB1U1pGnp8aPXznVw&_nc_ss=7f289&oh=00_AQCKs1Oz_iKZd_1uk0O57JGMs_02NoXWolSom5o4iNKD_A&oe=6A5CAEE4,2026-07-19T10:25:33.000Z,2026-07-15,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1428449025623778.mp4
10,10,Duolingo,141935472517297,Duolingo,,IN,862072036697076,https://www.facebook.com/ads/library/?id=862072036697076,2026-02-05,,false,true,2,0,862072036697076,2026-02-05,,Duolingo is the world's #1 language learning app,Free language learning,Install now,http://play.google.com/store/apps/details?id=com.duolingo,"Facebook,Instagram,Audience Network,Messenger,Threads",Duolingo is the world's #1 language learning app,Free language learning,Install now,http://play.google.com/store/apps/details?id=com.duolingo,Video,"Facebook,Instagram,Audience Network,Messenger,Threads",1,0,9:16,https://video.fblr20-4.fna.fbcdn.net/o1/v/t2/f2/m366/AQPQobnQHPZpN7yxZy5nV5zvSlFdb1cgBSJColvzfXhfbiCAapOlxjAm01jZ4r1Q5BM84EkjVnFUL8uenkGLlznMb2QVwBntHyRLcNk9feraqQ.mp4?_nc_cat=103&_nc_oc=AdouYWjXaig5CFaPt97qMFORrAAe9CzqZpuYVvZdHDeNi0WZwuDippndaKd9nUMeZWgVOILefKVAY4xkakxl3b3_&_nc_sid=b66105&_nc_ht=video.fblr20-4.fna.fbcdn.net&_nc_ohc=VLwi4txnqFIQ7kNvwFpXyXt&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuNzIwLmRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHAiLCJ4cHZfYXNzZXRfaWQiOjY1NjY1ODU3MDMzMzcwNCwiYXNzZXRfYWdlX2RheXMiOjQ0OSwidmlfdXNlY2FzZV9pZCI6MTA3OTksImR1cmF0aW9uX3MiOjMwLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=344914c6cbc4878&_nc_vs=HBksFQIYRWZiX2VwaGVtZXJhbC9FMTQwODRGRTY1REUyNTZCNTYyMThDOTYxRjk1RDNBQV9tdF8xX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBEgAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dDbDRTeDBHQ2lzc1AwWUVBQnZEMW1lcHhTOTBidjRHQUFBRhUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACaQuJbNx86qAhUCKAJDMywXQD4AAAAAAAAYGWRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHARAHUAZd6oAQA&_nc_gid=tERgWBB1U1pGnp8aPXznVw&_nc_ss=7f289&_nc_zt=28&oh=00_AQDR1gUCY4jqBeIq3mEJEddgQHrRguleauQwu5kG5dtdfw&oe=6A5C9A41,https://scontent.fblr20-4.fna.fbcdn.net/v/t39.35426-6/640863779_886112040715506_1715535586484828162_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=t-vclXTsOS0Q7kNvwHIpSMn&_nc_oc=Adp3FwMIx-BrnDk0rsZv7bHAvFUsClx2w-CL22v5bOV9rsnaOXM2cmPiqg57QtQq9IM7Ac09ksI-NelLdYE3mR3Z&_nc_zt=14&_nc_ht=scontent.fblr20-4.fna&_nc_gid=tERgWBB1U1pGnp8aPXznVw&_nc_ss=7f289&oh=00_AQC40VI9VOEkrOxBTEPDenkQQ8LhfbL86LpP6GIkglu1JQ&oe=6A5CBEF1,2026-07-19T09:34:57.000Z,2026-07-15,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/862072036697076.mp4
