row_rank,page_rank,competitor_name,facebook_page_id,facebook_page_name,facebook_page_followers,target_country,ad_library_id,ad_library_url,ad_start_date,ad_end_date,has_low_impression_warning,ad_has_multiple_versions,ad_version_count,version_index,version_id,version_start_date,version_end_date,version_primary_text,version_description,version_cta_label,version_destination_url,version_platforms_distribution,ad_primary_text,ad_description,ad_cta_label,ad_destination_url,ad_media_type,ad_distribution_platforms,creative_count_in_ad,creative_index_in_ad,creative_aspect_ratio,facebook_video_cdn_url_at_scrape,facebook_thumbnail_cdn_url_at_scrape,facebook_cdn_url_expiry_at_scrape,scrape_run_date
1,1,EWA,165004157332215,EWA: Learn Languages,,IN,1382398707359686,https://www.facebook.com/ads/library/?id=1382398707359686,2026-06-22,,false,false,1,0,,2026-06-22,,✅Еще не поздно прокачать английский языкязык‼️Попробуй метод адаптированных книг Оксфорд💥,Попробуй сейчас,See details,https://go.appewa.com/funnel/ru/red369/start?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,"Facebook,Instagram,Audience Network,Messenger,Threads",✅Еще не поздно прокачать английский языкязык‼️Попробуй метод адаптированных книг Оксфорд💥,Попробуй сейчас,See details,https://go.appewa.com/funnel/ru/red369/start?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,Image,"Facebook,Instagram,Audience Network,Messenger,Threads",1,0,4:5,,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/731323339_1281891367350771_5668322806430215413_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=Dn_CzKjA6u4Q7kNvwEpZW4J&_nc_oc=Ado1clSkqSlrcaI3-xnfwV0yFK4-i5PLyI10o45oKovTQqa-bB4yjJ4VUjeVBf0iJhk&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=irElfnZXanrYzCwjgf4ygQ&_nc_ss=7f289&oh=00_AQDEXn2NbjxXK-Z1XDkzHLpSjWKGH5INFWemo8DlUvwg8w&oe=6A678EB9,2026-07-27T17:00:41.000Z,2026-07-23
2,2,EWA,165004157332215,EWA: Learn Languages,,IN,1306267591684899,https://www.facebook.com/ads/library/?id=1306267591684899,2026-05-28,,false,false,1,0,,2026-05-28,,"🎬✅ هل مللت من دروس اللغة المملة؟ اكتشف EWA — التطبيق الذي يثق به 60 مليون متعلم حول العالم! 🌍 تعلّم الإنجليزية من خلال أفلامك ومسلسلاتك المفضلة، وأكثر من 10,000 كتاب مع الصوت وألعاب تفاعلية. فقط 5 دقائق يومياً — وستشعر فعلاً بالتقدم! 🚀🔥",ابدأ التعلم الآن 👉🏻👉🏻👉🏻,See details,https://quiz.appewa.com/sweetboarding/ar/kickstart?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,"Facebook,Instagram,Audience Network,Messenger,Threads","🎬✅ هل مللت من دروس اللغة المملة؟ اكتشف EWA — التطبيق الذي يثق به 60 مليون متعلم حول العالم! 🌍 تعلّم الإنجليزية من خلال أفلامك ومسلسلاتك المفضلة، وأكثر من 10,000 كتاب مع الصوت وألعاب تفاعلية. فقط 5 دقائق يومياً — وستشعر فعلاً بالتقدم! 🚀🔥",ابدأ التعلم الآن 👉🏻👉🏻👉🏻,See details,https://quiz.appewa.com/sweetboarding/ar/kickstart?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,Image,"Facebook,Instagram,Audience Network,Messenger,Threads",1,0,4:5,,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/710745508_1551173050129669_7681749921394922684_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=8n-GLIaAGdUQ7kNvwFZTvnA&_nc_oc=AdrvlhkmY3UkQ3QguvN6ZiI0eymjju51de8o1Wg4fc8bCu5xjhttfFs3yLC6-35VtS0&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=irElfnZXanrYzCwjgf4ygQ&_nc_ss=7f289&oh=00_AQBbmfv4C9G2szsD0dNj17cM_e_vpNYXFBujJu7XQVqTpQ&oe=6A67AA59,2026-07-27T18:58:33.000Z,2026-07-23
3,3,EWA,165004157332215,EWA: Learn Languages,,IN,2211020936353424,https://www.facebook.com/ads/library/?id=2211020936353424,2026-06-22,,false,true,10,0,2211020936353424,2026-06-22,,"‼️Deviens un utilisateur avancé de l’anglais ! ⭐️⭐️⭐️⭐️⭐️ 📲 Installe dès maintenant l’application EWA 🔝🇬🇧🇺🇸, seulement 10 minutes par jour pour améliorer ton anglais facilement 💯",Teste EWA heute 🚀👉🏻,Learn more,https://quiz.appewa.com/sweetboarding/fr/kickstart?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,"Facebook,Instagram","‼️Deviens un utilisateur avancé de l’anglais ! ⭐️⭐️⭐️⭐️⭐️ 📲 Installe dès maintenant l’application EWA 🔝🇬🇧🇺🇸, seulement 10 minutes par jour pour améliorer ton anglais facilement 💯",Teste EWA heute 🚀👉🏻,Learn more,https://quiz.appewa.com/sweetboarding/fr/kickstart?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,Image,"Facebook,Instagram",1,0,4:5,,https://scontent.fblr22-2.fna.fbcdn.net/v/t39.35426-6/729778190_2211936169621187_375948305818768358_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=sxF0QQ88oiAQ7kNvwE2_C-l&_nc_oc=AdpQRsBsi2ogOLhnz5mkOvpzslbGZtQyeUZtr7ai04890SKYwxdxYGCGo5jFLAA3tWg&_nc_zt=14&_nc_ht=scontent.fblr22-2.fna&_nc_gid=irElfnZXanrYzCwjgf4ygQ&_nc_ss=7f289&oh=00_AQBh424J_L16u4Zi_L5CFfuc1VcmaPzWnldYJC9zZ0GMWw&oe=6A67A8CB,2026-07-27T18:51:55.000Z,2026-07-23
4,3,EWA,165004157332215,EWA: Learn Languages,,IN,2211020936353424,https://www.facebook.com/ads/library/?id=2211020936353424,2026-06-22,,false,true,10,1,1054769603673133,2026-07-19,,"‼️Deviens un utilisateur avancé de l’anglais ! ⭐️⭐️⭐️⭐️⭐️ 📲 Installe dès maintenant l’application EWA 🔝🇬🇧🇺🇸, seulement 10 minutes par jour pour améliorer ton anglais facilement 💯",Teste EWA heute 🚀👉🏻,Learn more,http://quiz.appewa.com/sweetboarding/fr/termsintroc/introofferc-che4990c/classic/002-start?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,"Facebook,Instagram","‼️Deviens un utilisateur avancé de l’anglais ! ⭐️⭐️⭐️⭐️⭐️ 📲 Installe dès maintenant l’application EWA 🔝🇬🇧🇺🇸, seulement 10 minutes par jour pour améliorer ton anglais facilement 💯",Teste EWA heute 🚀👉🏻,Learn more,https://quiz.appewa.com/sweetboarding/fr/kickstart?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,Image,"Facebook,Instagram",1,0,4:5,,https://scontent.fblr22-2.fna.fbcdn.net/v/t39.35426-6/751752184_2106050640340309_9061227429925585251_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=tShOBi2aklsQ7kNvwGUzX_b&_nc_oc=AdpV64RLeuRfTHLv6NCoWUk2VlQcg_P5JAfLAgloUIW7pG0KdnXkd2zz_ORe7AwzlzY&_nc_zt=14&_nc_ht=scontent.fblr22-2.fna&_nc_gid=Csjk6PMCW7M1_OHBVPhyeg&_nc_ss=7f289&oh=00_AQD8BVFN6WT8J-GLIpY2hzKL22_8r2raRbLhrCIZfWZIoQ&oe=6A67A482,2026-07-27T18:33:38.000Z,2026-07-23
5,3,EWA,165004157332215,EWA: Learn Languages,,IN,2211020936353424,https://www.facebook.com/ads/library/?id=2211020936353424,2026-06-22,,false,true,10,2,4409912705995660,2026-07-19,,"‼️Deviens un utilisateur avancé de l’anglais ! ⭐️⭐️⭐️⭐️⭐️ 📲 Installe dès maintenant l’application EWA 🔝🇬🇧🇺🇸, seulement 10 minutes par jour pour améliorer ton anglais facilement 💯",Teste EWA heute 🚀👉🏻,See details,http://quiz.appewa.com/sweetboarding/fr/termsintroc/introofferc-che4990c/classic/002-start?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,"Facebook,Instagram","‼️Deviens un utilisateur avancé de l’anglais ! ⭐️⭐️⭐️⭐️⭐️ 📲 Installe dès maintenant l’application EWA 🔝🇬🇧🇺🇸, seulement 10 minutes par jour pour améliorer ton anglais facilement 💯",Teste EWA heute 🚀👉🏻,Learn more,https://quiz.appewa.com/sweetboarding/fr/kickstart?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,Image,"Facebook,Instagram",1,0,4:5,,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/752524607_1063986566072610_6364029263206745767_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=6X5ejnIIwtcQ7kNvwGoC7ZD&_nc_oc=Adpc3CKtOqkC9Z-B4MmTv_gJ3H9wYJ07MCK6e135M144e8IwUaU3RoGFesly77tC_dE&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=2TfU1wx4qAR3rNuf2oVOmg&_nc_ss=7f289&oh=00_AQCixrUDgnaZLIDlKQ9j5CB18cD6_7CkRtqfrcokiwKWSg&oe=6A679998,2026-07-27T17:47:04.000Z,2026-07-23
6,3,EWA,165004157332215,EWA: Learn Languages,,IN,2211020936353424,https://www.facebook.com/ads/library/?id=2211020936353424,2026-06-22,,false,true,10,3,1068874242377742,2026-07-13,,"‼️Deviens un utilisateur avancé de l’anglais ! ⭐️⭐️⭐️⭐️⭐️ 📲 Installe dès maintenant l’application EWA 🔝🇬🇧🇺🇸, seulement 10 minutes par jour pour améliorer ton anglais facilement 💯",Teste EWA heute 🚀👉🏻,See details,https://go.appewa.com/funnel/fr/red369/start?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,"Facebook,Instagram","‼️Deviens un utilisateur avancé de l’anglais ! ⭐️⭐️⭐️⭐️⭐️ 📲 Installe dès maintenant l’application EWA 🔝🇬🇧🇺🇸, seulement 10 minutes par jour pour améliorer ton anglais facilement 💯",Teste EWA heute 🚀👉🏻,Learn more,https://quiz.appewa.com/sweetboarding/fr/kickstart?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,Image,"Facebook,Instagram",1,0,4:5,,https://scontent.fblr22-2.fna.fbcdn.net/v/t39.35426-6/742241772_1723510685652214_8715926619106485163_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=3bXTvG9S9-0Q7kNvwHeXsdk&_nc_oc=Adp_BGsMN6S9t7GL5TS8yZeAfl7WftQvkO5d3w_heCrh2_q7rzfFJBgC0ISt2y9JeCU&_nc_zt=14&_nc_ht=scontent.fblr22-2.fna&_nc_gid=ylN8LfSyLLksfTHD6OuwZw&_nc_ss=7f289&oh=00_AQAK5MSdrl-3MTK-BbNkIzcCh1oBWrBA0r-fk5CwuN2B_Q&oe=6A679654,2026-07-27T17:33:08.000Z,2026-07-23
7,3,EWA,165004157332215,EWA: Learn Languages,,IN,2211020936353424,https://www.facebook.com/ads/library/?id=2211020936353424,2026-06-22,,false,true,10,4,3103413923202101,2026-07-19,,"‼️Deviens un utilisateur avancé de l’anglais ! ⭐️⭐️⭐️⭐️⭐️ 📲 Installe dès maintenant l’application EWA 🔝🇬🇧🇺🇸, seulement 10 minutes par jour pour améliorer ton anglais facilement 💯",Teste EWA heute 🚀👉🏻,Learn more,https://go.appewa.com/funnel/fr/red369/start?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,"Facebook,Instagram,Audience Network,Messenger,Threads","‼️Deviens un utilisateur avancé de l’anglais ! ⭐️⭐️⭐️⭐️⭐️ 📲 Installe dès maintenant l’application EWA 🔝🇬🇧🇺🇸, seulement 10 minutes par jour pour améliorer ton anglais facilement 💯",Teste EWA heute 🚀👉🏻,Learn more,https://quiz.appewa.com/sweetboarding/fr/kickstart?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,Image,"Facebook,Instagram",1,0,4:5,,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/753306517_999735699565481_3437356113093231183_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=cChaHMUR9XMQ7kNvwH-NTCW&_nc_oc=Adp_tRoA0y8bKlz74POHRlcxqWKxmvvk5ZpxDLPO2e8gCkMllqbtGgx1Hr3fR8lbLMA&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=Hhqwcx7cqENskVkzmkavzQ&_nc_ss=7f289&oh=00_AQBfVUzPSB3BFhk7_PiUjLF-Ms5UVkbLhX1ArY5TnDNrGQ&oe=6A677DBA,2026-07-27T15:48:10.000Z,2026-07-23
8,3,EWA,165004157332215,EWA: Learn Languages,,IN,2211020936353424,https://www.facebook.com/ads/library/?id=2211020936353424,2026-06-22,,false,true,10,5,1006079812202742,2026-07-19,,"‼️Deviens un utilisateur avancé de l’anglais ! ⭐️⭐️⭐️⭐️⭐️ 📲 Installe dès maintenant l’application EWA 🔝🇬🇧🇺🇸, seulement 10 minutes par jour pour améliorer ton anglais facilement 💯",Teste EWA heute 🚀👉🏻,See details,https://quiz.appewa.com/sweetboarding/fr/termsintrob/introofferb-che4990b/classic/002-start?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,"Facebook,Instagram","‼️Deviens un utilisateur avancé de l’anglais ! ⭐️⭐️⭐️⭐️⭐️ 📲 Installe dès maintenant l’application EWA 🔝🇬🇧🇺🇸, seulement 10 minutes par jour pour améliorer ton anglais facilement 💯",Teste EWA heute 🚀👉🏻,Learn more,https://quiz.appewa.com/sweetboarding/fr/kickstart?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,Image,"Facebook,Instagram",1,0,4:5,,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/748115608_1510847997455506_2881513311510734191_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=5QnJq_S2eegQ7kNvwGal47u&_nc_oc=AdrcB20H0UxVzccBwrpycHVcXcvwpM9cngJaFvkDkSEXOMMRiwBfW_s1hQA6SOHsHHQ&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=i4e6RgiMKs5lJpqhBompuQ&_nc_ss=7f289&oh=00_AQCfqqpYKzWTIeAWmjmVAsGVVFPySyDEIl2IifxNMKYMiA&oe=6A67A9F8,2026-07-27T18:56:56.000Z,2026-07-23
9,3,EWA,165004157332215,EWA: Learn Languages,,IN,2211020936353424,https://www.facebook.com/ads/library/?id=2211020936353424,2026-06-22,,false,true,10,6,2237873397032244,2026-07-19,,"‼️Deviens un utilisateur avancé de l’anglais ! ⭐️⭐️⭐️⭐️⭐️ 📲 Installe dès maintenant l’application EWA 🔝🇬🇧🇺🇸, seulement 10 minutes par jour pour améliorer ton anglais facilement 💯",Teste EWA heute 🚀👉🏻,See details,http://quiz.appewa.com/sweetboarding/fr/termsintroc/introofferc-che4990c/classic/002-start?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,"Facebook,Instagram","‼️Deviens un utilisateur avancé de l’anglais ! ⭐️⭐️⭐️⭐️⭐️ 📲 Installe dès maintenant l’application EWA 🔝🇬🇧🇺🇸, seulement 10 minutes par jour pour améliorer ton anglais facilement 💯",Teste EWA heute 🚀👉🏻,Learn more,https://quiz.appewa.com/sweetboarding/fr/kickstart?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,Image,"Facebook,Instagram",1,0,4:5,,https://scontent.fblr22-2.fna.fbcdn.net/v/t39.35426-6/753534767_3527717637390925_1728967527068000058_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=pSmurRkL08IQ7kNvwGjkLEW&_nc_oc=Adp8UTHShuwWHF7HMHZ96FyPlO5LzHDyY4ROEq5_6-vyasKR3sNqbn3B8jQWzOE9ymU&_nc_zt=14&_nc_ht=scontent.fblr22-2.fna&_nc_gid=9HtJixr1FhB5tbQIqQN3Iw&_nc_ss=7f289&oh=00_AQB2AkKNn41vNNDS_JrXzX2LvIfKjgMAdUCkQOFUl_BvWQ&oe=6A6799E5,2026-07-27T17:48:21.000Z,2026-07-23
10,3,EWA,165004157332215,EWA: Learn Languages,,IN,2211020936353424,https://www.facebook.com/ads/library/?id=2211020936353424,2026-06-22,,false,true,10,7,1263298475757160,2026-07-21,,"‼️Deviens un utilisateur avancé de l’anglais ! ⭐️⭐️⭐️⭐️⭐️ 📲 Installe dès maintenant l’application EWA 🔝🇬🇧🇺🇸, seulement 10 minutes par jour pour améliorer ton anglais facilement 💯",Teste EWA heute 🚀👉🏻,See details,https://quiz.appewa.com/sweetboarding/fr/termsintrob/introofferb-che4990b/classic/002-start?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,"Facebook,Instagram,Audience Network,Messenger,Threads","‼️Deviens un utilisateur avancé de l’anglais ! ⭐️⭐️⭐️⭐️⭐️ 📲 Installe dès maintenant l’application EWA 🔝🇬🇧🇺🇸, seulement 10 minutes par jour pour améliorer ton anglais facilement 💯",Teste EWA heute 🚀👉🏻,Learn more,https://quiz.appewa.com/sweetboarding/fr/kickstart?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&fb_pixel_direct=1,Image,"Facebook,Instagram",1,0,4:5,,https://scontent.fblr22-2.fna.fbcdn.net/v/t39.35426-6/751563653_1059130129877221_6501694725152898979_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=Q3zBozjf8u0Q7kNvwHOhOBF&_nc_oc=AdrugYx9vTBNYxZFKERlQUC71E0kjHd_-Loru6-kny8Hkff_hqQXa0LzzKGbeWIMkws&_nc_zt=14&_nc_ht=scontent.fblr22-2.fna&_nc_gid=VE1uZaR5zwx1kBv7oVnVIQ&_nc_ss=7f289&oh=00_AQAehYSUYuFJFpvmaymbstfK5glkGajZSZTeZnrm4_D1tA&oe=6A677BDF,2026-07-27T15:40:15.000Z,2026-07-23
