row_rank,page_rank,competitor_name,advertiser_id,advertiser_name,advertiser_verified_location,target_country,creative_id,creative_url,creative_format,creative_last_shown_date,regions_shown,variant_index,variant_count,ad_headline,ad_description,ad_cta_text,ad_overlay_text,ad_destination_url,youtube_video_id,youtube_video_url,youtube_video_title,youtube_video_description,youtube_channel_name,youtube_video_duration_s,image_url_at_scrape,aspect_ratio,scrape_run_date,error_tag
1,1,SpeakX,AR02221466555617640449,Ivypods Technology Pvt. Ltd,India,IN,CR00214000885871673345,https://adstransparency.google.com/advertiser/AR02221466555617640449/creative/CR00214000885871673345?region=IN,YouTubeVideo,2026-01-16,"2586,2356,2050",0,4,इंस्टॉल करा,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4
2,2,SpeakX,AR02221466555617640449,Ivypods Technology Pvt. Ltd,India,IN,CR00214000885871673345,https://adstransparency.google.com/advertiser/AR02221466555617640449/creative/CR00214000885871673345?region=IN,YouTubeVideo,2026-01-16,"2586,2356,2050",1,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4
3,3,SpeakX,AR02221466555617640449,Ivypods Technology Pvt. Ltd,India,IN,CR00214000885871673345,https://adstransparency.google.com/advertiser/AR02221466555617640449/creative/CR00214000885871673345?region=IN,YouTubeVideo,2026-01-16,"2586,2356,2050",2,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4
4,4,SpeakX,AR02221466555617640449,Ivypods Technology Pvt. Ltd,India,IN,CR00214000885871673345,https://adstransparency.google.com/advertiser/AR02221466555617640449/creative/CR00214000885871673345?region=IN,YouTubeVideo,2026-01-16,"2586,2356,2050",3,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4
5,5,SpeakX,AR02221466555617640449,Ivypods Technology Pvt. Ltd,India,IN,CR00455622577574903809,https://adstransparency.google.com/advertiser/AR02221466555617640449/creative/CR00455622577574903809?region=IN,YouTubeVideo,2026-06-14,2356,0,3,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4
6,6,SpeakX,AR02221466555617640449,Ivypods Technology Pvt. Ltd,India,IN,CR00455622577574903809,https://adstransparency.google.com/advertiser/AR02221466555617640449/creative/CR00455622577574903809?region=IN,YouTubeVideo,2026-06-14,2356,1,3,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4
7,7,SpeakX,AR02221466555617640449,Ivypods Technology Pvt. Ltd,India,IN,CR00455622577574903809,https://adstransparency.google.com/advertiser/AR02221466555617640449/creative/CR00455622577574903809?region=IN,YouTubeVideo,2026-06-14,2356,2,3,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4
8,8,SpeakX,AR02221466555617640449,Ivypods Technology Pvt. Ltd,India,IN,CR00615567752383430657,https://adstransparency.google.com/advertiser/AR02221466555617640449/creative/CR00615567752383430657?region=IN,YouTubeVideo,2025-10-07,2356,0,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4
9,9,SpeakX,AR02221466555617640449,Ivypods Technology Pvt. Ltd,India,IN,CR00615567752383430657,https://adstransparency.google.com/advertiser/AR02221466555617640449/creative/CR00615567752383430657?region=IN,YouTubeVideo,2025-10-07,2356,1,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4
10,10,SpeakX,AR02221466555617640449,Ivypods Technology Pvt. Ltd,India,IN,CR00615567752383430657,https://adstransparency.google.com/advertiser/AR02221466555617640449/creative/CR00615567752383430657?region=IN,YouTubeVideo,2025-10-07,2356,2,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4
11,11,SpeakX,AR02221466555617640449,Ivypods Technology Pvt. Ltd,India,IN,CR00615567752383430657,https://adstransparency.google.com/advertiser/AR02221466555617640449/creative/CR00615567752383430657?region=IN,YouTubeVideo,2025-10-07,2356,3,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4
12,12,SpeakX,AR02221466555617640449,Ivypods Technology Pvt. Ltd,India,IN,CR00697210613914402817,https://adstransparency.google.com/advertiser/AR02221466555617640449/creative/CR00697210613914402817?region=IN,YouTubeVideo,2025-12-24,2356,0,4,Spoken English with AI,CATEGORY,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4
13,13,SpeakX,AR02221466555617640449,Ivypods Technology Pvt. Ltd,India,IN,CR00697210613914402817,https://adstransparency.google.com/advertiser/AR02221466555617640449/creative/CR00697210613914402817?region=IN,YouTubeVideo,2025-12-24,2356,1,4,Spoken English with AI,CATEGORY,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4
14,14,SpeakX,AR02221466555617640449,Ivypods Technology Pvt. Ltd,India,IN,CR00697210613914402817,https://adstransparency.google.com/advertiser/AR02221466555617640449/creative/CR00697210613914402817?region=IN,YouTubeVideo,2025-12-24,2356,2,4,Spoken English with AI,CATEGORY,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4
15,15,SpeakX,AR02221466555617640449,Ivypods Technology Pvt. Ltd,India,IN,CR00697210613914402817,https://adstransparency.google.com/advertiser/AR02221466555617640449/creative/CR00697210613914402817?region=IN,YouTubeVideo,2025-12-24,2356,3,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4
16,16,SpeakX,AR02221466555617640449,Ivypods Technology Pvt. Ltd,India,IN,CR00810905476345626625,https://adstransparency.google.com/advertiser/AR02221466555617640449/creative/CR00810905476345626625?region=IN,YouTubeVideo,2025-10-27,2356,0,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4
17,17,SpeakX,AR02221466555617640449,Ivypods Technology Pvt. Ltd,India,IN,CR00810905476345626625,https://adstransparency.google.com/advertiser/AR02221466555617640449/creative/CR00810905476345626625?region=IN,YouTubeVideo,2025-10-27,2356,1,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4
18,18,SpeakX,AR02221466555617640449,Ivypods Technology Pvt. Ltd,India,IN,CR00810905476345626625,https://adstransparency.google.com/advertiser/AR02221466555617640449/creative/CR00810905476345626625?region=IN,YouTubeVideo,2025-10-27,2356,2,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4
19,19,SpeakX,AR02221466555617640449,Ivypods Technology Pvt. Ltd,India,IN,CR00810905476345626625,https://adstransparency.google.com/advertiser/AR02221466555617640449/creative/CR00810905476345626625?region=IN,YouTubeVideo,2025-10-27,2356,3,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4
20,20,SpeakX,AR02221466555617640449,Ivypods Technology Pvt. Ltd,India,IN,CR00810905476345626625,https://adstransparency.google.com/advertiser/AR02221466555617640449/creative/CR00810905476345626625?region=IN,YouTubeVideo,2025-10-27,2356,4,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4
21,21,SpeakX,AR02221466555617640449,Ivypods Technology Pvt. Ltd,India,IN,CR01547339054457028609,https://adstransparency.google.com/advertiser/AR02221466555617640449/creative/CR01547339054457028609?region=IN,YouTubeVideo,2025-07-23,2356,0,5,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4
22,22,SpeakX,AR02221466555617640449,Ivypods Technology Pvt. Ltd,India,IN,CR01547339054457028609,https://adstransparency.google.com/advertiser/AR02221466555617640449/creative/CR01547339054457028609?region=IN,YouTubeVideo,2025-07-23,2356,1,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4
23,23,SpeakX,AR02221466555617640449,Ivypods Technology Pvt. Ltd,India,IN,CR01547339054457028609,https://adstransparency.google.com/advertiser/AR02221466555617640449/creative/CR01547339054457028609?region=IN,YouTubeVideo,2025-07-23,2356,2,5,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4
24,24,SpeakX,AR02221466555617640449,Ivypods Technology Pvt. Ltd,India,IN,CR01547339054457028609,https://adstransparency.google.com/advertiser/AR02221466555617640449/creative/CR01547339054457028609?region=IN,YouTubeVideo,2025-07-23,2356,3,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4
25,25,SpeakX,AR02221466555617640449,Ivypods Technology Pvt. Ltd,India,IN,CR01547339054457028609,https://adstransparency.google.com/advertiser/AR02221466555617640449/creative/CR01547339054457028609?region=IN,YouTubeVideo,2025-07-23,2356,4,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4
