ad_id,version_index,creative_index,video_resolution,video_bitrate,duration_s
2739911929699031,0,0,720x1280,903634,115.86
1699700921215417,0,0,720x1280,1263762,89.15
1271047411639492,0,0,720x1280,1380862,83.07
1304663088473953,0,0,720x1280,2617753,126.44
2011104622816471,0,0,720x1280,1093792,58.77
26428220643500017,0,0,720x1280,948460,37.42
1520726159399023,0,0,720x1280,1523485,87.44
1185488816920457,0,0,720x1280,1714828,186.58
3745166842290933,0,0,720x1280,1445863,159.27
882040494892409,0,0,720x1280,1676478,209.3
1686722056094306,0,0,720x1280,1293125,55.87
1307637824670207,0,0,720x1280,869115,109.52
1712482393523503,0,0,720x1280,1034158,60.54
3411393879019186,0,0,720x1280,599957,52.57
1961301468092363,0,0,720x1280,1140727,93.82
1309510511121100,0,0,720x1280,1645000,83.41
919579094374067,0,0,720x1280,632291,47.37
907123395290117,0,0,720x1280,1124706,57.24
1409816634516473,0,0,720x1280,1660825,89.65
949474424515743,0,0,720x1280,1057058,52.52
1896094514425192,0,0,720x1280,1384030,140.56
1022674277084766,0,0,720x1280,749749,84.05
1599191114473908,0,0,720x1280,929849,99.28
845261814500751,0,0,720x1280,1096019,102.78
1942930943262353,0,0,720x1280,1545496,36.86
742546498851380,0,0,720x1280,1655313,100.7
1490787835910342,0,0,720x1280,1213931,88.45
1445447133927643,0,0,720x1280,1128321,183.04
1720395459131049,0,0,720x1280,1299960,149.2
2157206811736735,0,0,720x1280,1616110,90.47
859593329883730,0,0,720x1280,1105452,61.84
2388747072037615,0,0,720x1280,761575,67.54
1132903655640672,0,0,720x1280,1607665,84.73
1636577990607766,0,0,720x1280,1217603,46.61
1525891568990663,0,0,720x1280,921670,174.98
842280601796121,0,0,720x1280,1208954,56.77
809679988574577,0,0,720x1280,1526477,88.68
841687008985481,0,0,720x1280,1109079,47.27
992374836850070,0,0,720x1280,788432,91.25
1948206473241244,0,0,720x1280,1645000,83.41
2458763647916149,0,0,720x1280,1380862,83.07
1295408179388109,0,0,720x1280,564193,55.81
1283358550592107,0,0,720x1280,726302,63.67
