ad_id,version_index,creative_index,video_resolution,video_bitrate,duration_s
4210298219220133,0,0,720x1280,526107,70.46
1236764688618209,0,0,720x1280,926905,47.47
809446541711698,0,0,720x1280,568953,51.63
2495643760892894,0,0,720x1280,795600,52.05
1294872372199763,0,0,720x1280,891278,19.65
1919377688693567,0,0,720x1280,568953,51.63
1023669149983656,0,0,720x1280,912819,30.51
1274548481445067,0,0,720x1280,978498,36.99
919585814171318,0,0,720x1280,773174,59.82
1647227479627567,0,0,720x1280,978498,36.99
1810831836593995,0,0,720x1280,831635,48.75
914613221634852,0,0,720x1280,1783647,28.99
1518609409895801,0,0,720x1280,705929,56.75
1578225453239300,0,0,720x1280,645236,46.65
1484981409690710,0,0,720x1280,759848,63.19
913058388118205,0,0,720x1280,1417320,38.78
2292254317849120,0,0,720x1280,833709,49.94
1905332703463761,0,0,720x1280,912449,35.22
953700823835519,0,0,720x1280,907227,57.68
2187985138676728,0,0,720x1280,495244,50.75
1683000729728094,0,0,720x1280,1153476,50.47
1458753742284301,0,0,720x1280,1417320,38.78
1343882707556162,0,0,720x1280,937756,32.04
1604765177255190,0,0,720x1280,1179764,51.45
1829800937707633,0,0,720x1280,772068,59.73
1462832258740074,0,0,720x1280,1255965,30.95
1467014958458046,0,0,720x1280,978498,36.99
2057001265231638,0,0,720x1280,1337471,53.59
810472615431061,0,0,720x1280,791314,31.89
1298245581656069,0,0,720x1280,811167,38.48
830630363447590,0,0,720x1280,773174,59.82
1532870848513933,0,0,720x1280,833709,49.94
929154296271675,0,0,720x1280,973493,49.13
969734745982277,0,0,720x1280,1057278,47.83
1499961814988586,0,0,720x1280,568953,51.63
1419600269364944,0,0,720x1280,1071273,30.93
1278317400866683,0,0,720x1280,891704,41.32
1292326936145402,0,0,720x1280,758687,72.28
1617673956086851,0,0,720x1280,526107,70.46
1338305161448886,0,0,720x1280,1238867,58.41
1463906051777866,0,0,720x1280,1006958,49.41
2487315125067028,0,0,720x1280,1135770,50.15
1487023816479013,0,0,720x1280,536902,89.62
1455378906628645,0,0,720x1280,831635,48.75
1863526424308213,0,0,720x1280,1760601,34.28
2003944776864759,0,0,720x1280,1151231,28.41
2459306031182517,0,0,720x1280,1060457,37.12
2187708092043586,0,0,720x1280,855517,56.11
1824308365205197,0,0,720x1280,495244,50.75
2197503414415259,0,0,720x1280,758687,72.28
