ad_id,version_index,creative_index,video_resolution,video_bitrate,duration_s
2096925954204563,0,0,720x1280,1071859,29.08
972795661907348,0,0,720x1280,1196226,59.84
2202456460521928,0,0,720x1280,1569402,59.77
1960351544672313,0,0,720x1280,903935,26.32
1350528533804193,0,0,720x1280,1281846,54.36
1329522652574885,0,0,720x1280,1345860,44.73
2046215799301881,0,0,720x1280,1596567,135.08
832059772860621,0,0,720x1280,1378209,57.9
2230483907768260,0,0,720x1280,2662541,41.83
2502975900173757,0,0,720x1280,1297960,37.16
979539158020932,0,0,720x1280,1113810,49.04
1003649275414638,0,0,720x1280,1068949,58.81
1709927423521021,0,0,720x1280,2283347,30.61
1366251452036374,0,0,720x1280,821677,54.63
27190213957294951,0,0,720x1280,954837,54.53
2443549536146368,0,0,720x1280,774130,59.73
933307746352020,0,0,720x1280,1917334,57.68
989566713658308,0,0,720x1280,1607031,37.15
947802114906536,0,0,720x1280,1573002,32.45
1836498971087758,0,0,720x1280,1286975,53.37
1586155146379829,0,0,720x1280,681390,38.31
1004243468673350,0,0,720x1280,1607031,37.15
1515028196659572,0,0,720x1280,900722,84.08
2966208757057233,0,0,720x1280,1206370,31.53
1921299865193505,0,0,720x1280,1573002,32.45
27025689503764135,0,0,720x1280,1337844,34.28
1990549078495400,0,0,720x1280,984410,59.54
1361588702531436,0,0,720x1264,628563,45.84
1459277669338335,0,0,720x1280,1106940,56.75
1528971672204383,0,0,720x1280,751180,55.0
1715366832977862,0,0,720x1280,775497,45.95
1031572926061825,0,0,720x1280,1303723,35.67
1044795624562796,0,0,720x1280,1124789,56.3
1749757829714015,0,0,720x1280,1203450,55.04
1697445064905391,0,0,720x1280,1102225,33.49
1321959232684279,0,0,720x1280,867590,56.72
27086569487680423,0,0,720x1280,1839062,52.05
1670693267577856,0,0,720x1280,1145109,186.03
27378272641859957,0,0,720x1280,792520,49.51
2477522462687760,0,0,720x1280,657855,61.8
1509000537534731,0,0,720x1280,755822,32.08
2004881760391786,0,0,720x1280,1521382,31.36
1033786642642767,0,0,720x1280,1010203,29.52
971443132546594,0,0,720x1280,1415189,38.38
4143356245955538,0,0,720x1280,907407,53.33
27501723209413940,0,0,720x1280,1176695,49.26
1706586897142307,0,0,720x1280,2182613,82.81
1013230951086366,0,0,720x1280,1590986,28.69
881778314332597,0,0,720x1280,817171,76.52
1754597612655199,0,0,720x1280,1371348,27.39
2099249430662365,0,0,720x1280,946772,60.25
1723870662261164,0,0,720x1280,554587,51.41
2016516622275043,0,0,720x1280,1232442,42.94
3339788186203354,0,0,720x1280,713395,27.65
889233933501921,0,0,720x1280,1140850,45.16
2108488899728525,0,0,720x1280,1099368,45.37
4233618053522585,0,0,720x1280,841622,67.13
1011965198455335,0,0,720x1280,734666,44.84
1726478348352910,0,0,720x1280,1549432,39.85
1386805923279705,0,0,720x1280,2721081,57.94
1274918781380927,0,0,720x1280,1221917,70.83
1028713099962693,0,0,720x1280,910983,34.05
27046815901606274,0,0,720x1280,1501237,51.99
1324292329831050,0,0,720x1280,1998017,61.03
2033832710566826,0,0,720x1280,1316225,38.83
2906298679721315,0,0,720x1280,946826,49.07
2071647760437589,0,0,720x1280,1757791,79.79
2072306373662352,0,0,720x1280,1050348,26.39
1419366993709973,0,0,720x1280,1379267,64.66
1967672820594747,0,0,720x1280,771216,44.07
854032033985665,0,0,720x1280,860114,22.21
1285753573334918,0,0,720x1280,913791,27.65
1890078848354220,0,0,720x1280,928533,65.49
1758345675330702,0,0,720x1280,913204,59.54
1028672456571398,0,0,720x1280,1597371,69.61
1657579782144196,0,0,720x1280,2251497,43.54
1010463461343787,0,0,720x1280,2233831,43.22
1653566946609414,0,0,716x1280,1417639,41.0
1029393612916848,0,0,704x1280,935104,48.19
1168131235478527,0,0,720x1280,1272585,84.99
874722785094358,0,0,720x1280,1079886,33.34
1608724900874315,0,0,720x1280,917520,45.84
2245734962626860,0,0,720x1280,733257,41.66
1749948459510113,0,0,720x1280,2669697,77.97
1023353213520872,0,0,720x1280,873569,37.8
1026365906522740,0,0,720x1280,1399923,56.38
1304013031902050,0,0,720x1280,929225,45.95
839046035604507,0,0,720x1280,1915688,49.15
1311410404519071,0,0,720x1280,1640980,73.62
884488058034769,0,0,720x1280,1396653,80.53
1782202363157939,0,0,720x1280,1495236,81.19
2150914032432455,0,0,720x1280,2078595,35.28
1543528693797253,0,0,720x1280,1387089,50.75
1023399443469525,0,0,720x1280,1683190,50.15
1894069581283466,0,0,720x1280,1320172,33.88
1913906955961670,0,0,720x1280,1476868,49.32
1767667434400291,0,0,720x1280,1158749,32.62
1375633121052920,0,0,720x1280,1273559,41.45
1354159723277515,0,0,720x1280,1267929,44.69
2513169462430169,0,0,720x1280,1016114,49.94
1674688393676148,0,0,720x1280,1758884,41.68
1338695088149217,0,0,720x1280,2210954,144.08
3182634025458791,0,0,720x1280,1330630,71.27
1505439874403686,0,0,720x1280,1198291,36.48
1302324998744301,0,0,720x1280,1405119,40.15
1351419703555499,0,0,720x1280,862881,63.51
1738885020467648,0,0,720x1280,2007784,29.01
4532421870373347,0,0,720x1280,1126867,40.96
1785260805793877,0,0,720x1280,1237420,48.19
2530265374081304,0,0,720x1280,1142621,48.11
3940426322930684,0,0,720x1280,2166551,81.62
