pipeline,competitor,device_format,ads,winners,win_ratio
google,duolingo,listicle-montage,7,0,0.0
google,duolingo,skit-narrative,5,0,0.0
google,duolingo,other,3,0,0.0
google,duolingo,split-screen,2,0,0.0
google,duolingo,talking-head,2,0,0.0
