page_id,page_name,ad_id,media_type,verdict,first_seen,last_seen,present_now,best_page_rank,run_days,2026-06-03,2026-06-05,2026-06-22,2026-06-29,2026-07-06,2026-07-13,2026-07-20
AR06420837225457516545,Memrise Ltd,CR17536918250632249345,Image,strong_winner,2026-06-03,2026-07-20,True,1,47,1,1,1,1,1,1,1
