pipeline,competitor,page_id,page_name,week,ads_live,new_ads,winners_live,win_ratio
google,busuu,AR10122694483049971713,Busuu Limited,2026-06-01,44,44,44,1.0
google,busuu,AR10122694483049971713,Busuu Limited,2026-06-22,44,0,44,1.0
google,busuu,AR10122694483049971713,Busuu Limited,2026-06-29,43,0,43,1.0
