pipeline,competitor,page_id,page_name,week,ads_live,new_ads,winners_live,win_ratio
google,speakx,AR02221466555617640449,Ivypods Technology Pvt. Ltd,2026-05-25,12,12,12,1.0
google,speakx,AR02221466555617640449,Ivypods Technology Pvt. Ltd,2026-06-01,87,75,86,0.989
google,speakx,AR02221466555617640449,Ivypods Technology Pvt. Ltd,2026-06-15,88,2,88,1.0
google,speakx,AR02221466555617640449,Ivypods Technology Pvt. Ltd,2026-07-13,104,16,88,0.846
google,speakx,AR02221466555617640449,Ivypods Technology Pvt. Ltd,2026-07-20,117,13,88,0.752
