pipeline,competitor,page_id,page_name,week,ads_live,new_ads,winners_live,win_ratio
google,mysivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,2026-06-01,154,154,96,0.623
google,mysivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,2026-06-15,164,13,95,0.579
google,mysivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,2026-06-29,166,4,96,0.578
