pipeline,competitor,page_id,page_name,week,ads_live,new_ads,winners_live,win_ratio
google,duolingo,AR01320432650854334465,Duolingo Inc,2026-06-01,417,417,88,0.211
google,duolingo,AR01320432650854334465,Duolingo Inc,2026-06-15,427,22,101,0.237
google,duolingo,AR01320432650854334465,Duolingo Inc,2026-07-13,217,7,102,0.47
google,duolingo,AR01320432650854334465,Duolingo Inc,2026-07-20,216,0,101,0.468
