pipeline,competitor,page_id,ad_id,scrape_date,page_rank,row_rank,present,page_rank_delta,days_since_prev_obs
google,speakx,AR02221466555617640449,CR02580772670513610753,2026-05-30,1,58,true,,
google,speakx,AR02221466555617640449,CR02580772670513610753,2026-06-03,13,57,true,-12,4
google,speakx,AR02221466555617640449,CR02580772670513610753,2026-06-15,13,55,true,0,12
google,speakx,AR02221466555617640449,CR02580772670513610753,2026-07-13,14,58,true,-1,28
google,speakx,AR02221466555617640449,CR02963800740188913665,2026-05-30,2,69,true,,
google,speakx,AR02221466555617640449,CR02963800740188913665,2026-06-03,15,66,true,-13,4
google,speakx,AR02221466555617640449,CR02963800740188913665,2026-06-15,15,65,true,0,12
google,speakx,AR02221466555617640449,CR02963800740188913665,2026-07-13,17,69,true,-2,28
google,speakx,AR02221466555617640449,CR03483707742550491137,2026-05-30,3,77,true,,
google,speakx,AR02221466555617640449,CR03483707742550491137,2026-06-03,16,71,true,-13,4
google,speakx,AR02221466555617640449,CR03483707742550491137,2026-06-15,16,69,true,0,12
google,speakx,AR02221466555617640449,CR03483707742550491137,2026-07-13,19,77,true,-3,28
google,speakx,AR02221466555617640449,CR04605080985791365121,2026-05-30,4,106,true,,
google,speakx,AR02221466555617640449,CR04605080985791365121,2026-06-03,22,100,true,-18,4
google,speakx,AR02221466555617640449,CR04605080985791365121,2026-06-15,22,97,true,0,12
google,speakx,AR02221466555617640449,CR04605080985791365121,2026-07-13,25,106,true,-3,28
google,speakx,AR02221466555617640449,CR09548064950182739969,2026-05-30,5,245,true,,
google,speakx,AR02221466555617640449,CR09548064950182739969,2026-06-03,50,220,true,-45,4
google,speakx,AR02221466555617640449,CR09548064950182739969,2026-06-15,51,221,true,-1,12
google,speakx,AR02221466555617640449,CR09548064950182739969,2026-07-13,59,245,true,-8,28
google,speakx,AR02221466555617640449,CR09678062958713765889,2026-05-30,6,254,true,,
google,speakx,AR02221466555617640449,CR09678062958713765889,2026-06-03,52,228,true,-46,4
google,speakx,AR02221466555617640449,CR09678062958713765889,2026-06-15,53,230,true,-1,12
google,speakx,AR02221466555617640449,CR09678062958713765889,2026-07-13,61,254,true,-8,28
google,speakx,AR02221466555617640449,CR12295867928175181825,2026-05-30,7,298,true,,
google,speakx,AR02221466555617640449,CR12295867928175181825,2026-06-03,61,267,true,-54,4
google,speakx,AR02221466555617640449,CR12295867928175181825,2026-06-15,62,269,true,-1,12
google,speakx,AR02221466555617640449,CR12295867928175181825,2026-07-13,71,298,true,-9,28
google,speakx,AR02221466555617640449,CR13654429752495177729,2026-05-30,8,345,true,,
google,speakx,AR02221466555617640449,CR13654429752495177729,2026-06-03,71,310,true,-63,4
google,speakx,AR02221466555617640449,CR13654429752495177729,2026-06-15,72,310,true,-1,12
