ad_id,script_group_id,group_size,variant_role,replication_type,text_similarity
1083502908185516,wispr-flow-g0000,7,original,original,
1542232330948541,wispr-flow-g0000,7,replica,exact_replica,0.975
1886477468685414,wispr-flow-g0000,7,replica,exact_replica,0.975
2384185045437404,wispr-flow-g0000,7,replica,reworded_replica,0.191
2467773930362439,wispr-flow-g0000,7,replica,reworded_replica,0.128
4224391227812215,wispr-flow-g0000,7,replica,exact_replica,1.000
949620311281038,wispr-flow-g0000,7,replica,reworded_replica,0.128
1547156103734323,wispr-flow-g0001,7,original,original,
1698144861211771,wispr-flow-g0001,7,replica,visual_variant,0.028
1766180788089821,wispr-flow-g0001,7,replica,visual_variant,0.028
2147797252827132,wispr-flow-g0001,7,replica,visual_variant,0.036
2318718265321924,wispr-flow-g0001,7,replica,visual_variant,0.036
26578956815133786,wispr-flow-g0001,7,replica,reworded_replica,0.474
993997806512770,wispr-flow-g0001,7,replica,reworded_replica,0.474
1295371085523432,wispr-flow-g0002,5,original,original,
1563409292021287,wispr-flow-g0002,5,replica,exact_replica,1.000
1626951528610165,wispr-flow-g0002,5,replica,exact_replica,1.000
2238394246914659,wispr-flow-g0002,5,replica,exact_replica,1.000
4399399116992624,wispr-flow-g0002,5,replica,exact_replica,1.000
1005206305387671,wispr-flow-g0003,4,replica,exact_replica,1.000
1648288179761448,wispr-flow-g0003,4,original,original,
2000826840827099,wispr-flow-g0003,4,replica,exact_replica,1.000
813092931636453,wispr-flow-g0003,4,replica,exact_replica,1.000
1137530259438222,wispr-flow-g0004,4,original,original,
1547426376984036,wispr-flow-g0004,4,replica,reworded_replica,0.810
2531700740617284,wispr-flow-g0004,4,replica,exact_replica,1.000
985523274337639,wispr-flow-g0004,4,replica,reworded_replica,0.810
1218671753547509,wispr-flow-g0005,4,original,original,
1587705206318336,wispr-flow-g0005,4,replica,exact_replica,1.000
2045783839342704,wispr-flow-g0005,4,replica,exact_replica,1.000
836902862366291,wispr-flow-g0005,4,replica,exact_replica,1.000
1307707194110436,wispr-flow-g0006,4,original,original,
1473846077550038,wispr-flow-g0006,4,replica,exact_replica,0.907
2119253888654752,wispr-flow-g0006,4,replica,exact_replica,0.907
2732641793773250,wispr-flow-g0006,4,replica,exact_replica,1.000
1351558753558031,wispr-flow-g0007,4,original,original,
1513422940192478,wispr-flow-g0007,4,replica,visual_variant,0.478
1516876816814846,wispr-flow-g0007,4,replica,visual_variant,0.478
2050250089227404,wispr-flow-g0007,4,replica,exact_replica,1.000
1476251200968359,wispr-flow-g0008,4,original,original,
1549167540129258,wispr-flow-g0008,4,replica,exact_replica,1.000
849926281487625,wispr-flow-g0008,4,replica,exact_replica,1.000
883869928058894,wispr-flow-g0008,4,replica,exact_replica,1.000
1502135684947381,wispr-flow-g0009,4,original,original,
1573209414222400,wispr-flow-g0009,4,replica,exact_replica,1.000
2560560281008870,wispr-flow-g0009,4,replica,exact_replica,1.000
992038293776025,wispr-flow-g0009,4,replica,exact_replica,1.000
1517519639959959,wispr-flow-g0010,4,original,original,
1547799510245830,wispr-flow-g0010,4,replica,exact_replica,1.000
2541412699632590,wispr-flow-g0010,4,replica,exact_replica,1.000
976644315127989,wispr-flow-g0010,4,replica,exact_replica,1.000
1520649129665426,wispr-flow-g0011,4,original,original,
1690497488636995,wispr-flow-g0011,4,replica,reworded_replica,0.727
1777829876522997,wispr-flow-g0011,4,replica,reworded_replica,0.545
983841690672063,wispr-flow-g0011,4,replica,reworded_replica,0.727
1571019874379818,wispr-flow-g0012,4,original,original,
875398298926655,wispr-flow-g0012,4,replica,exact_replica,1.000
956167000382209,wispr-flow-g0012,4,replica,exact_replica,1.000
983158950746121,wispr-flow-g0012,4,replica,exact_replica,1.000
27040096928908687,wispr-flow-g0013,4,original,original,
2783263615366115,wispr-flow-g0013,4,replica,exact_replica,1.000
3035274613339634,wispr-flow-g0013,4,replica,exact_replica,1.000
849299764904914,wispr-flow-g0013,4,replica,exact_replica,1.000
1001345232259119,wispr-flow-g0014,3,original,original,
2557690094675307,wispr-flow-g0014,3,replica,exact_replica,1.000
2589191581496421,wispr-flow-g0014,3,replica,exact_replica,1.000
1017236537527668,wispr-flow-g0015,3,original,original,
1433413138553184,wispr-flow-g0015,3,replica,exact_replica,1.000
2770851846614450,wispr-flow-g0015,3,replica,exact_replica,1.000
1037505808631947,wispr-flow-g0016,3,original,original,
925314090510241,wispr-flow-g0016,3,replica,reworded_replica,0.465
975618998556065,wispr-flow-g0016,3,replica,exact_replica,1.000
1300562598849283,wispr-flow-g0017,3,original,original,
1672378080475047,wispr-flow-g0017,3,replica,exact_replica,1.000
1867806670557358,wispr-flow-g0017,3,replica,reworded_replica,0.075
1308475204582398,wispr-flow-g0018,3,original,original,
1518858149750346,wispr-flow-g0018,3,replica,exact_replica,1.000
28363907486531254,wispr-flow-g0018,3,replica,exact_replica,1.000
1310877167913494,wispr-flow-g0019,3,original,original,
1482446469451194,wispr-flow-g0019,3,replica,exact_replica,1.000
1788214782562310,wispr-flow-g0019,3,replica,exact_replica,1.000
1323700989262551,wispr-flow-g0020,3,replica,exact_replica,1.000
1502163374924961,wispr-flow-g0020,3,replica,exact_replica,1.000
1653406269221996,wispr-flow-g0020,3,original,original,
1342307254418309,wispr-flow-g0021,3,original,original,
1348451947202496,wispr-flow-g0021,3,replica,exact_replica,1.000
2600437180358995,wispr-flow-g0021,3,replica,exact_replica,1.000
1372734824906812,wispr-flow-g0022,3,original,original,
1413543764136761,wispr-flow-g0022,3,replica,exact_replica,1.000
1629992708068632,wispr-flow-g0022,3,replica,exact_replica,1.000
1394875489329016,wispr-flow-g0023,3,original,original,
1649374036283329,wispr-flow-g0023,3,replica,exact_replica,1.000
2025050618885441,wispr-flow-g0023,3,replica,exact_replica,1.000
1468669864379536,wispr-flow-g0024,3,original,original,
1706834640451505,wispr-flow-g0024,3,replica,exact_replica,1.000
3398790000298365,wispr-flow-g0024,3,replica,exact_replica,1.000
1473601681072488,wispr-flow-g0025,3,replica,exact_replica,1.000
1679889603157451,wispr-flow-g0025,3,original,original,
2327121097820412,wispr-flow-g0025,3,replica,exact_replica,1.000
1488628986378006,wispr-flow-g0026,3,original,original,
2186056478900917,wispr-flow-g0026,3,replica,exact_replica,1.000
831286949639991,wispr-flow-g0026,3,replica,exact_replica,0.917
1496629299149131,wispr-flow-g0027,3,original,original,
2033346344252062,wispr-flow-g0027,3,replica,exact_replica,1.000
985496133894370,wispr-flow-g0027,3,replica,exact_replica,1.000
1549644453183539,wispr-flow-g0028,3,original,original,
1964986724386543,wispr-flow-g0028,3,replica,reworded_replica,0.673
2063698844186455,wispr-flow-g0028,3,replica,reworded_replica,0.673
1551419969746805,wispr-flow-g0029,3,original,original,
767796019658058,wispr-flow-g0029,3,replica,exact_replica,1.000
958778383738431,wispr-flow-g0029,3,replica,exact_replica,1.000
1650274326098141,wispr-flow-g0030,3,original,original,
1857049418321058,wispr-flow-g0030,3,replica,exact_replica,1.000
2402770113563221,wispr-flow-g0030,3,replica,exact_replica,1.000
1653529422588763,wispr-flow-g0031,3,original,original,
1727545088601187,wispr-flow-g0031,3,replica,exact_replica,1.000
2868493926832289,wispr-flow-g0031,3,replica,exact_replica,1.000
1678808119834291,wispr-flow-g0032,3,original,original,
